identifiant;nom_etablissement;numero_siret;adresse;code_postal;commune;departement;region;coordonnees_x;coordonnees_y;code_epsg;code_ape;libelle_ape;code_eprtr;libelle_eprtr
0005100964;INITIAL;34323414200085;ZI de Brenouille - BP 312;60870;BRENOUILLE;OISE;HAUTS-DE-FRANCE;669172.000000;6911789.000000;2154;9601A;Blanchisserie-teinturerie de gros;;
0005900460;DALKIA;45650053701834;Chaufferie Zup de la Petite Hollande, 5 rue Jean Moulin;25200;MONTBELIARD;DOUBS;BOURGOGNE-FRANCHE-COMTE;986150.000000;6718317.000000;2154;3530Z;Production et distribution de vapeur et d'air conditionné;;
0006702264;Groupe Hospitalier Région de Mulhouse et Sud Alsace;20004698500012;20 rue du Dr LAENNEC BP1370;68100;MULHOUSE;HAUT-RHIN;GRAND-EST;975476.000000;314683.000000;;8610Z;Activités hospitalières;;
0010000740;STMICROELECTRONICS SAS;38093259000033;10, rue Thalès de Milet, CS 97155;37071;TOURS;INDRE-ET-LOIRE;CENTRE;525917.000000;6705798.000000;2154;2611Z;Fabrication de composants électroniques;;
0007002326;VERSALIS FRANCE SAS Fortelet;55214685400195;Route du Fortelet, MARDYCK;59279;DUNKERQUE;NORD;HAUTS-DE-FRANCE;647974.000000;7104128.000000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;;
0006501663;CGCU Cie GEOTHERMIQUE CHAUFFAGE URBAIN;30482730600024;Allée Maurice Dauvergne;77350;LE MEE-SUR-SEINE;SEINE-ET-MARNE;ILE-DE-FRANCE;672866.000000;6827106.000000;2154;3530Z;Production et distribution de vapeur et d'air conditionné;;
0007001053;CIDEME;35366768600045;rue du Galibot, Zone Industrielle n° 4;59880;SAINT-SAULVE;NORD;HAUTS-DE-FRANCE;739670.000000;7032471.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0006400118;LECASUD;31226374200032;ZI Les Lauves- Rue René Cassin;83340;LE LUC;VAR;PROVENCE-ALPES-COTE-D'AZUR;969564.000000;6258696.000000;2154;4617A;Centrales d'achat alimentaires;;
0005701747;RVA;35169024300016;La Vignette;51800;SAINTE-MENEHOULD;MARNE;GRAND-EST;845316.000000;6892049.000000;2154;3832Z;Récupération de déchets triés;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0006700800;BRASSERIE METEOR;59850064300013;6 RUE DU GENERAL LEBOCQ;67270;HOCHFELDEN;BAS-RHIN;GRAND-EST;1035546.000000;6860379.000000;2154;1105Z;Fabrication de bière;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0010000243;HYDRO EXTRUSION LUCE/CHATEAUROUX;44859636100023;42 RUE DE BEAUCE;28110;LUCE;EURE-ET-LOIR;CENTRE;585957.000000;6815402.000000;2154;2442Z;Métallurgie de l'aluminium;;
0005702102;STT;54288117200010;;10002;TROYES;AUBE;GRAND-EST;728919;2368490;27572;173Z ;Ennoblissement textile;;
0010800258;GGB FRANCE EURL;43895849800026;65 chemin de la Prairie;74000;ANNECY;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;942007.000000;6536998.000000;2154;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;;
0006103394;SOFIDEL FRANCE;41119888000048;112 rue de Matel;42335;ROANNE;LOIRE;AUVERGNE-RHONE-ALPES;784668.000000;6550924.000000;2154;1722Z;Fabrication d'articles en papier à usage sanitaire ou domestique;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour
0006200154;SOLVAY OPERATIONS FRANCE;41457405300024;Centrale de Dombasle, Rue Carnot Prolongée;54110;VARANGEVILLE;MEURTHE-ET-MOSELLE;GRAND-EST;945806.000000;6841617.000000;2154;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0010400016;MALLEIN ET CIE;30806547300016;65 IMPASSE DU CHANSSONNAY;38630;CORBELIN;ISERE;AUVERGNE-RHONE-ALPES;896966.000000;6504549.000000;2154;2562B;Mécanique industrielle;;
0006103270;DREVET FERRURES S.A.S.;05750474800021;79 AVENUE DE LA PATINIERE;38500;VOIRON;ISERE;AUVERGNE-RHONE-ALPES;853990.0;2043765.0;27572;2572Z;Fabrication de serrures et de ferrures;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0007000519;3M FRANCE;54207855500514;Route de Sancourt;59554;TILLOY-LEZ-CAMBRAI;NORD;HAUTS-DE-FRANCE;715025.000000;7011467.000000;2154;2391Z;Fabrication de produits abrasifs;4.(a).(viii);matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)
0006103440;IPACKCHEM SAS;38215094400025;ZA  La Croix des Sagnes, Saint Victor sur loire;42230;ROCHE-LA-MOLIERE;LOIRE;AUVERGNE-RHONE-ALPES;810005.000000;6483500.000000;2154;2222Z;Fabrication d'emballages en matières plastiques;;
0007000937;Etablissement de Marconnelle;40794892600313;;62140;MARCONNELLE;PAS-DE-CALAIS;HAUTS-DE-FRANCE;577200;2597674;27572;158H ;Fabrication de sucre;;
0010600289;SAFRAN LANDING SYSTEMS (ex MESSIER BUGA);71201953800156;7, Avenue de Bel Air;69100;VILLEURBANNE;RHONE;AUVERGNE-RHONE-ALPES;848630.000000;6519307.000000;2154;3030Z;Construction aéronautique et spatiale;;
0007000740;DECOSTER-CAULLIEZ SAS;44655011300018;109 rue de bethune;59253;LA GORGUE;NORD;HAUTS-DE-FRANCE;678681.000000;7059598.000000;2154;1330Z;Ennoblissement textile;9.(a);Usines destinées au prétraitement (opérations de lavage, de blanchiment, de mercerisation) ou à la teinture de fibres ou de textiles d'une capacité de traitement de 10 tonnes par jour
0006103061;CALOR S.A.;95651249500154;Rue du Champ de Courses;38780;PONT-EVEQUE;ISERE;AUVERGNE-RHONE-ALPES;850115.000000;6493539.000000;2154;2751Z;Fabrication d'appareils électroménagers;;
0007000607;AIR LIQUIDE FRANCE INDUSTRIE (ALFI);31411950400343;Rue du Grand Marais;59500;DOUAI;NORD;HAUTS-DE-FRANCE;710164.000000;7033871.000000;2154;2011Z;Fabrication de gaz industriels;4.(b).(i);gaz, tels que ammoniac, chlore ou chlorure d'hydrogène, fluor ou fluorure d'hydrogène, oxydes de carbone, composés sulfuriques, oxydes d'azote, hydrogène, dioxyde de soufre, dichlorure de carbonyle
0007000938;TEREOS FRANCE;53324797900123;18 route Nationale, BP 75;62170;ATTIN;PAS-DE-CALAIS;HAUTS-DE-FRANCE;612441.000000;7043785.000000;2154;1081Z;Fabrication de sucre;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0005900787;EDILIANS;44935422400155;Site industriel de COMMENAILLES, rue de la Tuilerie;39140;COMMENAILLES;JURA;BOURGOGNE-FRANCHE-COMTE;887485.650000;6635921.160000;2154;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;3.(g);Installations destinées à la fabrication de produits céramiques par cuisson, notamment de tuiles, de briques (simples ou réfractaires), de carrelages, de grès ou de porcelaines d'une capacité de production de 75 tonnes par jour, ou d'une capacité de four de 4 m3 et d'une densité d'enfournement de 300 kg/m3 par four
0006103601;MALERBA n° 1/ 4;41456526700013;Usine n° 4, rue de Lyon;69470;COURS-LA-VILLE;RHONE;AUVERGNE-RHONE-ALPES;801464.000000;6555993.000000;2154;2512Z;Fabrication de portes et fenêtres en métal;;
0005702543;CAPDEA - Marigny le Chatel;30276021000013;Route de Saint-Martin de Bossenay;10350;MARIGNY-LE-CHATEL;AUBE;GRAND-EST;751365.000000;6814003.000000;2154;1091Z;Fabrication d'aliments pour animaux de ferme;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0006103810;Vaulx en Velin Villeurbanne Energies;55204695502411;12, Rue Jean Corona;69120;VAULX-EN-VELIN;RHONE;AUVERGNE-RHONE-ALPES;848401.000000;6521819.000000;2154;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0006200736;ARCELORMITTAL WIRE FRANCE;31079202300346;Usine de Marnaval  Place Becquey;52100;SAINT-DIZIER;HAUTE-MARNE;GRAND-EST;847287.000000;6837631.000000;2154;2434Z;Tréfilage à froid;;
0005200251;SANOFI WINTHROP INDUSTRIE;77566225700101;1, Rue de la Vierge;33440;AMBARES-ET-LAGRAVE;GIRONDE;NOUVELLE-AQUITAINE;425792.000000;6431146.000000;2154;2120Z;Fabrication de préparations pharmaceutiques;;
0006401056;TOTAL RAFFINAGE FRANCE;52922174900045;Raffinerie de Provence, La Mède BP 90020;13161;CHATEAUNEUF-LES-MARTIGUES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;870288.000000;6257694.000000;2154;1920Z;Raffinage du pétrole;1.(a);Raffineries de pétrole et de gaz
0005800387;CIE FRANCAISE ECO HUILE;39336117500010;Z.I. Port Jérôme - BP 64;76170;LILLEBONNE;SEINE-MARITIME;NORMANDIE;520980.000000;6933965.000000;2154;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0007000794;VERSALIS FRANCE SAS Dunes;55214685400195;Port 4531 - 4531 Route des Dunes, BP 59 - MARDYCK;59279;DUNKERQUE;NORD;HAUTS-DE-FRANCE;647170.000000;7103952.000000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;4.(a).(i);hydrocarbures simples (linéaires ou cycliques, saturés ou insaturés, aliphatiques ou aromatiques)
0006104340;NICHE FUSED ALUMINA;38284447000056;Zone Industrielle Les vernays, ZI;73540;LA BATHIE;SAVOIE;AUVERGNE-RHONE-ALPES;967835.000000;6510514.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0006200938;VALTRIS ENTERPRISES FRANCE SAS;43767323900012;ZI DE BALEYCOURT, BP 95;55100;VERDUN;MEUSE;GRAND-EST;868995.000000;6895577.000000;2154;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(a).(ii);hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes
0006201759;ARKEMA;31963279000543;Etablissement de Carling, BP 61005;57500;SAINT-AVOLD;MOSELLE;GRAND-EST;970954.000000;6899891.000000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;4.(a).(ii);hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes
0006700691;HAGER ELECTRO;67598011400010;132 BOULEVARD D'EUROPE - ZI, BP 3;67210;OBERNAI;BAS-RHIN;GRAND-EST;1032411.000000;6828477.000000;2154;2712Z;Fabrication de matériel de distribution et de commande électrique;;
0007002235;CIDEME;35366768600458;7, route de Lourches;59282;DOUCHY-LES-MINES;NORD;HAUTS-DE-FRANCE;726976.000000;7023536.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0006103644;SANOFI PASTEUR MARCY;34950537000024;Campus Mérieux, 1541, avenue Marcel MERIEUX;69280;MARCY-L'ETOILE;RHONE;AUVERGNE-RHONE-ALPES;832568.000000;6521181.000000;2154;2120Z;Fabrication de préparations pharmaceutiques;4.(e);Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
0006303969;HUTCHINSON JEHIER;06420002500019;ZI de la Gare - Route de St-Lezin, BP 29;49120;CHEMILLE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;417605.000000;6686844.000000;2154;2229A;Fabrication de pièces techniques à base de matières plastiques;;
0006506481;CREALIS SAS;64204389700049;26 RUE DES COULONS;94360;BRY-SUR-MARNE;VAL-DE-MARNE;ILE-DE-FRANCE;665158.000000;6859930.000000;2154;8292Z;Activités de conditionnement;;
0007201321;SAFT;38370387300034;10 RUE AMPERE;16440;NERSAC;CHARENTE;NOUVELLE-AQUITAINE;471373.000000;6507721.000000;2154;2720Z;Fabrication de piles et d'accumulateurs électriques;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0006700478;DARAMIC SAS;39239172800020;25 RUE WESTRICH, BP 90149;67603;SELESTAT;BAS-RHIN;GRAND-EST;1031186.000000;6807749.000000;2154;2720Z;Fabrication de piles et d'accumulateurs électriques;;
0006105034;FMI PROCESS;96150256400043;STEP de St Chamond, 22 rue du Garat;42152;L'HORME;LOIRE;AUVERGNE-RHONE-ALPES;820628.000000;6488597.000000;2154;2821Z;Fabrication de fours et brûleurs;;
0006301225;DIRICKX INDUSTRIES;40303369900014;Rue de la Gare;53800;CONGRIER;MAYENNE;PAYS-DE-LA-LOIRE;394734.000000;6751848.000000;2154;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;;
0006300977;GALVANOPLASTIE;34340328300017;ZI La Chambrouillère;53960;BONCHAMP-LES-LAVAL;MAYENNE;PAYS-DE-LA-LOIRE;423335.000000;6781493.000000;2154;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0006200720;KIMBERLY CLARK SAS;35260045600060;Route de Toul;54200;VILLEY-SAINT-ETIENNE;MEURTHE-ET-MOSELLE;GRAND-EST;917694.000000;6850879.000000;2154;1722Z;Fabrication d'articles en papier à usage sanitaire ou domestique;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour
0007300025;EDF Corse;55208131721998;Casamozza;20290;LUCCIANA;HAUTE-CORSE;CORSE;1180145.422000;1745944.220000;;3511Z;Production d'électricité;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0006104459;TECHCI RHONE ALPES;39090954700015;205 Route de la Plaine, ZA du Truison;73240;SAINT-GENIX-SUR-GUIERS;SAVOIE;AUVERGNE-RHONE-ALPES;905639.000000;6504011.000000;2154;2612Z;Fabrication de cartes électroniques assemblées;;
0006301300;Papeterie le Bourray;84961980400024;679 Route du Bourray;72470;SAINT-MARS-LA-BRIERE;SARTHE;PAYS-DE-LA-LOIRE;504271.220000;0.364373;;1712Z;Fabrication de papier et de carton;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour
0006103851;TOKAI CARBON SAVOIE;55203538800040;30 RUE LOUIS JOUVET, BP 16;69631;VENISSIEUX;RHONE;AUVERGNE-RHONE-ALPES;846193.000000;6514215.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0005701290;FERRY CAPITAIN;51678009500019;Usine de Bussy,;52300;VECQUEVILLE;HAUTE-MARNE;GRAND-EST;859650.000000;6820079.000000;2154;2451Z;Fonderie de fonte;2.(d);Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
0005202609;TOTAL E&P France;40916013200026;Usine de Lacq, Rte de Bayonne RD 817;64170;LACQ;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;405384.000000;6263578.000000;2154;0610Z;Extraction de pétrole brut;1.(b);Installations de gazéification et de liquéfaction
0005100909;VISKASE;54203685000064;10, Chaussée Feldtrappe;60000;BEAUVAIS;OISE;HAUTS-DE-FRANCE;632356.000000;6926533.000000;2154;2221Z;Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;4.(a).(viii);matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)
0005101916;Mersen (ex CARBONE LORRAINE);43380301200023;ZONE INDUSTRIELLE, 10 AVENUE ROGER DUMOULIN;80080;AMIENS;SOMME;HAUTS-DE-FRANCE;649042.000000;6981725.000000;2154;2790Z;Fabrication d'autres matériels électriques;9.(d);Installations destinées à la fabrication de carbone (charbon dur) ou d'électrographite par combustion ou graphitisation
0005701515;TEREOS  FRANCE;53324797900024;Sucrerie de Connantre;51230;CONNANTRE;MARNE;GRAND-EST;766033.000000;6847567.000000;2154;1081Z;Fabrication de sucre;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0005701543;VERALLIA-FRANCE;72203459200070;ZI;51530;OIRY;MARNE;GRAND-EST;775915.000000;6880168.000000;2154;2313Z;Fabrication de verre creux;3.(e);Installations destinées à la fabrication du verre, y compris de fibres de verre d'une capacité de fusion de 20 tonnes par jour
0005701604;DELPHARM REIMS;50365381800024;10 rue du colonel charbonneaux;51050;REIMS;MARNE;GRAND-EST;773217.000000;6908523.000000;2154;2120Z;Fabrication de préparations pharmaceutiques;;
0005701723;OMYA Usine;56207267800070;Rue Simone Veil;51240;OMEY;MARNE;GRAND-EST;809701.000000;6861845.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0005701965;ACCURIDE;43393888300025;5 avenue du Président René Coty, BP 7;10601;LA CHAPELLE-SAINT-LUC;AUBE;GRAND-EST;776858.000000;6802500.000000;2154;2932Z;Fabrication d'autres équipements automobiles;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0005702109;SOTRATEX SAS;49064147900012;89 rue du Grand Véon;10000;TROYES;AUBE;GRAND-EST;781366.000000;6800446.000000;2154;1330Z;Ennoblissement textile;;
0005702421;CHALONS ENERGIE;42872290400029;27 rue du Tuilet, DRC MORAINS LE PETIT;51130;VAL-DES-MARAIS;MARNE;GRAND-EST;772004.000000;6857770.000000;2154;3530Z;Production et distribution de vapeur et d'air conditionné;;
0005800297;TOTAL RAFFINAGE FRANCE;52922174900029;BP 98;76700;GONFREVILLE-L'ORCHER;SEINE-MARITIME;NORMANDIE;499898.000000;6935578.000000;2154;1920Z;Raffinage du pétrole;1.(a);Raffineries de pétrole et de gaz
0005800439;CHEVRON ORONITE SAS;56206163000025;Route du Pont VIII;76700;GONFREVILLE-L'ORCHER;SEINE-MARITIME;NORMANDIE;497876.000000;6936185.000000;2154;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(a).(i);hydrocarbures simples (linéaires ou cycliques, saturés ou insaturés, aliphatiques ou aromatiques)
0005801756;PAULSTRA;31439767000055;2, rue Turgot;27150;ETREPAGNY;EURE;NORMANDIE;599217.000000;6913017.000000;2154;2219Z;Fabrication d'autres articles en caoutchouc;;
0005800542;WALOR EXTRUSION;39919895100051;LIEU DIT LE DOUX MESNIL, 100 boulevard des Frères Rousseau;76550;OFFRANVILLE;SEINE-MARITIME;NORMANDIE;559827.000000;6975637.000000;2154;2550A;Forge, estampage, matriçage ,  métallurgie des poudres;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0005800574;LUBRIZOL ROUEN;54207095800021;25, Quai de France, B.P. n° 1062;76100;ROUEN;SEINE-MARITIME;NORMANDIE;559204.000000;6928071.000000;2154;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(a).(iii);hydrocarbures sulfurés
0005800575;LUBRIZOL France;54207095800039;Route du Canal de Tancarville;76430;OUDALLE;SEINE-MARITIME;NORMANDIE;502161.000000;6935036.000000;2154;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(a).(iii);hydrocarbures sulfurés
0005800617;SOCIETE DES AUTOMOBILES ALPINE;66275007400012;40 Avenue de Bréauté;76200;DIEPPE;SEINE-MARITIME;NORMANDIE;562539.000000;6981030.000000;2154;2910Z;Construction de véhicules automobiles;9.(c);Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an
0005801044;DS SMITH;45068123400016;Rue Désiré Granet, BP 551;76800;SAINT-ETIENNE-DU-ROUVRAY;SEINE-MARITIME;NORMANDIE;562780.000000;6920209.000000;2154;1712Z;Fabrication de papier et de carton;6.(a);Installations industrielles destinées à la fabrication de pâte à papier à partir du bois ou d'autres matières fibreuses
0005801777;Etex France Exteriors;51533134600103;14 Avenue de l'Ile de France;27200;VERNON;EURE;NORMANDIE;589679.000000;6888831.000000;2154;4673A;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction;;
