identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite_admise;quantite_traitee;unite
00       86052002;SARL VALOR LISE;Traitement de déchets non dangereux;2011;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;"";02 01 06;Fèces, urine et fumier (y compris paille souillée), effluents, collectés séparément et traités hors site;3120.000;3120.000;t/an
00       87012003;S.A TERRALYS;Traitement de déchets non dangereux;2011;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;"";4;Déchets de bois;18200.000;18200.000;t/an
00       87012003;S.A TERRALYS;Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;45600.000;45600.000;t/an
00       87012003;S.A TERRALYS;Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";2;Boues d'effluents industriels;3416.000;3416.000;t/an
00       87012003;S.A TERRALYS;Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);13600.000;13600.000;t/an
00       11076003;SPANGHERO Sas;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";2;Boues d'effluents industriels;6000.000;6000.000;t/an
00       11076003;SPANGHERO Sas;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";4;Déchets de bois;600.000;600.000;t/an
00       11076003;SPANGHERO Sas;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);252.000;252.000;t/an
00       11076003;SPANGHERO Sas;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";9;Déchets banals des entreprises;1100.000;1100.000;t/an
0002508495;SARL PHENIX RECYCLAGE;Traitement de déchets non dangereux;2011;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;"";"";16 01 17;Métaux ferreux;3000.000;3000.000;t/an
0005100009;SUEZ RV NORD EST;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";20 03 01;Déchets municipaux en mélange;2640.000;2640.000;t/an
0005100009;SUEZ RV NORD EST;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";03 03 99;Déchets non spécifiés ailleurs.;2.600;2.600;t/an
0005100009;SUEZ RV NORD EST;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";10 09 06;Noyaux et moules de fonderie n'ayant pas subi la coulée autres que ceux visés à la rubrique 10 09 05;16.200;16.200;t/an
0005100009;SUEZ RV NORD EST;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";19 08 02;Déchets de dessablage;646.000;646.000;t/an
0005100009;SUEZ RV NORD EST;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";19 08 05;Boues provenant du traitement des eaux usées urbaines;372.000;372.000;t/an
0005100009;SUEZ RV NORD EST;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";19 08 99;Déchets non spécifiés ailleurs.;14740.000;14740.000;t/an
0005100009;SUEZ RV NORD EST;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";19 12 07;Bois autres que ceux visés à la rubrique 19 12 06;6.540;6.540;t/an
0005100009;SUEZ RV NORD EST;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";20 01 99;Autres fractions non spécifiées ailleurs.;160600.000;160600.000;t/an
0005100009;SUEZ RV NORD EST;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";20 03 07;Déchets encombrants;19880.000;19880.000;t/an
0005100154;ARF SA;Traitement de déchets non dangereux;2011;D10;D10 Incinération à terre;;"";07 06 12;Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 07 06 11;772.000;772.000;t/an
0005100154;ARF SA;Traitement de déchets non dangereux;2011;D10;D10 Incinération à terre;;"";08 01 20;Suspensions aqueuses contenant de la peinture ou du vernis autres que celles visées à la rubrique 08 01 19;165.600;165.600;t/an
0005100154;ARF SA;Traitement de déchets non dangereux;2011;D10;D10 Incinération à terre;;"";08 03 08;Déchets liquides aqueux contenant de l'encre;41.200;41.200;t/an
0005100154;ARF SA;Traitement de déchets non dangereux;2011;D10;D10 Incinération à terre;;"";08 03 13;Déchets d'encres autres que ceux visés à la rubrique 08 03 12;156.600;156.600;t/an
0005100154;ARF SA;Traitement de déchets non dangereux;2011;D10;D10 Incinération à terre;;"";08 04 10;Déchets de colles et mastics autres que ceux visés à la rubrique 08 04 09;33.000;33.000;t/an
0005100154;ARF SA;Traitement de déchets non dangereux;2011;D10;D10 Incinération à terre;;"";11 01 12;Liquides aqueux de rinçage autres que ceux visés à la rubrique 11 01 11;374.000;374.000;t/an
0005100311;EDIFI NORD;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;6320.000;6320.000;t/an
0005100311;EDIFI NORD;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";10;Dechets provenant de procedes thermiques :;21360.000;21360.000;t/an
0005100311;EDIFI NORD;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;18680.000;18680.000;t/an
0005100311;EDIFI NORD;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";8;Ordures ménagères;214800.000;214800.000;t/an
0005100311;EDIFI NORD;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";9;Déchets banals des entreprises;54000.000;54000.000;t/an
0005100334;LE BOURGET;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";9;Déchets banals des entreprises;73.200;73.200;t/an
0005100756;ATEMAX FRANCE;Traitement de déchets non dangereux;2011;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;"";5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);480000.000;480000.000;t/an
0005100864;VALNOR;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";10;Dechets provenant de procedes thermiques :;5800.000;5800.000;t/an
0005100864;VALNOR;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;1184.000;1184.000;t/an
0005100864;VALNOR;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";2;Boues d'effluents industriels;5960.000;5960.000;t/an
0005100864;VALNOR;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";8;Ordures ménagères;212000.000;212000.000;t/an
0005100864;VALNOR;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";9;Déchets banals des entreprises;202800.000;202800.000;t/an
0005100917;SOLABIA;Traitement de déchets non dangereux;2011;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;"";9;Déchets banals des entreprises;142.000;142.000;t/an
0005100917;SOLABIA;Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";2;Boues d'effluents industriels;1488.000;1488.000;t/an
0005100917;SOLABIA;Traitement de déchets non dangereux;2011;R9 ;R9 Régénération ou autres réemplois des huiles;;"";2;Boues d'effluents industriels;114.400;114.400;t/an
0005101087;DUO METAL (ex GOUX);Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";15 01 02;Emballages en matières plastiques;176.800;176.800;t/an
0005101087;DUO METAL (ex GOUX);Traitement de déchets non dangereux;2011;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;"";15 01 04;Emballages métalliques;1162.000;1162.000;t/an
0005101087;DUO METAL (ex GOUX);Traitement de déchets non dangereux;2011;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;"";15 01 06;Emballages en mélange;342.000;342.000;t/an
0005101124;ISDND de Crépy en Valois;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";20 01 99;Autres fractions non spécifiées ailleurs.;66800.000;66800.000;t/an
0005101124;ISDND de Crépy en Valois;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";20 03 01;Déchets municipaux en mélange;12600.000;12600.000;t/an
0005101469;Lincoln Electric;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";9;Déchets banals des entreprises;240.000;252.000;t/an
0005101565;ISDND SPAT SAINT MAXIMIN;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";8;Ordures ménagères;41200.000;41200.000;t/an
0005101565;ISDND SPAT SAINT MAXIMIN;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";9;Déchets banals des entreprises;472000.000;472000.000;t/an
0005101657;SITA OISE - site de Villeneuve sur Verberie;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";20 01 99;Autres fractions non spécifiées ailleurs.;348000.000;348000.000;t/an
0005101657;SITA OISE - site de Villeneuve sur Verberie;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";20 03 01;Déchets municipaux en mélange;21800.000;21800.000;t/an
0005101897;IDEX Environnement Picardie (ex Valorga);Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";4;Déchets de bois;50000.000;50000.000;t/an
0005101897;IDEX Environnement Picardie (ex Valorga);Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";8;Ordures ménagères;238800.000;238800.000;t/an
0005101897;IDEX Environnement Picardie (ex Valorga);Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";9;Déchets banals des entreprises;43200.000;43200.000;t/an
0005102027;SECODE;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;38680.000;38680.000;t/an
0005102027;SECODE;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;44800.000;44800.000;t/an
0005102027;SECODE;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";8;Ordures ménagères;322400.000;322400.000;t/an
0005102027;SECODE;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";9;Déchets banals des entreprises;412000.000;412000.000;t/an
0005102045;PICARDIE CHROME DUR EURL;Traitement de déchets non dangereux;2011;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;"";9;Déchets banals des entreprises;200.000;8.000;t/an
0005102122;SUEZ ENVIRONNEMENT;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";20 01 99;Autres fractions non spécifiées ailleurs.;88600.000;88600.000;t/an
0005102122;SUEZ ENVIRONNEMENT;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";20 03 07;Déchets encombrants;16300.000;16300.000;t/an
0005102308;SMIRTOM Picardie Ouest - site de Thieulloy l'Abbaye / TRINOVAL;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";20 01 99;Autres fractions non spécifiées ailleurs.;57600.000;57600.000;t/an
0005102308;SMIRTOM Picardie Ouest - site de Thieulloy l'Abbaye / TRINOVAL;Traitement de déchets non dangereux;2011;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;"";15 01 01;Emballages en papier/carton;11080.000;11080.000;t/an
0005102308;SMIRTOM Picardie Ouest - site de Thieulloy l'Abbaye / TRINOVAL;Traitement de déchets non dangereux;2011;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;"";15 01 02;Emballages en matières plastiques;1452.000;1452.000;t/an
0005102308;SMIRTOM Picardie Ouest - site de Thieulloy l'Abbaye / TRINOVAL;Traitement de déchets non dangereux;2011;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;"";15 01 04;Emballages métalliques;776.000;776.000;t/an
0005102308;SMIRTOM Picardie Ouest - site de Thieulloy l'Abbaye / TRINOVAL;Traitement de déchets non dangereux;2011;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;"";15 01 05;Emballages composites;280.000;280.000;t/an
0005102308;SMIRTOM Picardie Ouest - site de Thieulloy l'Abbaye / TRINOVAL;Traitement de déchets non dangereux;2011;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;"";20 01 38;Bois autres que ceux visés à la rubrique 20 01 37;4060.000;2380.000;t/an
0005102308;SMIRTOM Picardie Ouest - site de Thieulloy l'Abbaye / TRINOVAL;Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";20 02 01;Déchets biodégradables;5840.000;3660.000;t/an
0005102308;SMIRTOM Picardie Ouest - site de Thieulloy l'Abbaye / TRINOVAL;Traitement de déchets non dangereux;2011;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;"";17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;6100.000;6100.000;t/an
0005102372;SUEZ ENVIRONNEMENT;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";20 01 99;Autres fractions non spécifiées ailleurs.;41000.000;41000.000;t/an
0005102372;SUEZ ENVIRONNEMENT;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";20 03 07;Déchets encombrants;8700.000;8700.000;t/an
0005102417;COVED;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";10;Dechets provenant de procedes thermiques :;58400.000;58400.000;t/an
0005102417;COVED;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;6680.000;6840.000;t/an
0005102417;COVED;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;4760.000;4760.000;t/an
0005102417;COVED;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;87200.000;87200.000;t/an
0005102417;COVED;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";8;Ordures ménagères;121200.000;121200.000;t/an
0005102417;COVED;Traitement de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";9;Déchets banals des entreprises;98400.000;98400.000;t/an
0005102936;Nutriplantes;Traitement de déchets non dangereux;2011;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;"";02 01 03;Déchets de tissus végétaux;4400.000;4400.000;t/an
0005102936;Nutriplantes;Traitement de déchets non dangereux;2011;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;"";03 03 11;Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 03 03 10;13760.000;13760.000;t/an
0005102936;Nutriplantes;Traitement de déchets non dangereux;2011;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;"";19 08 05;Boues provenant du traitement des eaux usées urbaines;1208.000;1208.000;t/an
0005103644;SOVALD;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;135200.000;135200.000;t/an
0005103644;SOVALD;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";2;Boues d'effluents industriels;4880.000;4880.000;t/an
0005103644;SOVALD;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";4;Déchets de bois;4200.000;4200.000;t/an
0005103644;SOVALD;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);43200.000;43200.000;t/an
0005103644;SOVALD;Traitement de déchets non dangereux;2011;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;"";9;Déchets banals des entreprises;2000.000;2000.000;t/an
0005103811;ESIANE;Traitement de déchets non dangereux;2011;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;"";11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;9640.000;8400.000;t/an
0005103811;ESIANE;Traitement de déchets non dangereux;2011;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;"";8;Ordures ménagères;544000.000;472000.000;t/an
0005103811;ESIANE;Traitement de déchets non dangereux;2011;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;"";9;Déchets banals des entreprises;87600.000;76000.000;t/an
0005103936;SAS IDEX ENVIRONNEMENT;Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";02 01 01;Boues provenant du lavage et du nettoyage;133.800;133.800;t/an
0005103936;SAS IDEX ENVIRONNEMENT;Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";02 01 06;Fèces, urine et fumier (y compris paille souillée), effluents, collectés séparément et traités hors site;434.000;434.000;t/an
0005103936;SAS IDEX ENVIRONNEMENT;Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";02 01 07;Déchets provenant de la sylviculture;40.000;40.000;t/an
0005103936;SAS IDEX ENVIRONNEMENT;Traitement de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";02 01 99;Déchets non spécifiés ailleurs.;16.880;16.880;t/an
