,admin4
47609,59388
47610,59389
47611,59390
47612,59391
47613,59393
47614,59394
47615,59395
47616,59396
47617,59397
47618,59398
47619,59399
47620,59400
47621,59402
47622,59403
47623,59406
47624,59407
47625,59409
47626,59411
47627,59412
47628,59413
47629,59415
47630,59416
47631,59418
47632,59419
47633,59420
47634,59421
47635,59422
47636,59423
47637,59424
47638,59425
47639,59426
47640,59428
47641,59431
47642,59432
47643,59435
47644,59436
47645,59437
47646,59439
47647,59440
47648,59441
47649,59442
47650,59443
47651,59444
47652,59445
47653,59447
47654,59448
47655,59450
47656,59451
47657,59452
47658,59453
47659,59455
47660,59456
47661,59457
47662,59458
47663,59461
47664,59462
47665,59463
47666,59464
47667,59465
47668,59466
47669,59467
47670,59469
47671,59470
47672,59471
47673,59472
47674,59473
47675,59474
47676,59475
47677,59476
47678,59477
47679,59478
47680,59479
47681,59480
47682,59482
47683,59483
47684,59484
47685,59485
47686,59487
47687,59489
47688,59490
47689,59491
47690,59492
47691,59493
47692,59494
47693,59495
47694,59496
47695,59497
47696,59498
47697,59499
47698,59500
47699,59501
47700,59502
47701,59503
47702,59505
47703,59506
47704,59507
47705,59508
47706,59509
47707,59512
47708,59513
47709,59514
47710,59515
47711,59516
47712,59518
47713,59519
47714,59520
47715,59521
47716,59523
47717,59524
47718,59525
47719,59526
47720,59528
47721,59530
47722,59531
47723,59532
47724,59533
47725,59534
47726,59535
47727,59536
47728,59537
47729,59538
47730,59539
47731,59541
47732,59542
47733,59544
47734,59545
47735,59546
47736,59549
47737,59550
47738,59551
47739,59552
47740,59553
47741,59554
47742,59555
47743,59556
47744,59557
47745,59558
47746,59559
47747,59562
47748,59563
47749,59565
47750,59566
47751,59568
47752,59569
47753,59570
47754,59571
47755,59572
47756,59573
47757,59574
47758,59575
47759,59576
47760,59577
47761,59578
47762,59579
47763,59580
47764,59581
47765,59582
47766,59583
47767,59584
47768,59585
47769,59586
47770,59587
47771,59588
47772,59589
47773,59590
47774,59591
47775,59592
47776,59594
47777,59595
47778,59596
47779,59598
47780,59599
47781,59600
47782,59602
47783,59603
47784,59604
47785,59605
47786,59606
47787,59607
47788,59608
47789,59609
47790,59610
47791,59611
47792,59612
47793,59613
47794,59614
47795,59615
47796,59617
47797,59618
47798,59619
47799,59620
47800,59622
47801,59623
47802,59624
47803,59625
47804,59626
47805,59627
47806,59628
47807,59629
47808,59630
47809,59633
47810,59634
47811,59635
47812,59636
47813,59637
47814,59638
47815,59639
47816,59640
47817,59641
47818,59642
47819,59645
47820,59646
47821,59647
47822,59649
47823,59650
47824,59651
47825,59652
47826,59653
47827,59654
47828,59655
47829,59656
47830,59657
47831,59658
47832,59660
47833,59661
47834,59662
47835,59663
47836,59664
47837,59665
47838,59667
47839,59668
47840,59669
47841,59670
47845,60104
47849,60108
47860,60123
47868,60131
47871,60136
47878,60146
47885,60153
47889,60158
47892,60163
47902,60183
47912,60194
47914,60199
47915,60200
47918,60205
47932,60221
47941,60236
47942,60237
47944,60240
47955,60255
47961,60263
47963,60268
47970,60278
47977,60286
47980,60289
47998,60314
48028,60353
48029,60354
48035,60362
48048,60377
48087,60436
48109,60474
48119,60485
48120,60486
48127,60496
48141,60518
48163,60544
48164,60545
48170,60555
48177,60564
48178,60565
48185,60573
48201,60599
48205,60604
48206,60605
48211,60615
48215,60622
48219,60627
48235,60643
48240,60648
48251,60664
48257,60673
48272,60692
48280,60702
48540,62100
48541,62102
48542,62103
48543,62104
48544,62105
48545,62107
48546,62109
48547,62111
48548,62112
48549,62113
48550,62114
48551,62115
48552,62116
48553,62117
48554,62118
48555,62120
48556,62121
48557,62122
48558,62123
48559,62125
48560,62127
48561,62128
48562,62129
48563,62130
48564,62131
48565,62132
48566,62133
48567,62134
48568,62135
48569,62138
48570,62139
48571,62141
48572,62142
48573,62143
48574,62144
48575,62145
48576,62146
48577,62147
48578,62148
48579,62149
48580,62151
48581,62152
48582,62154
48583,62155
48584,62156
48585,62157
48586,62158
48587,62160
48588,62161
48589,62162
48590,62164
48591,62165
48592,62166
48593,62167
48594,62168
48595,62169
48596,62170
48597,62171
48598,62172
48599,62174
48600,62175
48601,62176
48602,62177
48603,62179
48604,62181
48605,62182
48606,62183
48607,62184
48608,62185
48609,62186
48610,62187
48611,62188
48612,62190
48613,62191
48614,62194
48615,62195
48616,62197
48617,62198
48618,62199
48619,62200
48620,62201
48621,62202
48622,62204
48623,62205
48624,62206
48625,62207
48626,62208
48627,62209
48628,62211
48629,62213
48630,62214
48631,62215
48632,62217
48633,62218
48634,62219
48635,62220
48636,62221
48637,62222
48638,62223
48639,62224
48640,62225
48642,62227
48643,62228
48644,62229
48645,62230
48646,62233
48647,62234
48648,62235
48649,62236
48650,62237
48651,62240
48652,62241
48653,62242
48654,62243
48655,62245
48656,62246
48657,62247
48658,62248
48659,62250
48660,62251
48661,62253
48662,62254
48663,62255
48664,62256
48665,62257
48666,62262
48667,62263
48668,62264
48669,62265
48670,62266
48671,62268
48672,62269
48673,62270
48674,62271
48675,62272
48676,62273
48677,62274
48678,62277
48679,62281
48680,62282
48681,62284
48682,62285
48683,62286
48684,62288
48685,62289
48686,62290
48687,62291
48688,62292
48689,62293
48690,62295
48691,62296
48692,62299
48693,62300
48694,62301
48695,62303
48696,62304
48697,62306
48698,62309
48699,62310
48700,62311
48701,62313
48702,62314
48703,62315
48704,62316
48705,62317
48706,62318
48707,62319
48708,62320
48709,62321
48710,62323
48711,62324
48712,62325
48713,62326
48714,62327
48715,62328
48716,62329
48717,62330
48718,62331
48719,62332
48720,62333
48721,62334
48722,62335
48723,62336
48724,62338
48725,62339
48726,62340
48727,62341
48728,62342
48729,62343
48730,62344
48731,62346
48732,62347
48733,62348
48734,62349
48735,62350
48736,62351
48737,62352
48738,62353
48739,62354
48740,62355
48741,62356
48742,62358
48743,62360
48744,62361
48745,62362
48746,62363
48747,62364
48748,62365
48749,62366
48750,62367
48751,62368
48752,62369
48753,62371
48754,62372
48755,62374
48756,62376
48757,62377
48758,62378
48759,62379
48760,62381
48761,62382
48762,62383
48763,62384
48764,62386
48765,62387
48766,62389
48767,62390
48768,62391
48769,62392
48770,62393
48771,62395
48772,62396
48773,62398
48774,62399
48775,62400
48776,62401
48777,62402
48778,62403
48779,62404
48780,62405
48781,62406
48782,62407
48783,62408
48784,62409
48785,62410
48786,62411
48787,62412
48788,62413
48789,62416
48790,62422
48791,62423
48792,62424
48793,62425
48794,62426
48795,62427
48796,62428
48797,62429
48798,62430
48800,62432
48801,62433
48802,62435
48803,62436
48804,62437
48805,62439
48806,62440
48807,62441
48808,62442
48809,62443
48810,62444
48811,62445
48812,62446
48813,62448
48814,62450
48815,62451
48816,62452
48817,62454
48818,62455
48819,62456
48820,62458
48821,62459
48822,62460
48823,62461
48824,62462
48825,62463
48826,62464
48827,62465
48828,62466
48829,62470
48830,62471
48831,62472
48832,62473
48833,62474
48834,62476
48835,62478
48836,62479
48837,62483
48838,62484
48839,62485
48840,62487
48841,62488
48842,62489
48843,62490
48844,62492
48845,62493
48846,62495
48847,62496
48848,62497
48849,62499
48850,62500
48851,62501
48852,62502
48853,62503
48854,62505
48855,62506
48856,62507
48857,62508
48858,62509
48859,62511
48860,62512
48861,62513
48862,62514
48863,62515
48864,62516
48865,62517
48866,62518
48867,62519
48868,62520
48869,62522
48870,62523
48871,62524
48872,62525
48873,62528
48874,62529
48875,62530
48876,62531
48877,62532
48878,62533
48879,62534
48880,62537
48881,62540
48882,62542
48883,62543
48884,62544
48885,62545
48886,62546
48887,62547
48888,62549
48889,62550
48890,62551
48891,62553
48892,62554
48893,62555
48894,62556
48895,62558
48896,62560
48897,62562
48898,62563
48899,62564
48900,62565
48901,62566
48902,62567
48903,62568
48904,62569
48905,62570
48906,62573
48907,62574
48908,62578
48909,62579
48910,62580
48911,62581
48912,62582
48913,62583
48914,62585
48915,62586
48916,62587
48917,62589
48918,62590
48919,62591
48920,62592
48921,62594
48922,62595
48923,62596
48924,62597
48925,62598
48926,62599
48927,62600
48928,62601
48929,62603
48930,62604
48931,62605
48932,62606
48933,62607
48934,62609
48935,62610
48936,62611
48937,62612
48938,62613
48939,62614
48940,62615
48941,62618
48942,62619
48943,62621
48944,62622
48945,62623
48946,62624
48947,62626
48948,62627
48949,62628
48950,62629
48951,62630
48952,62632
48953,62635
48954,62636
48955,62637
48956,62638
48957,62639
48958,62640
48959,62641
48960,62642
48961,62643
48962,62644
48963,62645
48964,62646
48965,62648
48966,62649
48967,62650
48968,62651
48969,62653
48970,62654
48971,62655
48972,62656
48973,62657
48974,62658
48975,62659
48976,62660
48977,62662
48978,62663
48979,62664
48980,62666
48981,62668
48982,62669
48983,62670
48984,62671
48985,62672
48986,62673
48987,62674
48988,62676
48989,62678
48990,62679
48991,62680
48992,62681
48993,62682
48994,62684
48995,62686
48996,62688
48997,62691
48998,62692
48999,62694
49000,62697
49001,62698
49002,62699
49003,62701
49004,62702
49005,62704
49006,62708
49007,62709
49008,62710
49009,62711
49010,62712
49011,62713
49012,62714
49013,62715
49014,62716
49015,62717
49016,62719
49017,62720
49018,62721
49019,62722
49020,62723
49021,62724
49022,62725
49023,62726
49024,62728
49025,62730
49026,62732
49027,62734
49028,62735
49029,62737
49030,62738
49031,62739
49032,62740
49033,62743
49034,62744
49035,62746
49036,62747
49037,62748
49038,62750
49039,62751
49040,62752
49041,62753
49042,62755
49043,62756
49044,62757
49045,62758
49046,62759
49047,62760
49048,62761
49049,62762
49050,62766
49051,62767
49052,62769
49053,62770
49054,62771
49055,62772
49056,62773
49057,62774
49058,62775
49059,62776
49060,62778
49061,62779
49062,62780
49063,62781
49064,62782
49065,62785
49066,62786
49067,62787
49068,62789
49069,62790
49070,62791
49071,62792
49072,62794
49073,62795
49074,62796
49075,62797
49076,62798
49077,62799
49078,62801
49079,62803
49080,62805
49081,62806
49083,62809
49084,62810
49085,62811
49086,62812
49087,62814
49088,62815
49089,62816
49090,62817
49091,62818
49092,62819
49093,62820
49094,62821
49095,62823
49096,62825
49097,62828
49098,62830
49099,62831
49100,62832
49101,62833
49102,62835
49103,62836
49104,62837
49105,62839
49106,62840
49107,62841
49108,62842
49109,62843
49110,62844
49111,62845
49112,62848
49113,62849
49114,62850
49115,62851
49116,62852
49117,62853
49118,62854
49119,62855
49120,62856
49121,62857
49122,62859
49123,62860
49124,62862
49125,62863
49126,62864
49127,62865
49128,62866
49129,62867
49130,62868
49131,62870
49132,62871
49133,62873
49134,62874
49135,62876
49136,62877
49137,62878
49138,62879
49139,62882
49140,62883
49141,62885
49142,62886
49143,62887
49144,62888
49145,62889
49146,62890
49147,62891
49148,62892
49149,62893
49150,62894
49151,62895
49152,62896
49153,62897
49154,62898
49155,62899
49156,62900
49157,62901
49158,62902
49159,62903
49160,62904
49161,62905
49162,62906
49163,62907
53318,80100
53319,80101
53320,80102
53321,80103
53323,80105
53324,80106
53325,80107
53326,80108
53327,80110
53328,80112
53329,80113
53330,80115
53331,80116
53332,80118
53333,80119
53335,80121
53336,80122
53337,80123
53338,80124
53339,80125
53341,80128
53342,80129
53343,80130
53344,80132
53345,80133
53346,80134
53347,80135
53348,80136
53349,80137
53350,80140
53351,80142
53353,80144
53354,80145
53355,80146
53356,80147
53358,80149
53359,80150
53360,80151
53361,80152
53362,80154
53363,80155
53364,80156
53365,80157
53366,80159
53367,80160
53368,80161
53369,80162
53370,80163
53371,80164
53372,80165
53373,80166
53374,80167
53375,80168
53376,80169
53377,80170
53378,80171
53379,80173
53381,80176
53382,80177
53383,80179
53384,80180
53385,80181
53386,80182
53387,80185
53388,80186
53389,80190
53390,80191
53391,80192
53392,80193
53393,80194
53394,80195
53395,80196
53396,80197
53397,80198
53398,80199
53399,80200
53400,80201
53401,80202
53402,80203
53403,80204
53404,80205
53405,80206
53406,80207
53408,80210
53409,80213
53410,80214
53411,80215
53412,80216
53413,80217
53414,80218
53415,80220
53416,80221
53417,80222
53418,80223
53419,80224
53420,80225
53421,80226
53422,80227
53423,80230
53424,80231
53425,80232
53427,80237
53428,80238
53429,80239
53430,80240
53431,80241
53432,80242
53433,80243
53434,80244
53435,80246
53436,80248
53437,80250
53438,80251
53439,80252
53440,80253
53441,80256
53442,80258
53443,80259
53444,80260
53445,80262
53446,80264
53448,80266
53449,80267
53450,80268
53451,80269
53452,80270
53453,80272
53454,80273
53455,80274
53456,80275
53457,80280
53458,80281
53459,80282
53460,80283
53461,80284
53462,80285
53463,80291
53464,80292
53465,80293
53466,80294
53467,80295
53468,80297
53469,80298
53470,80300
53471,80301
53472,80303
53473,80306
53474,80307
53475,80308
53476,80310
53477,80311
53478,80312
53479,80313
53480,80315
53481,80316
53482,80318
53483,80319
53484,80320
53485,80324
53486,80325
53487,80326
53488,80327
53489,80328
53490,80330
53491,80331
53492,80332
53493,80333
53494,80334
53495,80335
53496,80337
53497,80339
53498,80340
53499,80341
53501,80345
53502,80347
53503,80348
53504,80350
53505,80351
53506,80352
53507,80353
53508,80354
53509,80355
53510,80356
53511,80357
53512,80358
53513,80359
53514,80360
53515,80361
53516,80364
53517,80366
53518,80367
53519,80368
53520,80369
53521,80371
53522,80372
53523,80374
53525,80376
53526,80377
53527,80378
53528,80379
53529,80380
53530,80381
53531,80383
53532,80384
53533,80386
53534,80387
53535,80388
53537,80390
53538,80391
53539,80392
53540,80393
53541,80395
53542,80396
53543,80397
53544,80399
53545,80400
53546,80401
53547,80403
53548,80404
53549,80405
53550,80406
53551,80408
53552,80409
53553,80410
53554,80412
53555,80413
53556,80414
53557,80415
53558,80416
53559,80417
53560,80418
53561,80420
53562,80421
53563,80422
53564,80423
53565,80424
53566,80425
53567,80426
53568,80427
53569,80428
53570,80429
53571,80430
53572,80431
53573,80432
53574,80433
53575,80437
53576,80438
53577,80439
53578,80440
53579,80442
53580,80444
53581,80445
53582,80446
53584,80449
53586,80451
53587,80452
53588,80453
53589,80458
53590,80459
53592,80461
53593,80462
53594,80464
53595,80466
53596,80467
53597,80468
53598,80470
53599,80473
53600,80474
53601,80475
53602,80476
53603,80477
53605,80480
53606,80481
53607,80482
53609,80487
53610,80488
53611,80491
53612,80493
53613,80494
53614,80495
53615,80496
53616,80497
53617,80498
53618,80499
53620,80501
53621,80502
53622,80503
53623,80504
53624,80505
53625,80507
53626,80508
53627,80509
53628,80512
53629,80513
53630,80514
53631,80515
53632,80516
53633,80517
53635,80519
53636,80521
53637,80523
53638,80524
53639,80525
53641,80529
53642,80530
53643,80531
53645,80536
53646,80537
53647,80538
53648,80540
53649,80542
53650,80543
53651,80544
53652,80545
53653,80546
53654,80548
53655,80549
53656,80550
53658,80552
53659,80553
53660,80555
53661,80556
53662,80559
53663,80560
53664,80562
53665,80563
53666,80568
53667,80570
53668,80571
53669,80572
53671,80574
53672,80575
53673,80577
53674,80579
53675,80583
53676,80584
53677,80588
53678,80589
53679,80590
53680,80591
53682,80597
53683,80599
53684,80600
53685,80601
53686,80602
53687,80603
53689,80606
53690,80607
53692,80609
53693,80611
53694,80614
53695,80615
53696,80618
53697,80620
53698,80621
53699,80622
53700,80624
53701,80625
53702,80626
53703,80627
53704,80631
53705,80632
53706,80633
53707,80634
53708,80637
53709,80638
53710,80639
53711,80640
53712,80642
53713,80643
53714,80644
53715,80645
53716,80646
53717,80647
53718,80650
53719,80654
53720,80655
53721,80656
53722,80658
53723,80659
53724,80661
53727,80664
53728,80665
53729,80666
53730,80667
53731,80668
53732,80670
53733,80671
53734,80673
53735,80674
53736,80676
53737,80677
53738,80679
53739,80680
53740,80681
53741,80682
53742,80683
53743,80684
53744,80686
53745,80690
53746,80691
53747,80692
53748,80693
53749,80694
53750,80695
53751,80696
53752,80697
53754,80700
53755,80701
53756,80702
53758,80704
53759,80705
53760,80706
53761,80709
53763,80713
53764,80716
53765,80717
53766,80719
53767,80723
53768,80724
53769,80725
53770,80726
53771,80728
53772,80729
53773,80730
53774,80733
53775,80735
53776,80736
53777,80738
53778,80740
53779,80741
53780,80742
53781,80743
53782,80746
53783,80747
53784,80748
53785,80749
53786,80752
53787,80753
53788,80754
53789,80755
53790,80756
53791,80758
53794,80762
53795,80765
53796,80766
53797,80769
53798,80770
53799,80774
53800,80775
53801,80777
53802,80778
53803,80780
53804,80781
53805,80782
53806,80783
53807,80784
53808,80785
53809,80787
53810,80788
53811,80789
53812,80790
53813,80793
53814,80794
53815,80795
53816,80797
53817,80798
53818,80799
53819,80800
53820,80801
53821,80802
53822,80803
53823,80804
53824,80805
53825,80806
53826,80807
53827,80808
53829,80810
53830,80811
53832,80814
53833,80815
53834,80819
53835,80820
53836,80821
53837,80822
53838,80823
53839,80824
53840,80825
53841,80826
53842,80827
53843,80828
53844,80829
53845,80830
53846,80832
53847,80833
53848,80834
53849,80835
53850,80836
55360,02019
55366,02025
55370,02029
55371,02032
55386,02050
55390,02056
55391,02057
55394,02060
55396,02063
55398,02065
55400,02067
55424,02095
58788,59010
58789,59012
58790,59013
58791,59016
58792,59017
58793,59018
58794,59019
58795,59021
58796,59023
58797,59024
58798,59025
58799,59026
58800,59028
58801,59031
58802,59033
58803,59034
58804,59035
58805,59036
58806,59038
58807,59039
58808,59041
58809,59042
58810,59044
58811,59045
58812,59046
58813,59047
58814,59048
58815,59049
58816,59050
58817,59052
58818,59054
58819,59055
58820,59056
58821,59057
58822,59059
58823,59060
58824,59062
58825,59063
58826,59064
58827,59065
58828,59067
58829,59068
58830,59069
58831,59070
58832,59071
58833,59072
58834,59073
58835,59074
58836,59076
58837,59077
58838,59078
58839,59079
58840,59081
58841,59082
58842,59083
58843,59084
58844,59085
58845,59088
58846,59089
58847,59090
58848,59091
58849,59092
58850,59093
58851,59096
58852,59098
58853,60011
58874,60035
58887,60051
58889,60053
58905,60075
58912,60082
58914,60085
58982,62010
58983,62011
58984,62012
58985,62013
58986,62014
58987,62015
58988,62016
58989,62017
58990,62018
58991,62019
58992,62020
58993,62021
58994,62022
58995,62023
58996,62024
58997,62025
58998,62026
58999,62027
59000,62028
59001,62029
59002,62030
59003,62031
59004,62032
59005,62033
59006,62034
59007,62035
59008,62036
59009,62037
59010,62039
59011,62042
59012,62044
59013,62046
59014,62047
59015,62048
59016,62049
59017,62050
59018,62051
59019,62052
59020,62054
59021,62055
59022,62056
59023,62057
59024,62058
59025,62059
59026,62060
59027,62061
59028,62063
59029,62064
59030,62065
59031,62066
59032,62067
59033,62069
59034,62070
59035,62071
59036,62072
59037,62073
59038,62074
59039,62075
59040,62076
59041,62077
59042,62078
59043,62079
59044,62081
59045,62082
59046,62083
59047,62084
59048,62085
59049,62086
59050,62087
59051,62088
59052,62089
59053,62090
59054,62091
59055,62092
59056,62094
59057,62095
59058,62096
59059,62097
59983,80010
59984,80011
59985,80014
59986,80015
59987,80016
59988,80017
59989,80018
59990,80019
59991,80020
59992,80023
59993,80025
59995,80028
59996,80029
59997,80030
59998,80031
59999,80032
60000,80033
60001,80035
60002,80037
60003,80039
60004,80040
60005,80042
60006,80044
60007,80045
60008,80046
60009,80047
60010,80048
60011,80049
60012,80050
60013,80052
60014,80053
60015,80054
60016,80055
60017,80056
60018,80057
60019,80058
60020,80059
60021,80060
60024,80064
60025,80065
60026,80066
60027,80067
60028,80068
60029,80069
60030,80070
60031,80071
60032,80073
60033,80076
60034,80077
60035,80078
60036,80080
60037,80083
60038,80085
60039,80086
60040,80087
60041,80088
60042,80090
60043,80092
60044,80093
60045,80094
60046,80095
60047,80096
60048,80097
60743,02006
61073,59001
61074,59002
61075,59003
61076,59005
61077,59006
61078,59007
61079,59008
61090,62001
61091,62002
61092,62003
61093,62004
61094,62005
61095,62007
61185,80003
61186,80004
61187,80005
61188,80006
61274,80043
61307,02246
61311,02291
61314,02319
61321,02459
61331,02659
61333,02691
62190,59100
62191,59122
62192,59135
62194,59157
62195,59163
62196,59166
62197,59172
62198,59178
62199,59185
62200,59196
62201,59286
62202,59299
62203,59321
62204,59326
62205,59350
62206,59360
62207,59392
62208,59430
62209,59446
62210,59449
62211,59486
62212,59511
62213,59529
62214,59560
62215,59601
62216,59616
62217,59632
62218,59648
62224,60201
62231,60295
62232,60299
62248,60556
62542,80131
62543,80138
62544,80172
62545,80211
62546,80212
62547,80234
62548,80236
62549,80249
62550,80304
62551,80314
62552,80329
62553,80486
62554,80489
62555,80547
62556,80561
62557,80585
62558,80616
62559,80619
62560,80649
62561,80685
62562,80688
62563,80711
62564,80751
62565,80759
62566,80773
62567,80776
62984,59014
62985,59022
62986,59043
62987,59053
62988,59058
62989,59094
62990,60039
62992,60058
63062,80013
63063,80021
63064,80022
63065,80034
63066,80036
63067,80051
63068,80089
63158,59004
63165,80001
63177,59099
63203,60503
63215,02143
63222,02312
63235,02782
64016,59180
64017,59223
64018,59268
64019,59274
64020,59371
64022,59517
64023,59564
64027,60182
64030,60262
64031,60267
64032,60311
64034,60397
64035,60399
64306,80109
64307,80187
64308,80189
64309,80299
64311,80526
64312,80535
64313,80593
64314,80595
64315,80628
64317,80652
64318,80763
64320,80792
65086,02324
65088,02417
65089,02488
65093,02647
65094,02683
65095,02709
65096,02769
65097,02776
65098,02815
65099,02830
65526,59211
65527,59269
65528,59280
65529,59433
65530,59659
65532,60111
65533,60174
65537,60381
65542,60621
65545,60693
65678,80158
65679,80219
65680,80279
65681,80321
65682,80349
65683,80402
65684,80407
65685,80434
65686,80435
65687,80465
65688,80469
65689,80541
65690,80558
65691,80576
65693,80657
65694,80675
65695,80678
65696,80687
65699,80734
65700,80750
65701,80757
65702,80771
65786,02030
65915,59015
65954,80079
65955,80081
66027,02760
66094,80041
66148,80344
66149,80188
66170,80290
66171,80099
66200,80385
66201,80779
66256,80336
66257,80669
66344,80074
66346,80338
66380,59075
66394,59188
66406,80261
66423,59401
66487,59543
66488,59454
66524,80578
66537,59127
66541,80317
66542,80786
66543,80346
66608,80721
66618,80635
66619,80569
66624,80698
66627,80305
66628,80718
66726,60232
66850,59086
66851,59459
66860,80009
66916,59037
66943,59087
66950,80139
66983,59173
66984,80271
66987,59220
66999,59368
67000,59332
67009,59408
67028,80296
67046,80208
67064,80263
67065,80708
67091,80596
67108,59066
67126,80605
67153,59593
67171,59143
67175,80288
67191,80245
67201,59011
67211,80024
67225,59061
67275,59183
67279,59218
67282,59252
67302,59427
67317,80228
67330,59378
67391,80629
67416,59029
67518,60178
67524,59357
67533,80174
67534,80411
67628,60193
67630,59481
67657,80764
67672,80485
67721,80287
67737,59405
67751,59206
67769,59263
67812,80472
67815,60179
67863,59051
67885,59161
67892,59387
67893,59504
67928,59097
67993,02061
68006,02273
68008,02308
68014,02352
68015,02370
69520,59027
69521,59032
69522,59080
69523,59130
69524,59136
69525,59239
69526,59278
69527,59290
69528,59312
69529,59329
69530,59342
69531,59367
69532,59372
69533,59375
69534,59386
69535,59410
69536,59414
69537,59429
69538,59434
69539,59438
69540,59468
69541,59488
69542,59522
69543,59527
69544,59547
69545,59548
69546,59567
69547,59597
69548,59631
69549,59643
69550,59666
69554,60121
69557,60161
69561,60248
69563,60283
69564,60297
69572,60472
69579,60608
69611,62008
69612,62045
69613,62053
69614,62108
69615,62150
69616,62163
69617,62178
69619,62238
69620,62260
69621,62278
69623,62298
69624,62373
69625,62380
69626,62419
69627,62535
69628,62552
69629,62576
69630,62584
69631,62608
69632,62625
69633,62661
69634,62693
69635,62706
69636,62718
69637,62763
69638,62768
69639,62784
69640,62827
69641,62829
69642,62834
69643,62838
69644,62858
69645,62881
70062,80002
70063,80027
70064,80082
70065,80084
70066,80114
70067,80117
70068,80141
70069,80153
70070,80184
70071,80229
70072,80233
70073,80247
70074,80276
70075,80278
70076,80302
70077,80322
70078,80342
70080,80436
70081,80443
70082,80455
70084,80463
70085,80478
70086,80490
70087,80511
70088,80520
70089,80528
70090,80554
70091,80557
70092,80565
70093,80566
70094,80580
70095,80582
70097,80598
70099,80617
70100,80623
70101,80630
70102,80672
70104,80722
70105,80737
70106,80744
70107,80791
70108,80812
70292,80648
70341,02808
70344,02710
70355,02525
70358,02374
70560,62909
70561,62908
70562,62880
70563,62875
70564,62872
70565,62869
70566,62861
70567,62846
70569,62824
70570,62822
70571,62813
70572,62808
70573,62804
70574,62802
70575,62800
