identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite_admise;quantite_traitee;unite
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;1863.500;1862.400;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;08 01 17*;Déchets provenant du décapage de peintures ou vernis contenant des solvants organiques ou autres substances dangereuses;56.440;56.400;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;08 01 19*;Suspensions aqueuses contenant de la peinture ou du vernis contenant des solvants organiques ou autres substances dangereuses;48.620;48.620;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;08 03 12*;Déchets d'encres contenant des substances dangereuses;460.360;459.400;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;12 03 01*;Liquides aqueux de nettoyage;4.960;4.960;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;14 06 03*;Autres solvants et mélanges de solvants;1558.080;1559.360;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;20 01 13*;Solvants;969.000;968.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;92.400;92.360;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 01 11*;Boues provenant du traitement in situ des effluents contenant des substances dangereuses;21.760;21.800;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 02 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;214.440;214.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 03 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;24.840;24.800;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 05 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;40.400;40.400;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 07 08*;Autres résidus de réaction et résidus de distillation;172.360;172.400;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;144.120;144.080;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;08 01 13*;Boues provenant de peintures ou vernis contenant des solvants organiques ou autres substances dangereuses;1.640;1.640;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;08 01 19*;Suspensions aqueuses contenant de la peinture ou du vernis contenant des solvants organiques ou autres substances dangereuses;496.180;496.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;08 03 12*;Déchets d'encres contenant des substances dangereuses;81.160;81.200;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;08 03 14*;Boues d'encre contenant des substances dangereuses;130.300;130.200;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;13 03 08*;Huiles isolantes et fluides caloporteurs synthétiques;8.440;8.440;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;13 05 07*;Eau mélangée à des hydrocarbures provenant de séparateurs eau/hydrocarbures;6.280;6.280;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;14 06 02*;Autres solvants et mélanges de solvants halogénés;40.480;40.400;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;14 06 03*;Autres solvants et mélanges de solvants;482.040;481.520;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 01 01*;Eaux de lavage et liqueurs mères aqueuses;356.100;356.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;795.720;796.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 06 01*;Eaux de lavage et liqueurs mères aqueuses;2045.040;2045.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 06 08*;Autres résidus de réaction et résidus de distillation;1464.200;1464.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 07 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;45.880;45.800;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;08 03 12*;Déchets d'encres contenant des substances dangereuses;879.720;879.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;12 03 01*;Liquides aqueux de nettoyage;49.320;49.400;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;13 01 13*;Autres huiles hydrauliques.;529.940;530.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;13 05 06*;Hydrocarbures provenant de séparateurs eau/hydrocarbures;12.320;12.320;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;14 06 03*;Autres solvants et mélanges de solvants;2882.600;2879.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;19 02 08*;Déchets combustibles liquides contenant des substances dangereuses;14684.620;14675.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;19 11 03*;Déchets liquides aqueux;17568.180;17560.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2006;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;150.440;150.400;t/an
0005100164;DSM Composite Resins France;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;888.000;888.000;t/an
0005100164;DSM Composite Resins France;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 01 08*;Autres résidus de réaction et résidus de distillation;500.000;500.000;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;2595.320;2594.400;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;07 03 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;443.760;444.000;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;07 05 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;1538.960;1539.560;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;07 06 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;571.640;572.000;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;07 07 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;1343.600;1342.200;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;29014.434;29029.320;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;08 03 12*;Déchets d'encres contenant des substances dangereuses;2167.546;2168.640;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;14 06 03*;Autres solvants et mélanges de solvants;784.440;785.400;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2006;R2 ;R2 Récupération ou régénération des solvants;;;19 02 08*;Déchets combustibles liquides contenant des substances dangereuses;5.720;5.720;t/an
0005100190;DSP France SAS  (ex DOW FRANCE);Traitement de déchets dangereux;2006;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;07 07 11*;Boues provenant du traitement in situ des effluents contenant des substances dangereuses;61460.200;61400.000;t/an
0005100437;MRVO;Traitement de déchets dangereux;2006;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;19 01 11*;Mâchefers contenant des substances dangereuses;71162.000;71200.000;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;06 01 01*;Acide sulfurique et acide sulfureux;0.602;0.602;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;06 01 06*;Autres acides;0.250;0.250;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;06 02 05*;Autres bases;1.146;1.146;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;06 03 11*;Sels solides et solutions contenant des cyanures;1.656;1.656;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;07 01 01*;Eaux de lavage et liqueurs mères aqueuses;2.016;2.020;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;32.924;32.980;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;07 01 08*;Autres résidus de réaction et résidus de distillation;1.552;1.552;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;07 02 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;0.220;0.220;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;07 06 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;1.106;1.106;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;07 06 10*;Autres gâteaux de filtration et absorbants usés;0.874;0.874;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;46.068;46.060;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;08 01 13*;Boues provenant de peintures ou vernis contenant des solvants organiques ou autres substances dangereuses;1.078;1.078;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;08 04 09*;Déchets de colles et mastics contenant des solvants organiques ou d'autres substances dangereuses;11.612;11.620;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;08 05 01*;Déchets d'isocyanates.;4.130;4.120;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;09 01 06*;Déchets contenant de l'argent provenant du traitement in situ des déchets photographiques;8.296;8.294;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;11 01 11*;Liquides aqueux de rinçage contenant des substances dangereuses;3.950;3.940;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;12 01 12*;Déchets de cires et graisses;1.146;1.146;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;13 02 06*;Huiles moteur, de boîte de vitesses et de lubrification synthétiques;0.002;0.002;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;13 05 07*;Eau mélangée à des hydrocarbures provenant de séparateurs eau/hydrocarbures;1.448;1.448;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;14 06 02*;Autres solvants et mélanges de solvants halogénés;52.716;52.786;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;14 06 03*;Autres solvants et mélanges de solvants;35.772;35.862;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;14 06 04*;Boues ou déchets solides contenant des solvants halogénés;2.864;2.860;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;14 06 05*;Boues ou déchets solides contenant d'autres solvants.;4.214;4.220;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;60.396;60.490;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;15 02 02*;Absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses;17.492;17.480;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;16 01 07*;Filtres à huile;0.488;0.488;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;16 01 14*;Antigels contenant des substances dangereuses;0.452;0.452;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;16 03 05*;Déchets d'origine organique contenant des substances dangereuses;6.078;6.072;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;16 05 04*;Gaz en récipients à pression (y compris les halons) contenant des substances dangereuses;0.172;0.172;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;16 05 06*;Produits chimiques de laboratoire à base de ou contenant des substances dangereuses, y compris les mélanges de produits chimiques de laboratoire;1.206;1.206;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;18 01 06*;Produits chimiques à base de ou contenant des substances dangereuses;0.006;0.006;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;19 02 05*;Boues provenant des traitements physico;0.954;0.954;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;19 02 11*;Autres déchets contenant des substances dangereuses;1.100;1.100;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;19 08 13*;Boues contenant des substances dangereuses provenant d'autres traitements des eaux usées industrielles;0.898;0.898;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;20 01 13*;Solvants;23.546;23.540;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;20 01 19*;Pesticides;69.228;69.180;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;20 01 21*;Tubes fluorescents et autres déchets contenant du mercure;19.626;19.624;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;20 01 27*;Peinture, encres, colles et résines contenant des substances dangereuses;901.312;902.062;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;20 01 31*;Médicaments cytotoxiques et cytostatiques;4.984;4.980;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;20 01 33*;Piles et accumulateurs visés aux rubriques 16 06 01, 16 06 02 ou 16 06 03 et piles et accumulateurs non triés contenant ces piles;0.424;0.424;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;;11 01 07*;Bases de décapage;77.338;77.300;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;;16 06 02*;Accumulateurs ni_cd;0.540;0.540;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;;20 01 21*;Tubes fluorescents et autres déchets contenant du mercure;3.252;3.260;t/an
0005101006;VICTOR MARTINET;Traitement de déchets dangereux;2006;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;;20 01 23*;équipements mis au rebut contenant des chlorofluorocarbones;1.930;1.930;t/an
0005101077;CHANEL PARFUMS BEAUTE;Traitement de déchets dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;16 03 05*;Déchets d'origine organique contenant des substances dangereuses;140.000;140.000;t/an
0005101077;CHANEL PARFUMS BEAUTE;Traitement de déchets dangereux;2006;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;178.000;178.000;t/an
0005101141;TSIP ex POLIDA;Traitement de déchets dangereux;2006;D10;D10 Incinération à terre;;;11 03 01*;Déchets cyanurés;200.000;60.000;t/an
0005101141;TSIP ex POLIDA;Traitement de déchets dangereux;2006;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;06 01 02*;Acide chlorhydrique;200.000;66.000;t/an
0005101141;TSIP ex POLIDA;Traitement de déchets dangereux;2006;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;11 01 06*;Acides non spécifiés ailleurs;200.000;90.000;t/an
0005101315;REMONDIS FRANCE SAS;Traitement de déchets dangereux;2006;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;09 01 01*;Bains de développement aqueux contenant un activateur;9958.000;9260.000;t/an
0005101315;REMONDIS FRANCE SAS;Traitement de déchets dangereux;2006;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;784.000;778.000;t/an
0005101367;CSDU de MOULIN SOUS TOUVENT;Traitement de déchets dangereux;2006;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;19 07 02*;Lixiviats de décharges contenant des substances dangereuses;10268.000;10260.000;t/an
0005101506;BOSTIK;Traitement de déchets dangereux;2006;D10;D10 Incinération à terre;;;07 01 01*;Eaux de lavage et liqueurs mères aqueuses;8136.000;8140.000;t/an
0005101506;BOSTIK;Traitement de déchets dangereux;2006;D10;D10 Incinération à terre;;;07 07 01*;Eaux de lavage et liqueurs mères aqueuses;24502.000;24600.000;t/an
0005101646;POCLAIN HYDRAULICS OPERATIONS VERBERIE;Traitement de déchets dangereux;2006;D10;D10 Incinération à terre;;;08 01 13*;Boues provenant de peintures ou vernis contenant des solvants organiques ou autres substances dangereuses;10.000;3.000;t/an
0005101646;POCLAIN HYDRAULICS OPERATIONS VERBERIE;Traitement de déchets dangereux;2006;D10;D10 Incinération à terre;;;12 01 09*;émulsions et solutions d'usinage sans halogènes;1000.000;878.000;t/an
0005101646;POCLAIN HYDRAULICS OPERATIONS VERBERIE;Traitement de déchets dangereux;2006;D10;D10 Incinération à terre;;;12 01 14*;Boues d'usinage contenant des substances dangereuses;40.000;34.600;t/an
