identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite_admise;quantite_traitee;unite
0010500026;ISDND de Mably;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;112315.400;112240.000;t/an
0005501500;Ets Jean CHAPIN SA;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;09;Dechets provenant de l'industrie photographique :;414.000;414.000;t/an
0005300595;VALNOR;Traitement de déchets non dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;2192.000;2192.000;t/an
0006700781;SOPREMA SAS;Traitement de déchets non dangereux;2005;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;268.000;3980.000;t/an
0006200983;SCORI EST;Traitement de déchets non dangereux;2005;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;01;Déchets provenant de l'exploration et de l'exploitation des mines et des carrières ainsi que du traitement physique et chimique des minéraux :;727.600;728.000;t/an
0005900458;VALINEA;Traitement de déchets non dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;09;Dechets provenant de l'industrie photographique :;5820.000;5820.000;t/an
0005102481;VALNOR SA;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;09;Dechets provenant de l'industrie photographique :;12392.000;12400.000;t/an
0016500127;SICTOM VELAY PILAT;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;21050.000;21000.000;t/an
0006405521;SAS VALTEO;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;172544.000;172400.000;t/an
0030100027;SDOMODE;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;50400.000;50400.000;t/an
0005302854;SUEZ RV NORMANDIE;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;09;Dechets provenant de l'industrie photographique :;8811.520;8820.000;t/an
0007002235;CIDEME;Traitement de déchets non dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;09;Dechets provenant de l'industrie photographique :;24444.000;24400.000;t/an
0005401307;MANNESMANN PRECISION TUBES FRANCE;Traitement de déchets non dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;04;Déchets provenant des industries du cuir, de la fourrure et du textile :;39.520;39.600;t/an
0006207645;CETV;Traitement de déchets non dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;02;Déchets provenant de l'agriculture, de l'horticulture, de l'aquaculture, de la sylviculture, de la chasse et de la pêche ainsi que de la préparation et de la transformation des aliments :;1728.300;1728.000;t/an
0006103032;REXOR;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;09;Dechets provenant de l'industrie photographique :;788.000;698.000;t/an
0006700766;LINGENHELD ENVIRONNEMENT;Traitement de déchets non dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;77428.000;77600.000;t/an
0007203654;UVE/UIOM CDA de La Rochelle (SETRADONYX);Traitement de déchets non dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;116674.000;116600.000;t/an
0010002151;SODEC;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;52772.000;52800.000;t/an
0005800300;EUROPHANE SAS;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;10;Dechets provenant de procedes thermiques :;180.000;180.000;t/an
0005800433;LAFARGEHOLCIM CIMENTS;Traitement de déchets non dangereux;2005;D10;D10 Incinération à terre;;;01;Déchets provenant de l'exploration et de l'exploitation des mines et des carrières ainsi que du traitement physique et chimique des minéraux :;412.240;412.000;t/an
0005100864;VALNOR;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;02;Déchets provenant de l'agriculture, de l'horticulture, de l'aquaculture, de la sylviculture, de la chasse et de la pêche ainsi que de la préparation et de la transformation des aliments :;1856.000;1856.000;t/an
0024900001;I.S.D.N.D de Monéteau;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;02;Déchets provenant de l'agriculture, de l'horticulture, de l'aquaculture, de la sylviculture, de la chasse et de la pêche ainsi que de la préparation et de la transformation des aliments :;174.160;174.200;t/an
0006804704;Communauté d'agglomération l'Albigeois;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;09;Dechets provenant de l'industrie photographique :;5284.600;5280.000;t/an
0007300078;STOC;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;50738.000;50800.000;t/an
0010400257;ALLAMANCHE SA;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;05;Déchets provenant du raffinage du pétrole, de la purification du gaz naturel et du traitement pyrolytique du charbon :;850.000;850.000;t/an
0005800433;LAFARGEHOLCIM CIMENTS;Traitement de déchets non dangereux;2005;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;02;Déchets provenant de l'agriculture, de l'horticulture, de l'aquaculture, de la sylviculture, de la chasse et de la pêche ainsi que de la préparation et de la transformation des aliments :;4579.520;4584.000;t/an
0006405522;SMIDDEV;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;162786.000;162800.000;t/an
0006302020;BOUYER LEROUX INCINERATION;Traitement de déchets non dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;53210.000;53200.000;t/an
0007000475;FEUTRIE SA;Traitement de déchets non dangereux;2005;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;02;Déchets provenant de l'agriculture, de l'horticulture, de l'aquaculture, de la sylviculture, de la chasse et de la pêche ainsi que de la préparation et de la transformation des aliments :;2335.800;2340.000;t/an
0010000442;SUEZ RV CENTRE OUEST - PRUDEMANCHE 1;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;503.800;504.000;t/an
0007002024;SITA NORD EST;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;02;Déchets provenant de l'agriculture, de l'horticulture, de l'aquaculture, de la sylviculture, de la chasse et de la pêche ainsi que de la préparation et de la transformation des aliments :;280.000;280.000;t/an
0010006170;SUEZ RV CENTRE OUEST - MONTEREAU;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;117513.360;117600.000;t/an
0006301051;APROCHIM SA;Traitement de déchets non dangereux;2005;D14;D14 Reconditionnement préalablement à l'une des opérations numérotées D 1 à D 13;;;09;Dechets provenant de l'industrie photographique :;156.518;156.600;t/an
0006405521;SAS VALTEO;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;09;Dechets provenant de l'industrie photographique :;77220.000;77200.000;t/an
0007000460;SITA FD - La Caloterie;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;34740.000;34720.000;t/an
0006202326;SUEZ RV NORD EST;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;11748.000;11760.000;t/an
0005600024;VICAT SA;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;53520.000;34280.000;t/an
0006000529;ISDND;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;17126.000;17120.000;t/an
0010005755;SUEZ RV Centre Ouest - Installation de stockage de Déchets non dangereux de CHEVILLY 1;Traitement de déchets non dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;04;Déchets provenant des industries du cuir, de la fourrure et du textile :;302.500;302.000;t/an
0006507069;SIRR Syndicat Intercommunal Rambouillet;Traitement de déchets non dangereux;2005;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;43980.000;44000.000;t/an
0005206586;CEPB - SITA Sud-Ouest;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;2279.840;2280.000;t/an
0006302141;SUEZ RV Normandie - ISDND DE SAINT FRAIMBAULT;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;173470.520;173600.000;t/an
0005401641;SETEO;Traitement de déchets non dangereux;2005;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;;04;Déchets provenant des industries du cuir, de la fourrure et du textile :;2782.000;2780.000;t/an
0007202157;SUEZ RV SUD OUEST (ex SITA);Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;3230.480;3232.000;t/an
0005901268;PYLE PARTNERS SAS;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;280.000;46.000;t/an
0006301325;SUEZ RV Normandie - ISDND D'ARCONNAY;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;66970.000;67000.000;t/an
0006501845;Routière de l'Est Parisien;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;05;Déchets provenant du raffinage du pétrole, de la purification du gaz naturel et du traitement pyrolytique du charbon :;42.000;42.000;t/an
0005101473;HUTTENES ALBERTUS FRANCE;Traitement de déchets non dangereux;2005;D10;D10 Incinération à terre;;;09;Dechets provenant de l'industrie photographique :;34.000;34.000;t/an
0006802548;FIBRE EXCELLENCE SAINT-GAUDENS;Traitement de déchets non dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;04;Déchets provenant des industries du cuir, de la fourrure et du textile :;2178.000;157800.000;t/an
0010001570;TERRALIA;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;19042.000;19040.000;t/an
0005102027;SECODE;Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;210900.000;210000.000;t/an
0005205352;Communauté de Communes Lacq-Orthez;Traitement de déchets non dangereux;2005;D10;D10 Incinération à terre;;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;20370.000;20400.000;t/an
0005900201;NICOLLIN (Corcelles-Ferrières);Traitement de déchets non dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;42812.000;42800.000;t/an
0006301837;CARENE ISDND;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;17328.000;17320.000;t/an
0007203926;Ciments Calcia;Traitement de déchets non dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;06;Déchets des procédés de la chimie minérale :;487.720;488.000;t/an
0006804445;DRIMM;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;05;Déchets provenant du raffinage du pétrole, de la purification du gaz naturel et du traitement pyrolytique du charbon :;4666.380;4660.000;t/an
0007206332;SMITED - CET DE COULONGES-THOUARSAIS;Traitement de déchets non dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;09;Dechets provenant de l'industrie photographique :;8000.000;8000.000;t/an
