identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
00       75664053;LINDT ET SPRUNGLI;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);64;"";17 04 02;Aluminium;10.4;t/an
00       75664053;LINDT ET SPRUNGLI;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);64;"";17 04 05;Fer et acier;107.4;t/an
00       75664053;LINDT ET SPRUNGLI;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);65;"";19 12 01;Papier et carton;16.2;t/an
00       75664053;LINDT ET SPRUNGLI;Production de déchets non dangereux;2012;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);85;"";02 03 04;Matières impropres à la consommation ou à la transformation;2016;t/an
00       75664053;LINDT ET SPRUNGLI;Production de déchets non dangereux;2012;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);64;"";02 03 05;Boues provenant du traitement in situ des effluents;696;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2012;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);24;"";02 06 01;Matières impropres à la consommation ou à la transformation;1543.36;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2012;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);24;"";02 06 03;Boues provenant du traitement in situ des effluents;785.72;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2012;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);24;"";15 01 02;Emballages en matières plastiques;142.48;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2012;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);24;"";20 01 38;Bois autres que ceux visés à la rubrique 20 01 37;602.88;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2012;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);24;"";20 02 03;Autres déchets non biodégradables.;1292.44;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2012;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;24;"";17 04 02;Aluminium;40.06;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2012;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;33;"";20 01 40;Métaux;203.2;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2012;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;24;"";15 01 01;Emballages en papier/carton;547.16;t/an
00       40282011;PYRENEX;Production de déchets non dangereux;2012;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;40;"";20 03 01;Déchets municipaux en mélange;48.6;t/an
00       40282011;PYRENEX;Production de déchets non dangereux;2012;D15;D15 Stockage préalablement à l'une des opérations numérotées D 1 à D 14 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);47;"";02 02 99;Déchets non spécifiés ailleurs.;37;t/an
00       40282011;PYRENEX;Production de déchets non dangereux;2012;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;40;"";19 08 14;Boues provenant d'autres traitements des eaux usées industrielles autres que celles visées à la rubrique 19 08 13;865;t/an
00       40282011;PYRENEX;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);56;"";02 02 99;Déchets non spécifiés ailleurs.;1080;t/an
00       40282011;PYRENEX;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);40;"";15 01 01;Emballages en papier/carton;25.2;t/an
00       40282011;PYRENEX;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);40;"";15 01 02;Emballages en matières plastiques;10.8;t/an
00       40282011;PYRENEX;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);40;"";15 01 03;Emballages en bois;13.7;t/an
00       40282011;PYRENEX;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);40;"";19 12 01;Papier et carton;2.1;t/an
00       87085001;REGIE MUNICIPALE DE L'ABATTOIR DE LIMOGES;Production de déchets non dangereux;2012;D10;D10 Incinération à terre;79;"";02 01 02;Déchets de tissus animaux;3810;t/an
00       87085001;REGIE MUNICIPALE DE L'ABATTOIR DE LIMOGES;Production de déchets non dangereux;2012;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;87;"";02 01 06;Fèces, urine et fumier (y compris paille souillée), effluents, collectés séparément et traités hors site;1500;t/an
00       02307501;SARVAL SUD EST;Production de déchets non dangereux;2012;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);03;"";02 02 02;Déchets de tissus animaux;2380;t/an
00       02307501;SARVAL SUD EST;Production de déchets non dangereux;2012;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;03;"";02 02 02;Déchets de tissus animaux;27000;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2012;D10;D10 Incinération à terre;23;"";02 01 02;Déchets de tissus animaux;3110;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2012;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;87;"";15 01 03;Emballages en bois;16.6;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2012;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;87;"";02 01 06;Fèces, urine et fumier (y compris paille souillée), effluents, collectés séparément et traités hors site;1440;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2012;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);87;"";02 01 03;Déchets de tissus végétaux;2.28;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2012;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);87;"";02 02 04;Boues provenant du traitement in situ des effluents;424;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2012;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;87;"";12 01 01;Limaille et chutes de métaux ferreux;20.6;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2012;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;87;"";16 01 18;Métaux non ferreux;1.3;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2012;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;87;"";17 04 01;Cuivre, bronze, laiton;0.876;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2012;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;87;"";15 01 02;Emballages en matières plastiques;10.3;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2012;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;87;"";19 12 01;Papier et carton;14.6;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2012;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;39;"";02 02 02;Déchets de tissus animaux;2946;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2012;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;70;"";02 01 06;Fèces, urine et fumier (y compris paille souillée), effluents, collectés séparément et traités hors site;566;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2012;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);39;"";02 02 04;Boues provenant du traitement in situ des effluents;302;t/an
00       61001001;SELVI;Production de déchets non dangereux;2012;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;61;"";02 02 03;Matières impropres à la consommation ou à la transformation;2470;t/an
00       61001001;SELVI;Production de déchets non dangereux;2012;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;44;"";02 02 04;Boues provenant du traitement in situ des effluents;7.64;t/an
00       61001001;SELVI;Production de déchets non dangereux;2012;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);35;"";02 02 02;Déchets de tissus animaux;394;t/an
00       61001001;SELVI;Production de déchets non dangereux;2012;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);61;"";02 02 02;Déchets de tissus animaux;277;t/an
00       61001001;SELVI;Production de déchets non dangereux;2012;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);61;"";12 01 01;Limaille et chutes de métaux ferreux;11.3;t/an
00       61001001;SELVI;Production de déchets non dangereux;2012;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);61;"";20 01 01;Papier et carton;5.94;t/an
00       29293010;S.F.V.;Production de déchets non dangereux;2012;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);29;"";02 02 02;Déchets de tissus animaux;7300;t/an
00       29293010;S.F.V.;Production de déchets non dangereux;2012;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;29;"";02 02 99;Déchets non spécifiés ailleurs.;60.6;t/an
00       29293010;S.F.V.;Production de déchets non dangereux;2012;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;29;"";02 02 04;Boues provenant du traitement in situ des effluents;180;t/an
00       61096018;SNV;Production de déchets non dangereux;2012;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);85;"";02 02 02;Déchets de tissus animaux;11484;t/an
00       61096018;SNV;Production de déchets non dangereux;2012;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";15 01 01;Emballages en papier/carton;102;t/an
00       61096018;SNV;Production de déchets non dangereux;2012;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";15 01 02;Emballages en matières plastiques;7.0;t/an
00       61096018;SNV;Production de déchets non dangereux;2012;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";15 01 03;Emballages en bois;17.48;t/an
00       61096018;SNV;Production de déchets non dangereux;2012;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";17 04 02;Aluminium;9.88;t/an
00       61096020;SNV;Production de déchets non dangereux;2012;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;61;"";02 02 02;Déchets de tissus animaux;2260;t/an
00       61096020;SNV;Production de déchets non dangereux;2012;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);35;"";02 02 02;Déchets de tissus animaux;23500;t/an
00       61096020;SNV;Production de déchets non dangereux;2012;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";17 04 02;Aluminium;9;t/an
00       61096020;SNV;Production de déchets non dangereux;2012;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";19 12 01;Papier et carton;148;t/an
00       61096020;SNV;Production de déchets non dangereux;2012;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";20 01 39;Matières plastiques;51;t/an
0005100049;SUEZ RR IWS Chemical France;Production de déchets non dangereux;2012;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;62;"";15 01 03;Emballages en bois;15.4;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);02;"";20 01 99;Autres fractions non spécifiées ailleurs.;4.12;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);02;"";20 03 01;Déchets municipaux en mélange;2.86;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;02;"";20 01 08;Déchets de cuisine et de cantine biodégradables;2;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;80;"";20 03 01;Déchets municipaux en mélange;11.7;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);02;"";03 03 08;Déchets provenant du tri de papier et de carton destinés au recyclage;5.02;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);02;"";15 01 01;Emballages en papier/carton;1.66;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);60;"";15 01 04;Emballages métalliques;0.17;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);80;"";15 01 06;Emballages en mélange;18.1;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);02;"";17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;27.2;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);02;"";17 04 01;Cuivre, bronze, laiton;1.14;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);02;"";17 08 02;Matériaux de construction à base de gypse autres que ceux visés à la rubrique 17 08 01.;0.48;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);02;"";17 09 04;Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.;2.56;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;"";12 01 01;Limaille et chutes de métaux ferreux;13700;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;"";12 01 03;Limaille et chutes de métaux non ferreux;2.08;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;"";17 04 05;Fer et acier;21.5;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;02;"";15 01 06;Emballages en mélange;30.7;t/an
0005100058;NLMK COATING S.A.;Production de déchets non dangereux;2012;R7 ;R7 Récupération des produits servant à capter les polluants;59;"";19 02 99;Déchets non spécifiés ailleurs.;39.4;t/an
0005100096;MATERNE;Production de déchets non dangereux;2012;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);80;"";02 03 04;Matières impropres à la consommation ou à la transformation;5270;t/an
