identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2010;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);85;"";10 02 02;Laitiers non traités;28;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2010;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);24;"";15 01 02;Emballages en matières plastiques;161.8;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2010;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);24;"";20 01 38;Bois autres que ceux visés à la rubrique 20 01 37;471.6;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2010;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);24;"";20 02 03;Autres déchets non biodégradables.;2196;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2010;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;33;"";17 04 02;Aluminium;30;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2010;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;33;"";20 01 40;Métaux;214.26;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2010;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;24;"";15 01 01;Emballages en papier/carton;650.8;t/an
00       87085001;REGIE MUNICIPALE DE L'ABATTOIR DE LIMOGES;Production de déchets non dangereux;2010;D10;D10 Incinération à terre;79;"";5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);11920;t/an
00       87085001;REGIE MUNICIPALE DE L'ABATTOIR DE LIMOGES;Production de déchets non dangereux;2010;D10;D10 Incinération à terre;79;"";6;Déchets animaux de la préparation des aliments et produits alimentaires;4120;t/an
00       87085001;REGIE MUNICIPALE DE L'ABATTOIR DE LIMOGES;Production de déchets non dangereux;2010;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;87;"";7;Fèces, urines et fumier animaux;6000;t/an
00       02307501;SARVAL SUD EST;Production de déchets non dangereux;2010;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);03;"";02 02 02;Déchets de tissus animaux;58000;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2010;D10;D10 Incinération à terre;03;"";2;Boues d'effluents industriels;1884;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2010;D10;D10 Incinération à terre;23;"";6;Déchets animaux de la préparation des aliments et produits alimentaires;14720;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2010;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;87;"";7;Fèces, urines et fumier animaux;2660;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2010;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);39;"";02 02 02;Déchets de tissus animaux;91.0;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2010;D10;D10 Incinération à terre;39;"";02 02 02;Déchets de tissus animaux;2100;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2010;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;39;"";02 02 02;Déchets de tissus animaux;38;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2010;D15;D15 Stockage préalablement à l'une des opérations numérotées D 1 à D 14 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);39;"";02 02 02;Déchets de tissus animaux;2160;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2010;D2 ;D2 Traitement en milieu terrestre (par exemple, biodégradation de déchets liquides ou de boues dans les sols, etc.);70;"";02 01 06;Fèces, urine et fumier (y compris paille souillée), effluents, collectés séparément et traités hors site;522;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2010;D7 ;D7 Immersion, y compris enfouissement dans le sous-sol marin;25;"";02 01 06;Fèces, urine et fumier (y compris paille souillée), effluents, collectés séparément et traités hors site;462;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2010;D7 ;D7 Immersion, y compris enfouissement dans le sous-sol marin;25;"";02 02 04;Boues provenant du traitement in situ des effluents;328;t/an
00       61001001;SELVI;Production de déchets non dangereux;2010;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;61;"";02 02 03;Matières impropres à la consommation ou à la transformation;4880;t/an
00       61001001;SELVI;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);35;"";02 02 02;Déchets de tissus animaux;828;t/an
00       61001001;SELVI;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);61;"";02 02 02;Déchets de tissus animaux;1432;t/an
00       61001001;SELVI;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);61;"";12 01 01;Limaille et chutes de métaux ferreux;11.24;t/an
00       61001001;SELVI;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);61;"";20 01 01;Papier et carton;12;t/an
00       29293010;S.F.V.;Production de déchets non dangereux;2010;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);29;"";6;Déchets animaux de la préparation des aliments et produits alimentaires;33760;t/an
00       29293010;S.F.V.;Production de déchets non dangereux;2010;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;29;"";3;Déchets soins médicaux ou vétérinaires et déchets biologiques;0.32;t/an
00       29293010;S.F.V.;Production de déchets non dangereux;2010;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;29;"";9;Déchets banals des entreprises;204;t/an
00       29293010;S.F.V.;Production de déchets non dangereux;2010;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;29;"";2;Boues d'effluents industriels;720;t/an
00       61096018;SNV;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);85;"";02 02 02;Déchets de tissus animaux;11652;t/an
00       61096018;SNV;Production de déchets non dangereux;2010;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";15 01 01;Emballages en papier/carton;140;t/an
00       61096018;SNV;Production de déchets non dangereux;2010;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";15 01 02;Emballages en matières plastiques;30;t/an
00       61096018;SNV;Production de déchets non dangereux;2010;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";15 01 03;Emballages en bois;48;t/an
00       61096018;SNV;Production de déchets non dangereux;2010;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";17 04 02;Aluminium;6;t/an
00       61096020;SNV;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);35;"";02 02 02;Déchets de tissus animaux;59200;t/an
00       61096020;SNV;Production de déchets non dangereux;2010;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";15 01 01;Emballages en papier/carton;214;t/an
00       61096020;SNV;Production de déchets non dangereux;2010;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";15 01 02;Emballages en matières plastiques;20;t/an
00       61096020;SNV;Production de déchets non dangereux;2010;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;61;"";17 04 02;Aluminium;16;t/an
00       40230001;SOVOL LANDES VOLAILLES;Production de déchets non dangereux;2010;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);47;"";02 02 02;Déchets de tissus animaux;4370;t/an
00       40230001;SOVOL LANDES VOLAILLES;Production de déchets non dangereux;2010;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);47;"";02 02 03;Matières impropres à la consommation ou à la transformation;334;t/an
00       40230001;SOVOL LANDES VOLAILLES;Production de déchets non dangereux;2010;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);40;"";02 02 04;Boues provenant du traitement in situ des effluents;564;t/an
0005100096;MATERNE;Production de déchets non dangereux;2010;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);02;"";19 08 01;Déchets de dégrillage;160;t/an
0005100096;MATERNE;Production de déchets non dangereux;2010;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);02;"";20 03 01;Déchets municipaux en mélange;2060;t/an
0005100096;MATERNE;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);80;"";02 03 04;Matières impropres à la consommation ou à la transformation;7720;t/an
0005100096;MATERNE;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);80;"";19 08 12;Boues provenant du traitement biologique des eaux usées industrielles autres que celles visées à la rubrique 19 08 11;2980;t/an
0005100096;MATERNE;Production de déchets non dangereux;2010;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;"";15 01 04;Emballages métalliques;272;t/an
0005100096;MATERNE;Production de déchets non dangereux;2010;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;02;"";15 01 01;Emballages en papier/carton;932;t/an
0005100096;MATERNE;Production de déchets non dangereux;2010;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;02;"";15 01 02;Emballages en matières plastiques;188;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;59;"";15 01 07;Emballages en verre;2;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;59;"";16 03 06;Déchets d'origine organique autres que ceux visés à la rubrique 16 03 05.;30;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;59;"";19 08 02;Déchets de dessablage;134.4;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;59;"";20 01 25;Huiles et matières grasses alimentaires;33.0;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;59;"";20 03 04;Boues de fosses septiques;67.6;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;59;"";15 01 06;Emballages en mélange;54.4;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;59;"";20 03 01;Déchets municipaux en mélange;320;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;59;"";20 03 07;Déchets encombrants;38.2;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);59;"";02 05 02;Boues provenant du traitement in situ des effluents;458;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);59;"";20 01 25;Huiles et matières grasses alimentaires;9.76;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);35;"";02 05 01;Matières impropres à la consommation ou à la transformation;2400;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);59;"";02 05 01;Matières impropres à la consommation ou à la transformation;876;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);62;"";02 05 01;Matières impropres à la consommation ou à la transformation;48;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);62;"";02 05 02;Boues provenant du traitement in situ des effluents;484;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);02;"";15 01 03;Emballages en bois;1098;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);35;"";20 01 25;Huiles et matières grasses alimentaires;31.4;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;"";15 01 04;Emballages métalliques;173.6;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;"";17 04 05;Fer et acier;446;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;"";17 04 07;Métaux en mélange;348;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2010;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;59;"";15 01 01;Emballages en papier/carton;750;t/an
