ANNEE;CODE NATIONAL STATION;NOM STATION;CAPACITE STATION EN EH;FLUX EN ENTREE DE STATION - DBO5;FLUX EN ENTREE DE STATION - DCO;FLUX EN ENTREE DE STATION - MES;FLUX EN ENTREE DE STATION - NGL;FLUX EN ENTREE DE STATION - PT;FLUX EN ENTREE DE STATION - METOX;FLUX EN ENTREE DE STATION - AOX;FLUX EN SORTIE DE STATION - DBO5;FLUX EN SORTIE DE STATION - DCO;FLUX EN SORTIE DE STATION - MES;FLUX EN SORTIE DE STATION - NGL;FLUX EN SORTIE DE STATION - PT;FLUX EN SORTIE DE STATION - METOX;FLUX EN SORTIE DE STATION - AOX;NOM COMMUNE IMPLANTATION STATION;NOM DEPARTEMENT IMPLANTATION STATION;NOM REGION IMPLANTATION STATION
2017;060901025003;STATION D'EPURATION DE BAGE-DOMMARTIN - ONJARD;500;21,449;42,642;30,569;5,166;;;;1,508;6,786;,754;7,64;;;;BAGE-DOMMARTIN;AIN;AUVERGNE-RHONE-ALPES;
2017;060901025004;STATION D'EPURATION DE BAGE-DOMMARTIN - TEPPES BICHES;290;1,409;4,091;1,955;1,088;;;;;;;,876;;;;BAGE-DOMMARTIN;AIN;AUVERGNE-RHONE-ALPES;
2017;060901026001;STATION D'EPURATION DE BAGE LE CHATEL;1100;26,557;98,184;45,381;6,834;;;;;4,403;,284;2,894;;;;BAGE LE CHATEL;AIN;AUVERGNE-RHONE-ALPES;
2017;060901033001;STATION D'EPURATION DE VALSERHONE BELLEGARDE VALSERIN;18000;881,154;2289,609;1355,146;;;;;28,635;143,247;37,286;;;;;VALSERHONE;AIN;AUVERGNE-RHONE-ALPES;
2017;060901034001;STATION D'EPURATION DE BELLEY - CHEF LIEU;18333;1009,59;2020,6;812,72;114,759;;;;13,683;107,634;39,068;15,678;;;;BELLEY;AIN;AUVERGNE-RHONE-ALPES;
2017;060901036001;STATION D'EPURATION DE VALROMEY SUR SERAN- MASSIGNIEU;566;10,203;25,339;10,259;5,254;;;;,4;2,343;,743;1,895;;;;VALROMEY-SUR-SERAN;AIN;AUVERGNE-RHONE-ALPES;
2017;060901037001;STATION D'EPURATION DE BENONCES;300;10,433;23,587;12,202;1,953;;;;,166;2,075;,29;2,118;;;;BENONCES;AIN;AUVERGNE-RHONE-ALPES;
2017;060901038001;STATION D'EPURATION DE BENY;300;6,584;15,292;7,23;1,784;;;;,324;2,7;,828;,728;;;;BENY;AIN;AUVERGNE-RHONE-ALPES;
2017;060901039003;STATION D'EPURATION DE BEON;670;13,259;40,242;27,661;3,267;;;;;;,127;1,893;;;;BEON;AIN;AUVERGNE-RHONE-ALPES;
2017;060901041001;STATION D'EPURATION DE BETTANT;900;15,688;32,19;9,842;4,982;;;;,74;2,738;,666;,579;;;;BETTANT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901043001;STATION D'EPURATION DE BEYNOST -ST MAURICE DE BEYNOST;10600;315,474;869,816;369,725;113,888;;;;6,719;33,256;11,95;14,794;;;;BEYNOST;AIN;AUVERGNE-RHONE-ALPES;
2017;060901045001;STATION D'EPURATION DE BIRIEUX;200;9,72;62,856;12,96;7,79;;;;1,89;12,042;2,754;1,779;;;;BIRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2017;060901046001;STATION D'EPURATION DE BIZIAT - CHEF LIEU;315;15,691;44,08;30,451;3,094;;;;1,077;5,994;2,669;1,864;;;;BIZIAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901046002;STATION D'EPURATION DE BIZIAT - RETISSINGE;400;4,152;15,799;6,605;1,799;;;;,648;5,688;3,168;1,205;;;;BIZIAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901052001;STATION D'EPURATION DE BOULIGNEUX;150;1,24;5,239;1,705;,539;;;;;,279;,049;,165;;;;BOULIGNEUX;AIN;AUVERGNE-RHONE-ALPES;
2017;060901054001;STATION D'EPURATION DE BOURG SAINT CHRISTOPHE;1990;43,822;120,239;38,512;16,874;;;;,533;6,901;1,031;1,675;;;;BOURG ST CHRISTOPHE;AIN;AUVERGNE-RHONE-ALPES;
2017;060901058002;STATION D'EPURATION DE BREGNIER CORDON-PETIT GLANDIEU;630;14,774;40,476;11,543;;;;;,758;9,696;2,121;;;;;BREGNIER CORDON;AIN;AUVERGNE-RHONE-ALPES;
2017;060901060002;STATION D'EPURATION DE BRENOD;1200;148,498;207,622;432,222;23,298;;;;,38;3,173;4,608;2,711;;;;BRENOD;AIN;AUVERGNE-RHONE-ALPES;
2017;060901062001;STATION D'EPURATION DE BRESSOLLES - CHEF LIEU;733;9,406;22,928;6,937;5,362;;;;1,411;8,113;1,881;4,221;;;;BRESSOLLES;AIN;AUVERGNE-RHONE-ALPES;
2017;060901064002;STATION D'EPURATION DE BRIORD;1900;41,986;146,224;53,374;;;;;1,243;12,43;2,286;;;;;BRIORD;AIN;AUVERGNE-RHONE-ALPES;
2017;060901065002;STATION D'EPURATION DE BUELLAS - CORGENON;600;8,632;28,552;9,877;3,425;;;;,182;1,204;,168;,234;;;;BUELLAS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901065003;STATION D'EPURATION DE BUELLAS - MONTCET;1800;60,155;213,1;101,065;30,297;;;;3,476;12,888;3,166;2,799;;;;BUELLAS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901067001;STATION D'EPURATION DE CEIGNES;730;26,122;85,509;54,709;16,411;;;;,24;6,984;,984;12,583;;;;CEIGNES;AIN;AUVERGNE-RHONE-ALPES;
2017;060901069002;STATION D'EPURATION DE CERTINES;4500;103,371;476,354;131,318;43,914;;;;2,764;14,238;4,036;5,362;;;;CERTINES;AIN;AUVERGNE-RHONE-ALPES;
2017;060901073002;STATION D'EPURATION DE CEYZERIEU - CHEF LIEU;600;8,303;44,007;23,249;11,583;;;;;;2,792;3,553;;;;CEYZERIEU;AIN;AUVERGNE-RHONE-ALPES;
2017;060901074002;STATION D'EPURATION DE CHALAMONT;2500;54,904;141,517;71,769;20,538;;;;1,104;12,965;1,09;2,419;;;;CHALAMONT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901075001;STATION D'EPURATION DE CHALEINS;1400;44,011;145,401;91,193;10,358;;;;,687;3,995;,753;12,478;;;;CHALEINS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901078002;STATION D'EPURATION DE CHALLEX;2000;46,828;146,608;72,778;12,676;;;;1,41;8,087;1,372;8,112;;;;CHALLEX;AIN;AUVERGNE-RHONE-ALPES;
2017;060901079001;STATION D'EPURATION DE CHAMPAGNE EN VALROMEY - C LIEU;700;31,202;87,501;52,704;5,421;;;;10,853;29,438;8,004;3,598;;;;CHAMPAGNE EN VALROMEY;AIN;AUVERGNE-RHONE-ALPES;
2017;060901080001;STATION D'EPURATION DE CHAMPDOR-CORCELLES - CHAMPDOR;700;22,49;57,574;24,739;2,769;;;;,066;,487;,105;,855;;;;CHAMPDOR-CORCELLES;AIN;AUVERGNE-RHONE-ALPES;
2017;060901081002;STATION D'EPURATION DE CHAMPFROMIER;1000;12,623;29,02;10,036;;;;;,364;2,82;,188;;;;;CHAMPFROMIER;AIN;AUVERGNE-RHONE-ALPES;
2017;060901082001;STATION D'EPURATION DE CHANAY - CHEF LIEU;1800;31,871;57,758;20,796;5,039;;;;,593;2,565;,794;,815;;;;CHANAY;AIN;AUVERGNE-RHONE-ALPES;
2017;060901083002;STATION D'EPURATION DE CHANEINS;1150;11,075;35,728;15,77;6,237;;;;,441;3,888;,565;3,147;;;;CHANEINS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901084001;STATION D'EPURATION DE CHANOZ CHATENAY;650;29,117;69,098;39,112;7,284;;;;1,646;63,561;2,622;1,562;;;;CHANOZ CHATENAY;AIN;AUVERGNE-RHONE-ALPES;
2017;060901085001;STATION D'EPURATION DE LA CHAPELLE DU CHATELARD;225;7,151;14,302;5,339;1,754;;;;,02;,405;,07;,179;;;;LA CHAPELLE DU CHATELARD;AIN;AUVERGNE-RHONE-ALPES;
2017;060901088001;STATION D'EPURATION DE CHARNOZ SUR AIN;1200;13,526;37,079;10,493;7,107;;;;,658;3,108;,207;4,099;;;;CHARNOZ SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2017;060901089002;STATION D'EPURATION DE AMBERIEU - CHATEAU GAILLARD;33300;859,103;2250,163;985,85;228,736;;;;17,793;94,533;29,347;26,742;;;;CHATEAU GAILLARD;AIN;AUVERGNE-RHONE-ALPES;
2017;060901090001;STATION D'EPURATION DE CHATENAY;225;2,236;5,168;1,985;,751;;;;,001;,002;,001;0;;;;CHATENAY;AIN;AUVERGNE-RHONE-ALPES;
2017;060901091002;STATION D'EPURATION DE VALSERHONE CHATILLON MICHAILLE;2250;26,286;71,297;35,639;7,638;;;;1,394;6,321;3,569;4,677;;;;VALSERHONE;AIN;AUVERGNE-RHONE-ALPES;
2017;060901092002;STATION D'EPURATION DE CHATILLON LA PALUD;1783;21,93;270,771;57,12;13,348;;;;,831;4,574;,593;7,89;;;;CHATILLON LA PALUD;AIN;AUVERGNE-RHONE-ALPES;
2017;060901093001;STATION D'EPURATION DE CHATILLON SUR CHALARONNE;5400;234,883;639,508;407,716;64,356;;;;13,861;62,33;27,355;25,612;;;;CHATILLON SUR CHALARONNE;AIN;AUVERGNE-RHONE-ALPES;
2017;060901095002;STATION D'EPURATION DE NIVIGNE ET SURAN - CHAVANNES;500;8,286;22,922;9,235;3,151;;;;,423;2,501;,528;1,035;;;;NIVIGNE-ET-SURAN;AIN;AUVERGNE-RHONE-ALPES;
2017;060901096004;STATION D'EPURATION DE CHAVEYRIAT - CHEF LIEU;600;14,556;38,294;20,596;4,483;;;;;;,181;2,544;;;;CHAVEYRIAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901098004;STATION D'EPURATION DE CHAZEY BONS - ROTHONOD;190;6,532;22,815;7,372;1,642;;;;,026;,259;,017;,122;;;;CHAZEY BONS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901098005;STATION D'EPURATION DE CHAZEY BONS - CHEF LIEU;1200;24,235;87,329;50,138;16,363;;;;,964;9,633;1,031;11,008;;;;CHAZEY BONS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901098006;STATION D'EPURATION DE CHAZEY BONS - CRESSIEU;250;13,514;24,646;20,335;3,449;;;;,193;1,931;,399;4,254;;;;CHAZEY BONS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901099001;STATION D'EPURATION DE CHAZEY SUR AIN - CHEF LIEU;945;19,09;28,635;19,92;5,001;;;;,498;3,486;,432;,476;;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2017;060901099004;STATION D'EPURATION DE CHAZEY SUR AIN - L'HOPITAL;350;8,64;16,08;9,312;2,766;;;;,336;3,24;,84;1,185;;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2017;060901099005;STATION D'EPURATION DE CHAZEY SUR AIN -PARC DU CHEVAL;;1,362;3,541;,978;,601;;;;,019;,21;,015;,615;;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2017;060901102003;STATION D'EPURATION DE CHEVROUX - CHEF LIEU;500;10,982;33,933;14,854;4,225;;;;;;,123;2,809;;;;CHEVROUX;AIN;AUVERGNE-RHONE-ALPES;
2017;060901104001;STATION D'EPURATION DE CHEZERY FORENS;1350;21,687;55,665;21,54;;;;;,063;,648;,242;,191;;;;CHEZERY FORENS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901105001;STATION D'EPURATION DE CIVRIEUX;1500;62,28;176,001;67,158;94,739;;;;,864;13,188;4,076;7,004;;;;CIVRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2017;060901105002;STATION D'EPURATION DE CIVRIEUX - FAGNE;1000;1,392;5,6;2,08;1,498;;;;,128;1,216;,133;2,405;;;;CIVRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2017;060901108002;STATION D'EPURATION DE COLIGNY;1900;39,488;102,958;66,843;7,602;;;;,749;6,135;,479;1,881;;;;COLIGNY;AIN;AUVERGNE-RHONE-ALPES;
2017;060901109001;STATION D'EPURATION DE COLLONGES;2000;34,77;83,721;44,02;;;;;,828;8,454;2,005;5,114;;;;COLLONGES;AIN;AUVERGNE-RHONE-ALPES;
2017;060901113001;STATION D'EPURATION DE CONDEISSIAT;700;11,355;28,328;11,946;3,751;;;;;10,839;2,601;1,697;;;;CONDEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901114002;STATION D'EPURATION DE CONFORT - MENTHIERES;1167;1,376;5,225;2,354;,764;;;;;,504;,067;,092;;;;CONFORT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901118001;STATION D'EPURATION DE CORBONOD;542;3,145;9,543;3,118;1,739;;;;,726;3,737;1,21;1,076;;;;CORBONOD;AIN;AUVERGNE-RHONE-ALPES;
2017;060901119001;STATION D'EPURATION DE CHAMPDOR-CORCELLES - CORCELLES;450;6,127;13,747;5,585;1,481;;;;,113;,837;;,595;;;;CHAMPDOR-CORCELLES;AIN;AUVERGNE-RHONE-ALPES;
2017;060901122002;STATION D'EPURATION DE PLATEAU HAUTEVILLE CORMARANCHE;1100;20,498;49,155;25,131;5,597;;;;;;;2,97;;;;PLATEAU D'HAUTEVILLE;AIN;AUVERGNE-RHONE-ALPES;
2017;060901123001;STATION D'EPURATION DE CORMORANCHE SUR SAONE;1800;28,693;80,826;39,844;10,056;;;;,475;5,463;,441;1,136;;;;CORMORANCHE SUR SAONE;AIN;AUVERGNE-RHONE-ALPES;
2017;060901124001;STATION D'EPURATION DE CORMOZ;225;7,921;16,832;12,707;1,852;;;;1,589;11,466;6,357;2,928;;;;CORMOZ;AIN;AUVERGNE-RHONE-ALPES;
2017;060901125001;STATION D'EPURATION DE CORVEISSIAT - ARNANS;130;6,405;11,995;5,435;1,37;;;;;,291;;,083;;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901125002;STATION D'EPURATION DE CORVEISSIAT-ST MAURICE ECHAZEA;90;7,764;13,412;3,494;,788;;;;,194;1,514;,485;,391;;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901125003;STATION D'EPURATION DE CORVEISSIAT - CUVERGNAT;100;,33;,728;,472;,096;;;;;,077;,039;,037;;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901128001;STATION D'EPURATION DE COURTES;250;2,408;7,25;2,043;1,086;;;;,372;2,11;,67;,209;;;;COURTES;AIN;AUVERGNE-RHONE-ALPES;
2017;060901130802;STATION D'EPURATION DE BRESSE VALLONS CRAS/REYSSOUZE;1500;21,744;48,854;24,349;7,02;;;;1,41;7,329;1,733;3,972;;;;BRESSE VALLONS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901134002;STATION D'EPURATION DE CROTTET - ORMETS;2700;49,871;160,153;93,896;18,67;;;;,848;4,096;,677;2,079;;;;CROTTET;AIN;AUVERGNE-RHONE-ALPES;
2017;060901134003;STATION D'EPURATION DE CROTTET - ZA FONTAINE;250;5,212;11,32;8,848;1,462;;;;;,679;,194;,239;;;;CROTTET;AIN;AUVERGNE-RHONE-ALPES;
2017;060901136002;STATION D'EPURATION DE CRUZILLES MEPILLAT;600;9,672;24,128;11,96;4,837;;;;;;,077;1,614;;;;CRUZILLES LES MEPILLAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901138001;STATION D'EPURATION DE CULOZ - CHEF LIEU;4666;141,419;348,947;201,45;30,04;;;;2,619;20,363;4,442;2,777;;;;CULOZ;AIN;AUVERGNE-RHONE-ALPES;
2017;060901139001;STATION D'EPURATION DE CURCIAT DONGALON;270;7,645;29,584;18,614;1,855;;;;,553;5,165;3,044;2,227;;;;CURCIAT DONGALON;AIN;AUVERGNE-RHONE-ALPES;
2017;060901140001;STATION D'EPURATION DE CURTAFOND - CHEF LIEU;700;16,105;46,759;21,95;5,871;;;;,374;3,745;,499;2,47;;;;CURTAFOND;AIN;AUVERGNE-RHONE-ALPES;
2017;060901141001;STATION D'EPURATION DE CUZIEU;270;9,127;46,116;16,813;4,492;;;;2,402;15,853;2,354;2,738;;;;CUZIEU;AIN;AUVERGNE-RHONE-ALPES;
2017;060901143001;STATION D'EPURATION DE DIVONNE LES BAINS;15000;481,822;1405,698;711,376;142,421;;;;33,1;76,49;26,603;24,352;;;;DIVONNE LES BAINS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901144003;STATION D'EPURATION DE BAGE-DOMMARTIN - DOMMARTIN;450;8,209;22,342;9,565;2,592;;;;;,83;,464;1,248;;;;BAGE-DOMMARTIN;AIN;AUVERGNE-RHONE-ALPES;
2017;060901145002;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - CHF LIEU;900;43,337;116,264;38,853;15,932;;;;,925;9,854;2,141;2,726;;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2017;060901148001;STATION D'EPURATION DE DORTAN;9000;101,939;258,533;134,599;30,674;;;;1,479;10,343;4,046;7,272;;;;DORTAN;AIN;AUVERGNE-RHONE-ALPES;
2017;060901150001;STATION D'EPURATION DE DROM;400;14,901;24,542;6,188;1,773;;;;1,332;4,383;,999;1,04;;;;DROM;AIN;AUVERGNE-RHONE-ALPES;
2017;060901151001;STATION D'EPURATION DE DRUILLAT - CHEF LIEU;500;7,56;16,812;6,192;2,227;;;;,288;2,34;,288;,945;;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901151003;STATION D'EPURATION DE DRUILLAT - TURGON;400;18,5;61,42;12,728;7,002;;;;,592;4,514;2,257;,931;;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901151005;STATION D'EPURATION DE DRUILLAT - LA  RUAZ;185;3,084;25,94;5,986;2,949;;;;,544;7,619;1,197;2,493;;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901152001;STATION D'EPURATION DE ECHALLON;1780;;;;;;;;;;;;;;;ECHALLON;AIN;AUVERGNE-RHONE-ALPES;
2017;060901152101;STATION D'EPURATION DE ECHALLON;1780;;;;;;;;;;;;;;;ECHALLON;AIN;AUVERGNE-RHONE-ALPES;
2017;060901156001;STATION D'EPURATION DE FARAMANS;700;12,879;30,625;8,665;5,616;;;;,484;2,992;1,32;,524;;;;FARAMANS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901157001;STATION D'EPURATION DE FAREINS;1800;48,585;173,31;73,716;16,791;;;;3,755;33,025;9,752;14,22;;;;FAREINS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901157003;STATION D'EPURATION DE FAREINS - ZA MONTFRAY;750;,33;,969;,246;;;;;,009;,141;,014;;;;;FAREINS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901158001;STATION D'EPURATION DE FARGES;533;16,05;52,537;18,19;;;;;;2,568;,813;3,754;;;;FARGES;AIN;AUVERGNE-RHONE-ALPES;
2017;060901159001;STATION D'EPURATION DE FEILLENS;12000;204,983;608,516;350,117;76,687;;;;11,471;61,124;21,384;10,814;;;;FEILLENS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901162001;STATION D'EPURATION DE FLAXIEU;300;13,588;25,602;20,162;1,005;;;;;,099;,012;,056;;;;FLAXIEU;AIN;AUVERGNE-RHONE-ALPES;
2017;060901163002;STATION D'EPURATION DE FOISSIAT;1900;104,234;210,254;300,869;15,243;;;;,732;7,706;1,032;,554;;;;FOISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901165002;STATION D'EPURATION DE FRANCHELEINS;1000;24,825;82,438;49,971;8,046;;;;;1,427;,239;4,55;;;;FRANCHELEINS ;AIN;AUVERGNE-RHONE-ALPES;
2017;060901167002;STATION D'EPURATION DE GARNERANS - MONTGOIN;380;28,665;73,75;52,877;3,635;;;;;1,198;2,662;,558;;;;GARNERANS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901167003;STATION D'EPURATION DE GARNERANS - CHEF LIEU;600;13,8;41,584;7,36;5,851;;;;;1,656;;1,5;;;;GARNERANS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901170002;STATION D'EPURATION DE NANTUA - GEOVREISSIAT;24000;462,287;1008,07;510,837;103,858;;;;13,165;44,152;14,688;8,573;;;;BEARD-GEOVREISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901174001;STATION D'EPURATION DE GIRON;700;,763;2,199;,883;,543;;;;1,107;2,723;,778;,671;;;;GIRON;AIN;AUVERGNE-RHONE-ALPES;
2017;060901176001;STATION D'EPURATION DE HAUT-VALROMEY GRAND-ABERGEMENT;900;7,144;28,538;27,824;1,083;;;;,639;1,936;,489;,55;;;;HAUT-VALROMEY ;AIN;AUVERGNE-RHONE-ALPES;
2017;060901181001;STATION D'EPURATION DE GROISSIAT - OYONNAX;57000;1876,608;4715,981;2348,629;457,043;;3,064;1,533;25,008;266,817;76,92;37,963;;1,172;,411;GROISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901182001;STATION D'EPURATION DE GROSLEE-ST BENOIT - GROSLEE;250;5,613;14,137;7,68;1,496;;;;,084;,844;,084;,912;;;;GROSLEE-SAINT-BENOIT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901183002;STATION D'EPURATION DE GUEREINS;3000;62,003;195,263;79,1;26,624;;;;1,081;10,531;2,176;6,006;;;;GUEREINS;AIN;AUVERGNE-RHONE-ALPES;
2017;060901184007;STATION D'EPURATION DE HAUTECOURT ROMANECHE CHEF LIEU;700;5,316;14,895;7,752;2,615;;;;;;,108;1,97;;;;HAUTECOURT ROMANECHE;AIN;AUVERGNE-RHONE-ALPES;
2017;060901185001;STATION D'EPURATION DE PLATEAU D'HAUTEVILLE - LOMPNES;8000;113,105;282,816;138,943;36,838;;;;3,15;17,34;7,112;4,658;;;;PLATEAU D'HAUTEVILLE;AIN;AUVERGNE-RHONE-ALPES;
2017;060901187001;STATION D'EPURATION DE HAUT-VALROMEY - HOTONNES;2300;177;409,718;162,899;16,623;;;;1,203;10,293;6,332;1,308;;;;HAUT-VALROMEY ;AIN;AUVERGNE-RHONE-ALPES;
2017;060901188001;STATION D'EPURATION DE ILLIAT;500;4,672;17,6;6,4;3,251;;;;;;,128;1,894;;;;ILLIAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901192002;STATION D'EPURATION DE IZERNORE - CHEF LIEU;2500;71,387;185,56;80,429;25,195;;;;5,021;41,794;30,402;8,332;;;;IZERNORE;AIN;AUVERGNE-RHONE-ALPES;
2017;060901192003;STATION D'EPURATION DE IZERNORE - PERRIGNAT;500;,766;3,282;1,333;,485;;;;,008;,17;,071;,036;;;;IZERNORE;AIN;AUVERGNE-RHONE-ALPES;
2017;060901194002;STATION D'EPURATION DE JASSANS RIOTTIER;11250;436,018;1077,173;455,224;114,338;;;;62,086;64,763;7,871;13,472;;;;JASSANS RIOTTIER;AIN;AUVERGNE-RHONE-ALPES;
2017;060901195001;STATION D'EPURATION DE JASSERON;2550;34,075;98,277;43,771;12,093;;;;1,137;8,946;1,014;2,569;;;;JASSERON;AIN;AUVERGNE-RHONE-ALPES;
2017;060901196002;STATION D'EPURATION DE MONTREVEL - JAYAT;6000;100,291;319,407;183,482;38,594;;;;6,312;15,784;2,845;3,687;;;;JAYAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901196003;STATION D'EPURATION DE JAYAT;1200;7,947;35,854;21,335;5,733;;;;,328;2,175;,223;2,117;;;;JAYAT;AIN;AUVERGNE-RHONE-ALPES;
2017;060901198001;STATION D'EPURATION DE JOYEUX;225;4,99;11,468;4,49;1,021;;;;,036;,882;,333;,168;;;;JOYEUX;AIN;AUVERGNE-RHONE-ALPES;
2017;060901199001;STATION D'EPURATION DE JUJURIEUX - CHEF LIEU;3200;47,215;119,812;55,23;15,994;;;;1,964;13,377;1,31;3,357;;;;JUJURIEUX;AIN;AUVERGNE-RHONE-ALPES;
2017;060901206001;STATION D'EPURATION DE LANTENAY - LE TREMBLAY;60;4,555;9,37;4,209;2,159;;;;,058;1,026;,337;1,269;;;;LANTENAY;AIN;AUVERGNE-RHONE-ALPES;
