type_rj;code_rj;libelle;insee_commune;nom_commune;x_rj;y_rj;milieu_recepteur;derniere_annee;code_step;nom_step;nature_reseau;capacite;traitement_principal;debit_nominal_tps_sec;debit_nominal_tps_pluie;charge_nominale_dbo5;charge_nominale_dco;charge_nominale_mes;insee_commune_step;nom_commune_step;code_mo;siret_mo;nom_mo;x_step;y_step
RJ;0581002V0011;AIGUEFONDE;81002;Aiguefonde;644805;6266520;R;;0581002V001;AIGUEFONDE;Separatif;500;Secondaire bio (Ntk);75;;;;;81002;Aiguefonde;81021001B;2.00E+13;SYNDICAT MIXTE DES VALLEES DE L'ARNETTE ET DU THORE;644809;6266510
RJ;0581002V0021;AIGUEFONDE (HAMEAU PUECH GUILHEM);81002;Aiguefonde;644256;6266860;R;;0581002V002;AIGUEFONDE (HAMEAU PUECH GUILHEM);Separatif;60;Secondaire bio (Ntk);6;;;;;81002;Aiguefonde;81021001B;2.00E+13;SYNDICAT MIXTE DES VALLEES DE L'ARNETTE ET DU THORE;644354;6266850
RJ;0509002V0021;AIGUES VIVES;9002;Aigues-Vives;608830;6211920;R;;0509002V002;AIGUES VIVES;Separatif;750;Secondaire bio (Ntk);112;;;;;9002;Aigues-Vives;09272001A;2.51E+13;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;608850;6211910
RJ;0547004V0031;AIGUILLON (CAEER);47004;Aiguillon;487780;6359890;R;;0547004V003;AIGUILLON (CAEER);Unitaire;4666;Secondaire bio (Ntk);625;;;;;47004;Aiguillon;47001006A;2.55E+13;SYNDICAT EAU47 ;487731;6359770
RJ;0533002V0021;AILLAS;33002;Aillas;456030;6379740;R;;0533002V002;AILLAS;Separatif;450;Secondaire bio (Ntk);68;;;;;33002;Aillas;33352012B;2.00E+13;SIAEPA BASSANNE-DROPT-GARONNE ;456118;6379800
RJ;0564011V0011;AINCILLE;64011;Aincille;358199;6236480;R;;0564011V001;AINCILLE;Separatif;120;Secondaire bio (Ntk);18;18;;;;64011;Aincille;64102054A;2.00E+13;CA DU PAYS BASQUE ;358199;6236480
RJ;0564014V0041;AINHOA (BOURG 2);64014;Ainhoa;334675;6255520;R;;0564014V004;AINHOA (BOURG 2);Separatif;1000;Secondaire bio (Ntk);195;;;;;64014;Ainhoa;64102054A;2.00E+13;CA DU PAYS BASQUE ;334715;6255550
RJ;0564014V0051;AINHOA DANCHARIA;64014;Ainhoa;334350;6254350;R;;0564014V005;AINHOA DANCHARIA;Separatif;2500;Secondaire bio (Ntk, Ngl et Pt phy-chi);375;;;;;64014;Ainhoa;64102054A;2.00E+13;CA DU PAYS BASQUE ;334380;6254530
RJ;0531161V0011;AIRE A61-TOULOUSE-SUD-SUD;31161;Deyme;582498;6266110;F;;0531161V001;AIRE A61-TOULOUSE-SUD-SUD;;400;Primaire bio simple (Decanteur Digesteur;74;;;;;31161;Deyme;47201103A;5.72E+13;AUTOROUTE SUD DE FRANCE ;582530;6266090
RJ;0540001V0031;AIRE SUR L ADOUR;40001;Aire-sur-l'Adour;436408;6295620;R;;0540001V003;AIRE SUR L ADOUR;Separatif;12000;Secondaire bio (Ntk);1850;;;;;40001;Aire-sur-l'Adour;40192605B;2.54E+13;SYNDICAT MIXTE DEPARTEMENTAL D'EQUIPEMENT DES COMMUNES DES LANDES;436308;6295520
RJ;0524004V0011;AJAT (BOURG);24004;Ajat;544299;6452930;F;;0524004V001;AJAT (BOURG);Separatif;70;Secondaire bio (Ntk);11;;;;;24004;Ajat;24547046A;2.00E+13;COMMUNAUTE DE COMMUNES DU TERRASSONNAIS EN PERIGORD NOIR THENON HAUTEFORT;544268;6452900
RJ;0581003V0011;ALBAN;81003;Alban;656980;6310220;R;;0581003V001;ALBAN;Mixte;800;Secondaire bio (Ntk);160;;;;;81003;Alban;81003000A;2.18E+13;COMMUNE D'ALBAN ;656965;6310220
RJ;0548001V0011;ALBARET LE COMTAL (ANDES);48001;Albaret-le-Comtal;713044;6418600;R;;0548001V001;ALBARET LE COMTAL (ANDES);Separatif;40;Secondaire bio (Ntk);6;;;;;48001;Albaret-le-Comtal;48001000A;2.15E+13;COMMUNE D'ALBARET LE COMTAL ;713091;6418660
RJ;0548002V0051;ALBARET STE MARIE (LA GARDE);48002;Albaret-Sainte-Marie;719785;6421080;R;;0548002V005;ALBARET STE MARIE (LA GARDE);Mixte;600;Secondaire bio (Ntk);90;;;;;48002;Albaret-Sainte-Marie;48002000A;2.15E+13;COMMUNE D'ALBARET SAINTE MARIE ;719806;6420960
RJ;0548002V0031;ALBARET STE MARIE (LA ROCHE);48002;Albaret-Sainte-Marie;719196;6422080;R;;0548002V003;ALBARET STE MARIE (LA ROCHE);Mixte;100;Secondaire bio (Ntk);15;;;;;48002;Albaret-Sainte-Marie;48002000A;2.15E+13;COMMUNE D'ALBARET SAINTE MARIE ;719199;6422100
RJ;0548002V0061;ALBARET-SAINTE-MARIE (AIRE DE LA LOZERE);48002;Albaret-Sainte-Marie;721254;6421420;R;;0548002V006;ALBARET-SAINTE-MARIE (AIRE DE LA LOZERE);Separatif;3300;Secondaire bio (Ntk, Ngl et Pt phy-chi);397;;;;;48002;Albaret-Sainte-Marie;48002000A;2.15E+13;COMMUNE D'ALBARET SAINTE MARIE ;720881;6420860
RJ;0548002V0071;ALBARET-SAINTE-MARIE (ORFEUILLE);48002;Albaret-Sainte-Marie;721938;6418850;F;;0548002V007;ALBARET-SAINTE-MARIE (ORFEUILLE);Separatif;120;Secondaire bio (Ntk);18;;;;;48002;Albaret-Sainte-Marie;48002000A;2.15E+13;COMMUNE D'ALBARET SAINTE MARIE ;721110;6418900
RJ;0546001V0011;ALBAS (RIVIERE HAUTE);46001;Albas;560447;6376400;R;;0546001V001;ALBAS (RIVIERE HAUTE);Separatif;200;Secondaire bio (Ntk);30;;;;;46001;Albas;46231001D;2.00E+13;SYNDICAT AQUARESO ;560470;6376390
RJ;0582001V0011;ALBEFEUILLE LAGARDE;82001;Albefeuille-Lagarde;562465;6330850;R;;0582001V001;ALBEFEUILLE LAGARDE;Separatif;300;Secondaire bio (Ntk);60;;;;;82001;Albefeuille-Lagarde;82033001B;2.00E+13;SYNDICAT MIXTE EAUX CONFLUENCES ;562400;6330780
RJ;0581004V0031;ALBI (CHENIL RANTEIL);81004;Albi;631352;6311610;R;;0581004V003;ALBI (CHENIL RANTEIL);Separatif;80;Secondaire bio (Ntk);16;;;;;81004;Albi;81004000A;2.18E+13;COMMUNE D'ALBI ;631310;6311580
RJ;0581004V0011;ALBI (LYCEE FONLABOUR);81004;Albi;627979;6313960;R;;0581004V001;ALBI (LYCEE FONLABOUR);Separatif;700;Secondaire bio (Ntk);105;;;;;81004;Albi;81004086A;1.30E+13;DIRECTION DEPARTEMENTALE DES TERRITOIRES DU TARN;627896;6313860
RJ;0581004V0041;ALBI (ZAC FONLABOUR);81004;Albi;627373;6313890;R;;0581004V004;ALBI (ZAC FONLABOUR);Separatif;100;Secondaire bio (Ntk);40;;;;;81004;Albi;81257003A;2.48E+13;COMMUNAUTE D'AGGLOMERATION DE L'ALBIGEOIS C2A;627426;6313880
RJ;0581004V0051;ALBI-INTERCOMMUNALE-C2A-;81004;Albi;630361;6315430;R;;0581004V005;ALBI-INTERCOMMUNALE-C2A-;Mixte;90000;Secondaire bio (Ntk, Ngl et Pt bio);16200;17837;;;;81004;Albi;81257003A;2.48E+13;COMMUNAUTE D'AGGLOMERATION DE L'ALBIGEOIS C2A;630559;6315330
RJ;0582002V0031;ALBIAS (COMMUNALE);82039;Cayrac;575714;6334020;R;;0582002V003;ALBIAS (COMMUNALE);Mixte;1900;Secondaire bio (Ntk et Ngl);380;;;;;82002;Albias;82134062A;2.00E+13;COMMUNAUTE DE COMMUNES QUERCY VERT-AVEYRON;575525;6334020
RJ;0519003V0011;ALBIGNAC (BOURG);19003;Albignac;595908;6449600;R;;0519003V001;ALBIGNAC (BOURG);Separatif;60;Secondaire bio (Ntk);7;;;;;19003;Albignac;19003000A;2.12E+13;COMMUNE D'ALBIGNAC ;595952;6449600
RJ;0519004V0021;ALBUSSAC (LAGUNAGE);19004;Albussac;608549;6449850;R;;0519004V002;ALBUSSAC (LAGUNAGE);Mixte;100;Secondaire bio (Ntk);15;;;;;19004;Albussac;19004000A;2.12E+13;COMMUNE D'ALBUSSAC ;608483;6449770
RJ;0519004V0031;ALBUSSAC (LES QUATRES ROUTES);19004;Albussac;604655;6449320;R;;0519004V003;ALBUSSAC (LES QUATRES ROUTES);Separatif;210;Secondaire bio (Ntk);32;;;;;19004;Albussac;19004000A;2.12E+13;COMMUNE D'ALBUSSAC ;604665;6449300
RJ;0564015V0011;ALCAY (BOURG);64015;Alçay-Alçabehety-Sunharette;381940;6229660;R;;0564015V001;ALCAY (BOURG);Separatif;120;Primaire bio simple (Decanteur Digesteur;18;18;;;;64015;Alçay-Alçabehety-Sunharette;64102054A;2.00E+13;CA DU PAYS BASQUE ;381801;6229590
RJ;0564016V0021;ALDUDES 2;64016;Aldudes;339344;6232390;R;;0564016V002;ALDUDES 2;;300;Primaire bio simple (Decanteur Digesteur;45;;;;;64016;Aldudes;64102054A;2.00E+13;CA DU PAYS BASQUE ;339323;6232350
RJ;0524006V0011;ALLAS LES MINES (BOURG);24006;Allas-les-Mines;547925;6417530;F;;0524006V001;ALLAS LES MINES (BOURG);Separatif;235;Secondaire bio (Ntk);34;;;;;24006;Allas-les-Mines;24396011B;2.00E+13;COMMUNAUTE DE COMMUNES VALLEE DE LA DORDOGNE ET FORET BESSEDE;547920;6417450
RJ;0524006V0021;ALLAS LES MINES (ENVAUX);24006;Allas-les-Mines;549110;6416060;F;;0524006V002;ALLAS LES MINES (ENVAUX);Separatif;75;Secondaire bio (Ntk);11;;;;;24006;Allas-les-Mines;24396011B;2.00E+13;COMMUNAUTE DE COMMUNES VALLEE DE LA DORDOGNE ET FORET BESSEDE;549120;6416050
RJ;0519005V0011;ALLASSAC;19005;Allassac;579293;6462080;R;;0519005V001;ALLASSAC;Mixte;6200;Secondaire bio (Ntk);790;;;;;19005;Allassac;19031176A;2.00E+13;COMMUNAUTE D'AGGLOMERATION BASSIN DE BRIVE;579342;6462060
RJ;0519005V0031;ALLASSAC (VARETZ Le Burg, St Laurent, Le Rioulet);19005;Allassac;576867;6458980;R;;0519005V003;ALLASSAC (VARETZ Le Burg, St Laurent, Le Rioulet);Separatif;350;Secondaire bio (Ntk);53;;;;;19005;Allassac;19031176A;2.00E+13;COMMUNAUTE D'AGGLOMERATION BASSIN DE BRIVE;576873;6459020
RJ;0547005V0011;ALLEMANS DU DROPT;47005;Allemans-du-Dropt;484955;6396170;R;;0547005V001;ALLEMANS DU DROPT;Separatif;500;Secondaire bio (Ntk);75;;;;;47005;Allemans-du-Dropt;47001006A;2.55E+13;SYNDICAT EAU47 ;484990;6396210
RJ;0548003V0011;ALLENC (BEYRAC);48003;Allenc;753730;6383890;R;;0548003V001;ALLENC (BEYRAC);Mixte;70;Secondaire bio (Ntk);10;;;;;48003;Allenc;48003000A;2.15E+13;COMMUNE D'ALLENC ;751085;6383700
RJ;0548003V0041;ALLENC (Bourg);48003;Allenc;752588;6382460;R;;0548003V004;ALLENC (Bourg);Separatif;120;Secondaire bio (Ntk);18;;;;;48003;Allenc;48003000A;2.15E+13;COMMUNE D'ALLENC ;752611;6382400
RJ;0548003V0051;ALLENC (Larzalier);48003;Allenc;754469;6385250;F;;0548003V005;ALLENC (Larzalier);;50;Secondaire bio (Ntk);7;;;;;48003;Allenc;48003000A;2.15E+13;COMMUNE D'ALLENC ;754485;6385260
RJ;0548003V0031;ALLENC (Le Mazel);48003;Allenc;753811;6383080;R;;0548003V003;ALLENC (Le Mazel);Separatif;80;Secondaire bio (Ntk);11;;;;;48003;Allenc;48003000A;2.15E+13;COMMUNE D'ALLENC ;753823;6383120
RJ;0548003V0021;ALLENC (SALELLES);48003;Allenc;750371;6381680;R;;0548003V002;ALLENC (SALELLES);Separatif;50;Secondaire bio (Ntk);7;;;;;48003;Allenc;48003000A;2.15E+13;COMMUNE D'ALLENC ;750341;6381690
RJ;0509006V0011;ALLIAT;9006;Alliat;584394;6191960;R;;0509006V001;ALLIAT;Mixte;100;Secondaire bio (Ntk);15;;;;;9006;Alliat;09272001A;2.51E+13;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;584395;6191950
RJ;0516007V0011;ALLOUE;16007;Alloue;506935;6550290;R;;0516007V001;ALLOUE;;200;Secondaire bio (Ntk);40;;;;;16007;Alloue;16007000A;2.12E+13;COMMUNE D'ALLOUE ;506940;6550350
RJ;0515003V0031;ALLY (BOURG);15003;Ally;646097;6453510;R;;0515003V003;ALLY (BOURG);Mixte;510;Secondaire bio (Ntk);77;;;;;15003;Ally;15219001A;2.42E+13;COMMUNAUTE DE COMMUNES DU PAYS DE SALERS ;646054;6453520
RJ;0515003V0011;ALLY (PUY SOUTRO);15003;Ally;646945;6450280;F;;0515003V001;ALLY (PUY SOUTRO);Mixte;15;Secondaire bio (Ntk);2;;;;;15003;Ally;15219001A;2.42E+13;COMMUNAUTE DE COMMUNES DU PAYS DE SALERS ;646971;6450270
RJ;0512004V0011;ALMONT LES JUNIES;12004;Almont-les-Junies;643668;6389620;R;;0512004V001;ALMON LES JUNIES;Separatif;250;Secondaire bio (Ntk);65;;;;;12004;Almont-les-Junies;12089309A;2.00E+13;DECAZEVILLE COMMUNAUTE ;643714;6389630
RJ;0512004V0031;ALMONT LES JUNIES (HAMEAU DE LAVAL);12004;Almont-les-Junies;643623;6388020;F;;0512004V003;ALMONT LES JUNIES (HAMEAU DE LAVAL);;50;Secondaire bio (Ntk);7;;;;;12004;Almont-les-Junies;12089309A;2.00E+13;DECAZEVILLE COMMUNAUTE ;643630;6388040
RJ;0512004V0021;ALMONT LES JUNIES (ROUTE DE FLAGNAC);12004;Almont-les-Junies;643392;6389690;F;;0512004V002;ALMONT LES JUNIES (ROUTE DE FLAGNAC);;40;Secondaire bio (Ntk);5;;;;;12004;Almont-les-Junies;12089309A;2.00E+13;DECAZEVILLE COMMUNAUTE ;643398;6389720
RJ;0581007V0011;ALOS (BOURG);81007;Alos;609638;6325680;R;;0581007V001;ALOS (BOURG);;40;Primaire bio simple (Decanteur Digesteur;6;;;;;81007;Alos;81007000A;2.18E+13;COMMUNE D'ALOS ;609738;6325240
RJ;0564017V0031;ALOS SIBAS ABENSE (bourg);64537;Trois-Villes;384219;6232860;R;;0564017V003;ALOS SIBAS ABENSE (bourg);Unitaire;450;Secondaire bio (Ntk);67;;;;;64017;Alos-Sibas-Abense;64102054A;2.00E+13;CA DU PAYS BASQUE ;384313;6232900
RJ;0512005V0011;ALPUECH (Bourg);12223;Argences en Aubrac;687518;6406900;R;;0512005V001;ALPUECH (Bourg);Separatif;110;Secondaire bio (Ntk);16;;;;;12223;Argences en Aubrac;12223007A;2.00E+13;COMMUNE DE ARGENCES EN AUBRAC ;687529;6406930
RJ;0512006V0011;ALRANCE (BOURG);12006;Alrance;674481;6336350;R;;0512006V001;ALRANCE (BOURG);;200;Secondaire bio (Ntk);30;;;;;12006;Alrance;12006000A;2.11E+13;COMMUNE D'ALRANCE ;674332;6336400
RJ;0512006V0031;ALRANCE (La Capelle Farcel);12006;Alrance;672472;6338300;F;;0512006V003;ALRANCE (La Capelle Farcel);Separatif;70;Secondaire bio (Ntk);12;12;;;;12006;Alrance;12006000A;2.11E+13;COMMUNE D'ALRANCE ;672436;6338300
RJ;0512006V0021;ALRANCE (MAS VIALA);12006;Alrance;674117;6340090;F;;0512006V002;ALRANCE (MAS VIALA);Separatif;40;Secondaire bio (Ntk);6;;;;;12006;Alrance;12006000A;2.11E+13;COMMUNE D'ALRANCE ;674127;6340090
RJ;0546003V0031;ALVIGNAC (Nouvelle station);46003;Alvignac;595857;6414990;R;;0546003V003;ALVIGNAC (Nouvelle station);Mixte;3000;Secondaire bio (Ntk);450;;;;;46003;Alvignac;46003001A;2.55E+13;S.I.A.E.P. D'ALVIGNAC - MONTVALENT ;595969;6414970
RJ;0509009V0011;ALZEN (COMMUNALE);9009;Alzen;575220;6211200;F;;0509009V001;ALZEN (COMMUNALE);Separatif;100;Secondaire bio (Ntk);15;;;;;9009;Alzen;09272001A;2.51E+13;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;575220;6211140
RJ;0533003V0051;AMBARES ET LAGRAVE (SABAREGES 2);33003;Ambares-et-Lagrave;423879;6431740;R;;0533003V005;AMBARES ET LAGRAVE (SABAREGES 2);Separatif;117000;Secondaire bio (Ntk);22500;;;;;33003;Ambares-et-Lagrave;33063001A;2.43E+13;BORDEAUX METROPOLE ;423866;6431690
RJ;0516009V0011;AMBERNAC (Le Bourg);16009;Ambernac;509356;6545800;R;;0516009V001;AMBERNAC (Le Bourg);;200;Secondaire bio (Ntk);30;;;;;16009;Ambernac;16009000A;2.12E+13;COMMUNE D'AMBERNAC ;509355;6545690
RJ;0533004V0021;AMBES 2;33339;Prignac-et-Marcamps;422464;6441510;R;;0533004V002;AMBES 2;Separatif;5500;Secondaire bio (Ntk);1550;;;;;33004;Ambes;33063001A;2.43E+13;BORDEAUX METROPOLE ;422889;6440270
RJ;0581011V0011;AMBRES (COMMUNALE);81011;Ambres;604598;6292420;R;;0581011V001;AMBRES (COMMUNALE);Mixte;460;Secondaire bio (Ntk);69;;;;;81011;Ambres;81011000A;2.18E+13;COMMUNE D'AMBRES ;604574;6292520
RJ;0547008V0011;AMBRUS;47008;Ambrus;479891;6351510;R;;0547008V001;AMBRUS;Separatif;50;Secondaire bio (Ntk);7.5;;;;;47008;Ambrus;47001006A;2.55E+13;SYNDICAT EAU47 ;479885;6351510
RJ;0564018V0021;AMENDEUIX;64018;Amendeuix-Oneix;372338;6258650;R;;0564018V002;AMENDEUIX;;75;Secondaire bio (Ntk);11.3;15;;;;64018;Amendeuix-Oneix;64102054A;2.00E+13;CA DU PAYS BASQUE ;372287;6258680
RJ;0564018V0011;AMENDEUIX-ONEIX;64018;Amendeuix-Oneix;371825;6258050;F;;0564018V001;AMENDEUIX-ONEIX;;90;Secondaire bio (Ntk);14;;;;;64018;Amendeuix-Oneix;64102054A;2.00E+13;CA DU PAYS BASQUE ;371825;6258050
RJ;0564019V0011;AMOROTS BOURG;64019;Amorots-Succos;366872;6260370;R;;0564019V001;AMOROTS BOURG;;25;Primaire bio simple (Decanteur Digesteur;4;;;;;64019;Amorots-Succos;64102054A;2.00E+13;CA DU PAYS BASQUE ;366880;6260360
RJ;0540002V0021;AMOU;40002;Amou;396974;6284370;R;;0540002V002;AMOU;Mixte;1200;Primaire bio simple (Decanteur Digesteur;200;;;;;40002;Amou;40228001A;2.54E+13;S.I.A.E.P. DES ESCHOURDES ;397028;6284430
RJ;0516011V0011;ANAIS (Communale);16011;Anais;483384;6522880;F;;0516011V001;ANAIS (Communale);Separatif;350;Secondaire bio (Ntk);52;;;;;16011;Anais;16383005A;2.00E+13;COEUR DE CHARENTE ;483385;6522910
RJ;0564020V0011;ANCE;64225;Ance Feas;400001;6234370;R;;0564020V001;ANCE;Separatif;400;Secondaire bio (Ntk);60;;;;;64225;Ance Feas;64225000B;2.00E+13;COMMUNE D'ANCE FEAS ;399983;6234400
RJ;0565006V0021;ANCIZAN GREZIAN GOUAUX;65006;Ancizan;482928;6200750;R;;0565006V002;ANCIZAN GREZIAN GOUAUX;;1500;Secondaire bio (Ntk);247;450;;;;65006;Ancizan;65006001A;2.00E+13;SIVU ASSAINISSEMENT ANCIZAN GREZIAN GOUAUX;482896;6200760
RJ;0515004V0011;ANDELAT;15004;Andelat;705535;6439200;R;;0515004V001;ANDELAT;Separatif;400;Secondaire bio (Ntk);60;;;;;15004;Andelat;15004000A;2.12E+13;COMMUNE D'ANDELAT ;705462;6439140
RJ;0547009V0011;ANDIRAN;47009;Andiran;481957;6337460;R;;0547009V001;ANDIRAN;;135;Secondaire bio (Ntk);20;;;;;47009;Andiran;47001006A;2.55E+13;SYNDICAT EAU47 ;482250;6337280
RJ;0565007V0031;ANDREST;65425;Siarrouy;460901;6252360;R;;0565007V003;ANDREST;Separatif;2200;Secondaire bio (Ntk);330;;;;;65007;Andrest;65007000A;2.17E+13;COMMUNE D'ANDREST ;460927;6252340
RJ;0565141V0031;ANERAN ET CAMORS (COMMUNALE);65141;Cazaux-Frechet-Aneran-Camors;488013;6195860;R;;0565141V003;ANERAN ET CAMORS (COMMUNALE);Separatif;250;Secondaire bio (Ntk);120;;;;;65141;Cazaux-Frechet-Aneran-Camors;65141000A;2.17E+13;COMMUNE DE CAZAUX FRECHET ANERAN CAMORS ;488084;6195860
RJ;0533006V0021;ANGLADE;33006;Anglade;415085;6463990;R;;0533006V002;ANGLADE;Separatif;1000;Secondaire bio (Ntk);150;;;;;33006;Anglade;33006000A;2.13E+13;COMMUNE D'ANGLADE ;415037;6463750
RJ;0515006V0011;ANGLARDS DE SALERS;15006;Anglards-de-Salers;654902;6456020;R;;0515006V001;ANGLARDS DE SALERS;Unitaire;680;Secondaire bio (Ntk);102;;;;;15006;Anglards-de-Salers;15219001A;2.42E+13;COMMUNAUTE DE COMMUNES DU PAYS DE SALERS ;654891;6456110
RJ;0546005V0011;ANGLARS JUILLAC;46005;Anglars-Juillac;556829;6376490;R;;0546005V001;ANGLARS JUILLAC;Separatif;800;Secondaire bio (Ntk);120;;;;;46005;Anglars-Juillac;46231001D;2.00E+13;SYNDICAT AQUARESO ;556885;6376500
RJ;0546006V0011;ANGLARS NOZAC;46006;Anglars-Nozac;573032;6410950;F;;0546006V001;ANGLARS NOZAC;Unitaire;120;Secondaire bio (Ntk);18;;;;;46006;Anglars-Nozac;46006000A;2.15E+13;COMMUNE D'ANGLARS NOZAC ;573053;6410970
