ANNEE;CODE NATIONAL STATION;NOM STATION;CAPACITE STATION EN EH;FLUX EN ENTREE DE STATION - DBO5;FLUX EN ENTREE DE STATION - DCO;FLUX EN ENTREE DE STATION - MES;FLUX EN ENTREE DE STATION - NGL;FLUX EN ENTREE DE STATION - PT;FLUX EN ENTREE DE STATION - METOX;FLUX EN ENTREE DE STATION - AOX;FLUX EN SORTIE DE STATION - DBO5;FLUX EN SORTIE DE STATION - DCO;FLUX EN SORTIE DE STATION - MES;FLUX EN SORTIE DE STATION - NGL;FLUX EN SORTIE DE STATION - PT;FLUX EN SORTIE DE STATION - METOX;FLUX EN SORTIE DE STATION - AOX;NOM COMMUNE IMPLANTATION STATION;NOM DEPARTEMENT IMPLANTATION STATION;NOM REGION IMPLANTATION STATION
2019;060901054001;STATION D'EPURATION DE BOURG SAINT CHRISTOPHE;1990;74,585;189,73;67,014;25,67;3,541;;;,841;10,555;1,509;3,561;2,064;;;BOURG ST CHRISTOPHE;AIN;AUVERGNE-RHONE-ALPES;
2019;060901057101;STATION D'EPURATION DE BOZ;670;11,129;30,424;14,483;3,486;,469;;;,227;1,813;,34;1,908;,09;;;BOZ;AIN;AUVERGNE-RHONE-ALPES;
2019;060901058002;STATION D'EPURATION DE BREGNIER CORDON-PETIT GLANDIEU;630;;;;;;;;;;;;;;;BREGNIER CORDON;AIN;AUVERGNE-RHONE-ALPES;
2019;060901060002;STATION D'EPURATION DE BRENOD;1200;48,001;145,182;37,891;10,728;,685;;;,561;5,208;,657;3,661;1,012;;;BRENOD;AIN;AUVERGNE-RHONE-ALPES;
2019;060901062001;STATION D'EPURATION DE BRESSOLLES - CHEF LIEU;733;19,24;45,179;9,976;6,739;,402;;;1,283;8,195;2,138;3,512;,351;;;BRESSOLLES;AIN;AUVERGNE-RHONE-ALPES;
2019;060901064002;STATION D'EPURATION DE BRIORD;1900;57,039;135,677;98,409;;2,522;;;1,644;15,126;2,918;;3,967;;;BRIORD;AIN;AUVERGNE-RHONE-ALPES;
2019;060901065002;STATION D'EPURATION DE BUELLAS - CORGENON;600;5,845;20,875;9,185;5,878;,381;;;1,002;9,519;2,672;3,908;,287;;;BUELLAS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901065003;STATION D'EPURATION DE BUELLAS - MONTCET;1800;122,648;595,975;60,704;52,799;8,147;;;;6,471;,911;,949;,638;;;BUELLAS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901067001;STATION D'EPURATION DE CEIGNES;730;9,326;30,808;21,1;6,945;,595;;;,123;2,446;,42;4,089;,444;;;CEIGNES;AIN;AUVERGNE-RHONE-ALPES;
2019;060901069002;STATION D'EPURATION DE CERTINES;4500;119,488;809,222;251,996;65,143;6,875;;;5,068;21,265;5,465;11,591;,527;;;CERTINES;AIN;AUVERGNE-RHONE-ALPES;
2019;060901073002;STATION D'EPURATION DE CEYZERIEU - CHEF LIEU;600;11,31;26,057;11,864;4,453;,434;;;,543;2,171;1,776;,11;,02;;;CEYZERIEU;AIN;AUVERGNE-RHONE-ALPES;
2019;060901074002;STATION D'EPURATION DE CHALAMONT;2500;62,01;163,717;67,467;19,785;2,076;;;1,321;13,255;1,63;3,132;,169;;;CHALAMONT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901075001;STATION D'EPURATION DE CHALEINS;1400;31,816;73,115;33,966;10,918;1,426;;;;2,531;,245;5,955;1;;;CHALEINS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901078002;STATION D'EPURATION DE CHALLEX;2000;54,957;133,025;91,545;19,225;2,479;;;2,639;;2,014;10,102;1,326;;;CHALLEX;AIN;AUVERGNE-RHONE-ALPES;
2019;060901079001;STATION D'EPURATION DE CHAMPAGNE EN VALROMEY - C LIEU;700;20,253;36,311;18,72;3,802;,442;;;,646;3,792;,726;2,439;,348;;;CHAMPAGNE EN VALROMEY;AIN;AUVERGNE-RHONE-ALPES;
2019;060901080001;STATION D'EPURATION DE CHAMPDOR-CORCELLES - CHAMPDOR;700;27,94;74,36;37,4;7,515;,953;;;;;;3,983;,218;;;CHAMPDOR-CORCELLES;AIN;AUVERGNE-RHONE-ALPES;
2019;060901081002;STATION D'EPURATION DE CHAMPFROMIER;1000;37,441;95,736;79,124;;1,56;;;1,508;6,833;,662;;,233;;;CHAMPFROMIER;AIN;AUVERGNE-RHONE-ALPES;
2019;060901082001;STATION D'EPURATION DE CHANAY - CHEF LIEU;1800;16,73;44,725;23,572;5,052;,58;;;,324;2,496;,64;,18;,295;;;CHANAY;AIN;AUVERGNE-RHONE-ALPES;
2019;060901083002;STATION D'EPURATION DE CHANEINS;1150;14,64;33,137;13,34;6,044;,521;;;,204;1,943;,227;1,772;,384;;;CHANEINS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901084001;STATION D'EPURATION DE CHANOZ CHATENAY;650;24,981;57,518;38,345;5,386;,535;;;,263;4,562;,614;4,337;,644;;;CHANOZ CHATENAY;AIN;AUVERGNE-RHONE-ALPES;
2019;060901085001;STATION D'EPURATION DE LA CHAPELLE DU CHATELARD;225;4,932;11,115;4,053;1,447;,156;;;,114;,912;,156;,097;,012;;;LA CHAPELLE DU CHATELARD;AIN;AUVERGNE-RHONE-ALPES;
2019;060901088001;STATION D'EPURATION DE CHARNOZ SUR AIN;1200;14,196;34,619;13,359;6,8;,739;;;;4,665;,491;4,804;,692;;;CHARNOZ SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2019;060901089002;STATION D'EPURATION DE AMBERIEU - CHATEAU GAILLARD;33300;930,288;2056,584;942,592;286,684;32,129;;;15,646;91,814;17,021;16,992;4,039;;;CHATEAU GAILLARD;AIN;AUVERGNE-RHONE-ALPES;
2019;060901090001;STATION D'EPURATION DE CHATENAY;225;2,445;4,765;2,069;,735;,083;;;,197;1,501;,886;,099;,014;;;CHATENAY;AIN;AUVERGNE-RHONE-ALPES;
2019;060901091002;STATION D'EPURATION DE VALSERHONE CHATILLON MICHAILLE;2250;33,778;73,085;33,661;9,974;,937;;;2,276;10,031;3,98;3,167;,3;;;VALSERHONE;AIN;AUVERGNE-RHONE-ALPES;
2019;060901092002;STATION D'EPURATION DE CHATILLON LA PALUD;1783;46,497;98,284;49,692;12,333;1,456;;;;3,2;,4;11,17;1,199;;;CHATILLON LA PALUD;AIN;AUVERGNE-RHONE-ALPES;
2019;060901093001;STATION D'EPURATION DE CHATILLON SUR CHALARONNE;5400;187,387;454,472;224,594;57,061;6,231;;;11,946;74,079;24,323;19,545;1,214;;;CHATILLON SUR CHALARONNE;AIN;AUVERGNE-RHONE-ALPES;
2019;060901095002;STATION D'EPURATION DE NIVIGNE ET SURAN - CHAVANNES;500;5,38;11,456;4,099;1,887;,175;;;,161;1,285;,179;,56;,193;;;NIVIGNE-ET-SURAN;AIN;AUVERGNE-RHONE-ALPES;
2019;060901096004;STATION D'EPURATION DE CHAVEYRIAT - CHEF LIEU;600;24,84;54,48;26,88;6,29;,668;;;,562;;,937;2,593;,488;;;CHAVEYRIAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901098004;STATION D'EPURATION DE CHAZEY BONS - ROTHONOD;190;4,92;7,38;1,374;2,157;,206;;;,032;,324;,022;,174;,036;;;CHAZEY BONS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901098005;STATION D'EPURATION DE CHAZEY BONS - CHEF LIEU;1200;11,538;63,522;40,14;7,698;1,042;;;,72;5,94;1,685;,965;,134;;;CHAZEY BONS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901098006;STATION D'EPURATION DE CHAZEY BONS - CRESSIEU;250;,926;2,223;,865;,85;,078;;;,1;,997;,066;,348;,032;;;CHAZEY BONS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901099001;STATION D'EPURATION DE CHAZEY SUR AIN - CHEF LIEU;945;12,022;20,696;8,522;5,957;,568;;;,457;4,565;,883;1,962;1,195;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2019;060901099004;STATION D'EPURATION DE CHAZEY SUR AIN - L'HOPITAL;350;5,64;9,212;1,654;1,48;,152;;;,056;,564;,188;,383;,08;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2019;060901099005;STATION D'EPURATION DE CHAZEY SUR AIN -PARC DU CHEVAL;;,745;2,33;,521;,349;,04;;;,016;,17;,021;,204;,025;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2019;060901099006;STATION D'EPURATION DE CHAZEY SUR AIN - RIGNIEUX;600;6,973;14,322;3,004;4,127;,384;;;,176;1,764;,118;1,593;,225;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2019;060901104001;STATION D'EPURATION DE CHEZERY FORENS;1350;52,22;80,598;23,829;3,572;,862;;;,605;3,256;,486;1,017;,65;;;CHEZERY FORENS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901105001;STATION D'EPURATION DE CIVRIEUX;1500;83,439;150,385;90,273;24,897;1,901;;;,669;7,491;1,43;5,627;1,481;;;CIVRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2019;060901105002;STATION D'EPURATION DE CIVRIEUX - FAGNE;1000;4,42;15,236;8,164;2,72;,244;;;,156;1,534;,229;1,176;,133;;;CIVRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2019;060901108002;STATION D'EPURATION DE COLIGNY;1900;42,647;91,443;59,455;8,751;1,123;;;1,168;;1,487;1,861;,599;;;COLIGNY;AIN;AUVERGNE-RHONE-ALPES;
2019;060901109001;STATION D'EPURATION DE COLLONGES;3300;42,297;126,004;74,986;14,082;1,582;;;2,559;8,989;3,764;3,192;,413;;;COLLONGES;AIN;AUVERGNE-RHONE-ALPES;
2019;060901113001;STATION D'EPURATION DE CONDEISSIAT;700;28,259;73,584;38,535;5,002;,462;;;,994;6,377;6,046;1,569;,22;;;CONDEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901114002;STATION D'EPURATION DE CONFORT - MENTHIERES;1167;3,889;7,845;4,05;,622;,094;;;,641;,908;,545;,061;,022;;;CONFORT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901115002;STATION D'EPURATION DE CONFRANCON;800;69,6;176,4;39,36;18,635;2,095;;;1,452;10,648;3,872;7,1;1,283;;;CONFRANCON;AIN;AUVERGNE-RHONE-ALPES;
2019;060901118001;STATION D'EPURATION DE CORBONOD;542;7,353;18,223;6,394;4,246;,438;;;1,918;6,714;1,279;2,532;,298;;;CORBONOD;AIN;AUVERGNE-RHONE-ALPES;
2019;060901119001;STATION D'EPURATION DE CHAMPDOR-CORCELLES - CORCELLES;450;3,044;7,672;3,166;1,438;,152;;;,446;1,948;,487;,962;,115;;;CHAMPDOR-CORCELLES;AIN;AUVERGNE-RHONE-ALPES;
2019;060901122002;STATION D'EPURATION DE PLATEAU HAUTEVILLE CORMARANCHE;1100;4,409;16,674;6,965;3,721;,423;;;;;2,186;3,425;,501;;;PLATEAU D'HAUTEVILLE;AIN;AUVERGNE-RHONE-ALPES;
2019;060901123001;STATION D'EPURATION DE CORMORANCHE SUR SAONE;1800;34,72;96,123;44,51;10,545;1,201;;;;4,255;,53;,971;,479;;;CORMORANCHE SUR SAONE;AIN;AUVERGNE-RHONE-ALPES;
2019;060901124001;STATION D'EPURATION DE CORMOZ;225;12,459;22,552;14,8;2,097;,289;;;,65;3,174;1,281;,366;,07;;;CORMOZ;AIN;AUVERGNE-RHONE-ALPES;
2019;060901125002;STATION D'EPURATION DE CORVEISSIAT-ST MAURICE ECHAZEA;90;1,268;2,47;1,073;,45;,049;;;,059;,358;,104;,11;,027;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901125003;STATION D'EPURATION DE CORVEISSIAT - CUVERGNAT;100;1,872;3,96;1,44;,638;,045;;;,034;,238;,204;,082;,033;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901127002;STATION D'EPURATION DE COURMANGOUX - CHEVIGNAT;300;1,776;7,632;6,307;1,061;,129;;;,131;;;1,099;,077;;;COURMANGOUX;AIN;AUVERGNE-RHONE-ALPES;
2019;060901128001;STATION D'EPURATION DE COURTES;250;9,776;20,498;9,277;2,121;,23;;;,694;5,231;1,342;,678;,106;;;COURTES;AIN;AUVERGNE-RHONE-ALPES;
2019;060901129001;STATION D'EPURATION DE CRANS;270;,247;1,817;,396;,227;,054;;;;;;;;;;CRANS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901130802;STATION D'EPURATION DE BRESSE VALLONS CRAS/REYSSOUZE;1500;33,532;89,008;48,642;7,639;1,004;;;,923;6,775;1,252;5,611;,591;;;BRESSE VALLONS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901134002;STATION D'EPURATION DE CROTTET - ORMETS;2700;40,374;118,858;50,37;19,635;3,772;;;1,97;12,695;2,435;3,659;,357;;;CROTTET;AIN;AUVERGNE-RHONE-ALPES;
2019;060901134003;STATION D'EPURATION DE CROTTET - ZA FONTAINE;250;10,476;40,284;7,344;1,426;,23;;;,108;1,231;,194;,214;,048;;;CROTTET;AIN;AUVERGNE-RHONE-ALPES;
2019;060901136002;STATION D'EPURATION DE CRUZILLES MEPILLAT;600;11,848;22,535;10,842;2,58;,306;;;;,893;,054;1,591;,154;;;CRUZILLES LES MEPILLAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901138001;STATION D'EPURATION DE CULOZ - CHEF LIEU;4666;121,459;275,57;178,538;29,797;6,327;;;2,345;18,366;4,336;12,788;2,126;;;CULOZ;AIN;AUVERGNE-RHONE-ALPES;
2019;060901139001;STATION D'EPURATION DE CURCIAT DONGALON;270;3,903;10,709;4,203;2,724;,344;;;1,762;8,614;14,194;2,231;,33;;;CURCIAT DONGALON;AIN;AUVERGNE-RHONE-ALPES;
2019;060901140001;STATION D'EPURATION DE CURTAFOND - CHEF LIEU;700;20,328;51,284;29,495;5,276;,607;;;,366;3,293;,61;3,122;,419;;;CURTAFOND;AIN;AUVERGNE-RHONE-ALPES;
2019;060901143001;STATION D'EPURATION DE DIVONNE LES BAINS;15000;565,217;1309,634;741,67;140,937;15,127;;;128,615;820,027;103,769;25,552;2,643;;;DIVONNE LES BAINS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901145002;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - CHF LIEU;900;22,053;282,677;176,422;12,121;2,747;;;,601;6,014;,882;,87;,754;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2019;060901145003;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - LE LAIT;100;,414;2,106;1,042;,359;,081;;;;;;;;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2019;060901148001;STATION D'EPURATION DE DORTAN;9000;53,127;182,885;83,599;27,635;2,572;;;3,452;14,971;4,248;4,22;,539;;;DORTAN;AIN;AUVERGNE-RHONE-ALPES;
2019;060901150001;STATION D'EPURATION DE DROM;400;21,277;35,045;8,761;1,473;,325;;;,292;1,648;,751;,438;,311;;;DROM;AIN;AUVERGNE-RHONE-ALPES;
2019;060901151001;STATION D'EPURATION DE DRUILLAT - CHEF LIEU;500;10,727;31,392;8,017;5,886;,548;;;,734;6,154;1,863;1,124;,316;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901151002;STATION D'EPURATION DE DRUILLAT - ROSSETTES;300;7,676;34,416;21,096;3,497;,406;;;1,065;4,952;2,625;,608;,178;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901151003;STATION D'EPURATION DE DRUILLAT - TURGON;400;26,28;50,37;13,228;2,941;,37;;;1,27;9,548;4,117;,868;,185;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901151004;STATION D'EPURATION DE DRUILLAT - LE ROSET;195;11,082;24,302;4,908;4,799;,49;;;,187;2,098;,525;2,035;,292;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901151005;STATION D'EPURATION DE DRUILLAT - LA  RUAZ;185;3,258;9,709;2,313;1,682;,181;;;,222;1,514;,525;1,31;,092;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901152001;STATION D'EPURATION DE ECHALLON;1780;8,692;22,549;8,877;5,21;,651;;;,595;4,182;,704;3,022;,604;;;ECHALLON;AIN;AUVERGNE-RHONE-ALPES;
2019;060901156001;STATION D'EPURATION DE FARAMANS;700;16,058;43,028;16,678;6,827;,676;;;,46;3,08;,52;,786;,158;;;FARAMANS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901157001;STATION D'EPURATION DE FAREINS;1800;18,848;54,332;28,786;9,43;,923;;;3,815;20,606;4,869;7,964;,927;;;FAREINS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901157003;STATION D'EPURATION DE FAREINS - ZA MONTFRAY;750;,531;2,322;5,436;;,049;;;,027;,27;,018;;,007;;;FAREINS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901158001;STATION D'EPURATION DE FARGES;533;13,205;37,24;19,76;5,502;,592;;;,38;2,85;,38;1,644;,278;;;FARGES;AIN;AUVERGNE-RHONE-ALPES;
2019;060901159001;STATION D'EPURATION DE FEILLENS;12000;235,59;661,361;344,644;69,938;9,846;;;13,477;64,068;24,87;11,201;1,039;;;FEILLENS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901162001;STATION D'EPURATION DE FLAXIEU;300;11,374;19,93;11,336;1,193;,206;;;;;;,47;,065;;;FLAXIEU;AIN;AUVERGNE-RHONE-ALPES;
2019;060901163002;STATION D'EPURATION DE FOISSIAT;1900;128,596;300,522;95,436;23,197;5,38;;;,797;6,791;1,546;1,834;,55;;;FOISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901165002;STATION D'EPURATION DE FRANCHELEINS;1000;35,325;66,19;17,21;7,673;,54;;;,36;3,072;,958;2,836;,289;;;FRANCHELEINS ;AIN;AUVERGNE-RHONE-ALPES;
2019;060901167002;STATION D'EPURATION DE GARNERANS - MONTGOIN;380;6,46;42,94;18,81;3,406;,764;;;,057;1,52;,608;,416;,127;;;GARNERANS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901167003;STATION D'EPURATION DE GARNERANS - CHEF LIEU;600;16,5;29,535;18,7;5,275;,444;;;;1,375;;1,188;,352;;;GARNERANS;AIN;AUVERGNE-RHONE-ALPES;
2019;060901170002;STATION D'EPURATION DE NANTUA - GEOVREISSIAT;24000;390,6335;1168,1245;507,9165;116,678;11,386;;;20,473;47,7085;13,842;18,188;3,023;;;BEARD-GEOVREISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901174001;STATION D'EPURATION DE GIRON;700;2,848;6,375;2,263;1,558;,19;;;1,961;5,997;1,867;1,632;,2;;;GIRON;AIN;AUVERGNE-RHONE-ALPES;
2019;060901176001;STATION D'EPURATION DE HAUT-VALROMEY GRAND-ABERGEMENT;900;33,432;66,536;29,426;7,832;,924;;;,981;6,539;1,962;5,445;,445;;;HAUT-VALROMEY ;AIN;AUVERGNE-RHONE-ALPES;
2019;060901181001;STATION D'EPURATION DE GROISSIAT - OYONNAX;57000;1592,946;4548,469;1802,9875;450,141;39,091;6,037;1,726;40,4545;190,967;71,589;36,395;5,891;,338;,65;GROISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901182001;STATION D'EPURATION DE GROSLEE-ST BENOIT - GROSLEE;250;,695;3,76;2,37;,89;,13;;;;;;1,755;,263;;;GROSLEE-SAINT-BENOIT;AIN;AUVERGNE-RHONE-ALPES;
2019;060901183002;STATION D'EPURATION DE GUEREINS;3000;76,352;221,6;98,614;25,983;2,823;;;1,031;7,875;1,404;2,533;1,93;;;GUEREINS;AIN;AUVERGNE-RHONE-ALPES;
