ANNEE;CODE NATIONAL STATION;NOM STATION;CAPACITE STATION EN EH;FLUX EN ENTREE DE STATION - DBO5;FLUX EN ENTREE DE STATION - DCO;FLUX EN ENTREE DE STATION - MES;FLUX EN ENTREE DE STATION - NGL;FLUX EN ENTREE DE STATION - PT;FLUX EN ENTREE DE STATION - METOX;FLUX EN ENTREE DE STATION - AOX;FLUX EN SORTIE DE STATION - DBO5;FLUX EN SORTIE DE STATION - DCO;FLUX EN SORTIE DE STATION - MES;FLUX EN SORTIE DE STATION - NGL;FLUX EN SORTIE DE STATION - PT;FLUX EN SORTIE DE STATION - METOX;FLUX EN SORTIE DE STATION - AOX;NOM COMMUNE IMPLANTATION STATION;NOM DEPARTEMENT IMPLANTATION STATION;NOM REGION IMPLANTATION STATION
2010;060901058002;STATION D'EPURATION DE BREGNIER CORDON-PETIT GLANDIEU;630;17,602;47,796;36,558;4,739;,515;;;6,401;26,439;8,906;7,486;1,058;;;BREGNIER CORDON;AIN;AUVERGNE-RHONE-ALPES;
2010;060901060002;STATION D'EPURATION DE BRENOD;1200;34,65;70,708;29,5;4,353;,757;;;,527;4,745;,583;1,459;,489;;;BRENOD;AIN;AUVERGNE-RHONE-ALPES;
2010;060901065002;STATION D'EPURATION DE BUELLAS - CORGENON;600;16,52;40,946;23,6;4,838;,637;;;1,133;4,223;1,236;1,957;,206;;;BUELLAS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901069002;STATION D'EPURATION DE CERTINES;4500;108,802;402,226;203,662;62,518;8,172;;;4,342;26,54;6,152;26,167;2,097;;;CERTINES;AIN;AUVERGNE-RHONE-ALPES;
2010;060901073002;STATION D'EPURATION DE CEYZERIEU - CHEF LIEU;600;17,354;49,349;29,284;;,624;;;1,075;5,069;1,574;,695;,161;;;CEYZERIEU;AIN;AUVERGNE-RHONE-ALPES;
2010;060901074002;STATION D'EPURATION DE CHALAMONT;2500;78,477;226,609;149,876;22,999;2,884;;;2,169;24,892;1,856;6,247;,719;;;CHALAMONT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901075001;STATION D'EPURATION DE CHALEINS;1400;15,131;42,465;21,151;6,833;,944;;;;7,484;,488;2,473;,407;;;CHALEINS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901078001;STATION D'EPURATION DE CHALLEX (ANCIENNE);1500;3,328;13,312;21,504;;;;;2,304;18,432;3,584;;;;;CHALLEX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901078002;STATION D'EPURATION DE CHALLEX;2000;79,194;219,852;8,274;35,165;3,842;;;1,964;17,185;1,964;8,611;1,095;;;CHALLEX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901079001;STATION D'EPURATION DE CHAMPAGNE EN VALROMEY - C LIEU;700;17,48;45,524;25,08;4,408;,714;;;,532;4,788;,76;,038;,547;;;CHAMPAGNE EN VALROMEY;AIN;AUVERGNE-RHONE-ALPES;
2010;060901080001;STATION D'EPURATION DE CHAMPDOR-CORCELLES - CHAMPDOR;700;6,765;23,76;10,395;3,3;,314;;;,413;;,495;3,251;;;;CHAMPDOR-CORCELLES;AIN;AUVERGNE-RHONE-ALPES;
2010;060901082001;STATION D'EPURATION DE CHANAY - CHEF LIEU;1800;20,63;44,326;20,63;4,562;,545;;;,502;;,539;,26;,124;;;CHANAY;AIN;AUVERGNE-RHONE-ALPES;
2010;060901084001;STATION D'EPURATION DE CHANOZ CHATENAY;650;13,465;33,405;20,716;3,211;,456;;;3,137;13,841;4,244;4,912;,581;;;CHANOZ CHATENAY;AIN;AUVERGNE-RHONE-ALPES;
2010;060901088001;STATION D'EPURATION DE CHARNOZ SUR AIN;1200;34,62;83,577;35,46;6,705;1,359;;;1,002;6,546;1,152;1,034;,498;;;CHARNOZ SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2010;060901089002;STATION D'EPURATION DE AMBERIEU - CHATEAU GAILLARD;33300;633,269;1657,559;877,314;175,172;19,611;;;10,38;104,046;21,602;13,6;5,385;;;CHATEAU GAILLARD;AIN;AUVERGNE-RHONE-ALPES;
2010;060901091002;STATION D'EPURATION DE VALSERHONE CHATILLON MICHAILLE;2250;52,382;125,284;75,969;13,1;1,299;;;,919;8,355;1,526;2,875;,561;;;VALSERHONE;AIN;AUVERGNE-RHONE-ALPES;
2010;060901092001;STATION D'EPURATION DE CHATILLON LA PALUD (ANCIENNE);1200;36,4;89,171;44;11,091;1,316;;;1,649;9,893;2,804;2,156;,636;;;CHATILLON LA PALUD;AIN;AUVERGNE-RHONE-ALPES;
2010;060901093001;STATION D'EPURATION DE CHATILLON SUR CHALARONNE;5400;186,916;567,291;258,071;;7,003;;;9,808;80,566;9,548;;3,563;;;CHATILLON SUR CHALARONNE;AIN;AUVERGNE-RHONE-ALPES;
2010;060901094001;STATION D'EPURATION DE CHAVANNES/REYSSOUZE -CHEF LIEU;450;18,544;42,104;38;3,344;,806;;;,931;4,519;3,975;,356;,054;;;CHAVANNES SUR REYSSOUZE;AIN;AUVERGNE-RHONE-ALPES;
2010;060901094002;STATION D'EPURATION DE CHAVANNES/REYSSOUZE - FLECHERE;250;4,95;12,613;8,91;1,168;,21;;;,006;,05;,045;,003;,001;;;CHAVANNES SUR REYSSOUZE;AIN;AUVERGNE-RHONE-ALPES;
2010;060901096004;STATION D'EPURATION DE CHAVEYRIAT - CHEF LIEU;600;28,117;83,898;50,792;8,072;1,097;;;,268;2,304;,75;3,446;,225;;;CHAVEYRIAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901099001;STATION D'EPURATION DE CHAZEY SUR AIN - CHEF LIEU;945;7,318;29,327;10,163;6,547;,598;;;1,851;8,292;3,987;3,099;,466;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2010;060901099004;STATION D'EPURATION DE CHAZEY SUR AIN - L'HOPITAL;350;,42;1,254;,237;,194;,017;;;,018;,09;,027;,06;,001;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2010;060901102003;STATION D'EPURATION DE CHEVROUX - CHEF LIEU;500;16,775;43,792;25,604;1,501;,565;;;;2,649;,177;1,863;,309;;;CHEVROUX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901104001;STATION D'EPURATION DE CHEZERY FORENS;1350;19,579;71,504;18,996;;;;;,187;1,573;,682;;;;;CHEZERY FORENS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901105001;STATION D'EPURATION DE CIVRIEUX;1500;73,204;120,028;101,776;11,305;1,614;;;,31;3,372;,243;,375;,483;;;CIVRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901108002;STATION D'EPURATION DE COLIGNY;1900;12,748;34,781;19,031;4,198;,546;;;;;1,034;,511;,578;;;COLIGNY;AIN;AUVERGNE-RHONE-ALPES;
2010;060901109001;STATION D'EPURATION DE COLLONGES;3300;34,923;52,883;32,524;;;;;2,623;11,452;3,673;;;;;COLLONGES;AIN;AUVERGNE-RHONE-ALPES;
2010;060901113001;STATION D'EPURATION DE CONDEISSIAT;700;39,42;83,768;55,845;8,213;1,117;;;1,59;9,826;2,746;3,157;,347;;;CONDEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901114001;STATION D'EPURATION DE CONFORT - CHEF LIEU;700;23,31;72,594;82,14;4,218;,451;;;3,441;9,361;2,257;1,695;,192;;;CONFORT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901114002;STATION D'EPURATION DE CONFORT - MENTHIERES;1167;,547;1,563;,593;;;;;,01;,073;,013;;;;;CONFORT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901115002;STATION D'EPURATION DE CONFRANCON;800;12,708;179,75;38,748;11,388;1,536;;;1,447;29,36;3,802;9,729;,76;;;CONFRANCON;AIN;AUVERGNE-RHONE-ALPES;
2010;060901123001;STATION D'EPURATION DE CORMORANCHE SUR SAONE;1800;43,788;99,76;52,278;12,517;1,481;;;1,064;7,358;1,915;1,509;,753;;;CORMORANCHE SUR SAONE;AIN;AUVERGNE-RHONE-ALPES;
2010;060901127001;STATION D'EPURATION DE COURMANGOUX - CHEF LIEU;400;3,103;12,286;6,329;1,489;,149;;;1,73;6,228;5,882;1,246;,088;;;COURMANGOUX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901127002;STATION D'EPURATION DE COURMANGOUX - CHEVIGNAT;300;23,9;80,065;35,85;6,214;,86;;;2,358;;10,218;2,201;,259;;;COURMANGOUX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901129001;STATION D'EPURATION DE CRANS;270;;;;;;;;;;;;;;;CRANS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901130001;STATION D'EPURATION DE CRAS SUR REYSSOUZE - CHEF LIEU;550;23,961;62,88;30,496;7,551;,929;;;,291;4,285;,944;,727;,363;;;BRESSE VALLONS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901133001;STATION D'EPURATION DE CRESSIN ROCHEFORT;367;4,05;12,906;6,21;1,782;,281;;;1,11;5,73;3,3;,42;,162;;;CRESSIN ROCHEFORT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901134001;STATION D'EPURATION DE CROTTET - CHAVANNES;450;5,795;18,687;6,032;2,562;,142;;;,946;4,376;3,785;2,57;,035;;;CROTTET;AIN;AUVERGNE-RHONE-ALPES;
2010;060901134002;STATION D'EPURATION DE CROTTET - ORMETS;2700;35,232;110,1;71,198;20,721;1,945;;;,813;8,13;,542;,946;,84;;;CROTTET;AIN;AUVERGNE-RHONE-ALPES;
2010;060901138001;STATION D'EPURATION DE CULOZ - CHEF LIEU;4666;120,529;311,251;182,908;;3,72;;;3,274;32,925;6,125;;1,644;;;CULOZ;AIN;AUVERGNE-RHONE-ALPES;
2010;060901139001;STATION D'EPURATION DE CURCIAT DONGALON;270;5,87;15,667;6,622;1,385;,184;;;,387;2,86;,889;1,013;,155;;;CURCIAT DONGALON;AIN;AUVERGNE-RHONE-ALPES;
2010;060901140001;STATION D'EPURATION DE CURTAFOND - CHEF LIEU;700;17,898;52,36;39,984;4,189;,838;;;10,217;51,083;16,055;13,982;1,605;;;CURTAFOND;AIN;AUVERGNE-RHONE-ALPES;
2010;060901143001;STATION D'EPURATION DE DIVONNE LES BAINS;15000;421,113;1067,901;685,56;107,493;12,5;;;18,805;123,399;24,4;12,58;1,806;;;DIVONNE LES BAINS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901144003;STATION D'EPURATION DE BAGE-DOMMARTIN - DOMMARTIN;450;8,21;20,004;8,957;2,612;,963;;;;;;2,874;,344;;;BAGE-DOMMARTIN;AIN;AUVERGNE-RHONE-ALPES;
2010;060901145002;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - CHF LIEU;900;26,697;85,078;25,494;9,457;1,535;;;,708;8,368;1,159;3,963;,662;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2010;060901145003;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - LE LAIT;100;4,32;39,28;5,84;4,437;,657;;;2,56;11,44;3,76;1,437;,383;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2010;060901146001;STATION D'EPURATION DE DOMPIERRE SUR CHALARONNE;500;11,866;30,887;13,262;3,839;,391;;;,052;,79;,099;1,121;,178;;;DOMPIERRE SUR CHALARONNE;AIN;AUVERGNE-RHONE-ALPES;
2010;060901147006;STATION D'EPURATION DE DOMSURE - CHEF LIEU;300;3,808;14,616;16,8;,952;,241;;;;2,516;,148;,096;,028;;;DOMSURE;AIN;AUVERGNE-RHONE-ALPES;
2010;060901151001;STATION D'EPURATION DE DRUILLAT - CHEF LIEU;500;9,8;27,49;9,1;4,464;,434;;;,18;2,745;,76;,85;,103;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901151002;STATION D'EPURATION DE DRUILLAT - ROSSETTES;300;7,56;19,98;4,482;3,189;,378;;;,729;2,322;,459;,826;,117;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901151003;STATION D'EPURATION DE DRUILLAT - TURGON;400;37,82;57,645;34,16;4,386;,702;;;3,05;13,664;6,649;2,318;,268;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901152001;STATION D'EPURATION DE ECHALLON;1780;6,726;27,258;11,682;4,248;,531;;;3,894;21,594;12,39;3,859;,531;;;ECHALLON;AIN;AUVERGNE-RHONE-ALPES;
2010;060901156001;STATION D'EPURATION DE FARAMANS;700;14,4;52,08;26,4;5,16;,648;;;4,32;17,388;5,508;2,268;,475;;;FARAMANS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901157001;STATION D'EPURATION DE FAREINS;1800;34,2;69,525;27;17,64;1,44;;;5,625;18,675;5,625;6,255;1,202;;;FAREINS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901158001;STATION D'EPURATION DE FARGES;533;7,92;33,66;12,24;;;;;,72;4,14;1,44;;;;;FARGES;AIN;AUVERGNE-RHONE-ALPES;
2010;060901163002;STATION D'EPURATION DE FOISSIAT;1900;106,258;193,063;53,315;11,419;2,168;;;1,218;11,723;4,554;1,328;,374;;;FOISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901165001;STATION D'EPURATION DE FRANCHELEINS (ANCIENNE);250;22,429;50,369;15,837;4,945;,659;;;,667;4,755;,692;3,478;,18;;;FRANCHELEINS ;AIN;AUVERGNE-RHONE-ALPES;
2010;060901165002;STATION D'EPURATION DE FRANCHELEINS;1000;23,364;54,655;21,514;4,704;,529;;;,456;3,934;,442;2,645;,191;;;FRANCHELEINS ;AIN;AUVERGNE-RHONE-ALPES;
2010;060901167003;STATION D'EPURATION DE GARNERANS - CHEF LIEU;600;13,906;25,537;19,216;3,638;,442;;;,19;1,896;,126;2,703;,316;;;GARNERANS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901170002;STATION D'EPURATION DE NANTUA - GEOVREISSIAT;24000;521,823;1169,632;569,735;115,734;17,244;;;19,673;97,622;25,228;33,55;2,693;;;BEARD-GEOVREISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901174001;STATION D'EPURATION DE GIRON;700;2,97;9,45;4,536;1,134;,173;;;2,268;6,588;2,538;1,458;,167;;;GIRON;AIN;AUVERGNE-RHONE-ALPES;
2010;060901181001;STATION D'EPURATION DE GROISSIAT - OYONNAX;57000;1722,499;4210,398;1674,271;398,28;49,182;4,972;,805;31,094;237,436;70,756;28,829;6,158;,319;,512;GROISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901183001;STATION D'EPURATION DE GUEREINS;900;69,968;156,495;83,453;10,726;1,23;;;12,696;48,188;15,04;8,598;,78;;;GUEREINS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901185001;STATION D'EPURATION DE PLATEAU D'HAUTEVILLE - LOMPNES;8000;49,534;120,662;73,32;12,054;1,155;;;14,589;64,042;44,553;8,275;,887;;;PLATEAU D'HAUTEVILLE;AIN;AUVERGNE-RHONE-ALPES;
2010;060901187001;STATION D'EPURATION DE HAUT-VALROMEY - HOTONNES;2300;156,855;373,284;154,99;17,241;2,247;;;1,838;14,075;4,547;3,826;,34;;;HAUT-VALROMEY ;AIN;AUVERGNE-RHONE-ALPES;
2010;060901188001;STATION D'EPURATION DE ILLIAT;500;5,806;14,945;7,775;2,093;,328;;;,151;1,616;,151;1,069;,061;;;ILLIAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901194002;STATION D'EPURATION DE JASSANS RIOTTIER;11250;364,09;1022,192;581,83;116,116;11,916;;;8,464;37,143;9,587;9,196;1,779;;;JASSANS RIOTTIER;AIN;AUVERGNE-RHONE-ALPES;
2010;060901195001;STATION D'EPURATION DE JASSERON;2550;61,54;171,95;90,5;13,756;4,235;;;10,136;45,974;27,512;19,186;1,448;;;JASSERON;AIN;AUVERGNE-RHONE-ALPES;
2010;060901196002;STATION D'EPURATION DE MONTREVEL - JAYAT;6000;76,634;215,596;107,771;37,013;4,003;;;12,432;63,358;17,854;11,626;2,329;;;JAYAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901196003;STATION D'EPURATION DE JAYAT;1200;12,3;31,981;7,045;2,676;,296;;;,168;1,677;,839;1,23;,157;;;JAYAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901199001;STATION D'EPURATION DE JUJURIEUX - CHEF LIEU;3200;34,59;163,726;117,606;12,954;3,228;;;29,978;112,994;69,18;12,575;2,998;;;JUJURIEUX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901207001;STATION D'EPURATION DE LAPEYROUSE;200;2,403;6,993;2,376;1,242;,181;;;,567;3,105;,405;,621;,127;;;LAPEYROUSE;AIN;AUVERGNE-RHONE-ALPES;
2010;060901209001;STATION D'EPURATION DE LEAZ - GRESIN;400;4,816;12,768;6,496;;;;;,448;3,36;,448;;;;;LEAZ;AIN;AUVERGNE-RHONE-ALPES;
2010;060901209002;STATION D'EPURATION DE LEAZ - CHEF LIEU;400;32,304;55,96;29,367;;;;;1,795;19,089;9,463;;;;;LEAZ;AIN;AUVERGNE-RHONE-ALPES;
2010;060901210002;STATION D'EPURATION DE LELEX;1980;24,654;64,235;31,711;11,533;1,226;;;1,193;8,777;2,512;3,128;,675;;;LELEX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901211002;STATION D'EPURATION DE LENT;1425;51,79;140,457;37,645;24,443;2,512;;;1,357;10,087;2,194;1,462;1,017;;;LENT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901216001;STATION D'EPURATION DE LHUIS - CHEF LIEU;1000;19,474;53,167;33,442;5,586;,636;;;;;;;;;;LHUIS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901224001;STATION D'EPURATION DE LOYETTES;4500;129,851;273,553;97,585;23,432;3,205;;;1,494;10,672;1,74;1,005;,685;;;LOYETTES;AIN;AUVERGNE-RHONE-ALPES;
2010;060901225001;STATION D'EPURATION DE MONTMERLE SUR SAONE - LURCY;8000;166,417;457,046;224,918;52,601;5,883;;;2,913;29,273;6,108;2,585;3,173;;;LURCY;AIN;AUVERGNE-RHONE-ALPES;
2010;060901228003;STATION D'EPURATION DE MAILLAT - CHEF LIEU;1200;19,228;51,785;23,51;;;;;;3,08;1,32;;,435;;;MAILLAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901235002;STATION D'EPURATION DE MARLIEUX;1250;17,68;44,2;13,52;7,488;,79;;;,295;;,295;2,36;,26;;;MARLIEUX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901237001;STATION D'EPURATION DE MARTIGNAT;670;80,115;206,351;98,253;19,297;2,441;;;1,757;8,241;3,738;3,163;,712;;;MARTIGNAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901238001;STATION D'EPURATION DE TREVOUX-BORDS DE SAONE;27000;203,548;678,008;479,085;80,458;15,2;;;8,681;49,754;9,665;16,229;2,559;;;MASSIEUX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901239001;STATION D'EPURATION DE MASSIGNIEU DE RIVES;717;7,805;24,53;14,272;2,899;,357;;;2,223;21,84;3,51;2,184;,546;;;MASSIGNIEU DE RIVES;AIN;AUVERGNE-RHONE-ALPES;
2010;060901240001;STATION D'EPURATION DE MATAFELON GRANGES;300;12,4;23,436;13,64;1,736;,26;;;1,984;8,742;4,898;1,928;,242;;;MATAFELON GRANGES;AIN;AUVERGNE-RHONE-ALPES;
2010;060901241003;STATION D'EPURATION DE MEILLONNAS - CHEF LIEU;1900;28,883;112,35;56,506;13,478;1,91;;;1,675;15,341;1,996;1,174;,849;;;MEILLONNAS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901243002;STATION D'EPURATION DE MESSIMY SUR SAONE;717;20,769;53,337;19,251;7,84;,647;;;;3,174;,621;,616;,246;;;MESSIMY SUR SAONE;AIN;AUVERGNE-RHONE-ALPES;
2010;060901244001;STATION D'EPURATION DE MEXIMIEUX;10000;202,794;548,638;219,688;73,381;7,969;;;51,853;175,555;40,358;27,256;5,472;;;MEXIMIEUX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901245001;STATION D'EPURATION DE BOHAS MEYRIAT RIGNAT - RIGNAT;450;10,138;22,257;6,912;4,009;,313;;;,438;2,373;,461;,617;,203;;;BOHAS MEYRIAT RIGNAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901245005;STATION D'EPURATION DE BOHAS MEYRIAT RIGNAT - BOHAS;500;10,89;32,027;12,87;4,604;,639;;;,396;3,515;,545;1,589;,505;;;BOHAS MEYRIAT RIGNAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901246001;STATION D'EPURATION DE MEZERIAT - LES COVETTES;600;14,401;63,693;56,296;5,63;,851;;;,462;3,232;2,736;,315;,05;;;MEZERIAT;AIN;AUVERGNE-RHONE-ALPES;
2010;060901247003;STATION D'EPURATION DE MIJOUX - CHEF LIEU;3000;15,64;40,336;25,796;7,231;,818;;;,951;7,041;1,302;2,535;,054;;;MIJOUX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901248002;STATION D'EPURATION DE MIONNAY;4483;56,6;250,995;112,784;18,775;2,591;;;1,384;13,292;5,453;2,591;,65;;;MIONNAY;AIN;AUVERGNE-RHONE-ALPES;
2010;060901250002;STATION D'EPURATION DE MISERIEUX;2430;45,401;121,838;66,604;12,623;1,701;;;1,004;9,998;1,823;6,139;1,254;;;MISERIEUX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901252001;STATION D'EPURATION DE MOGNENEINS;475;49,248;82,08;53,914;5,345;1,356;;;,864;13,738;1,382;3,081;,613;;;MOGNENEINS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901252002;STATION D'EPURATION DE THOISSEY - MOGNENEINS;8000;114,725;297,463;143,49;36,182;4,384;;;2,225;23,835;3,388;2,778;,127;;;MOGNENEINS;AIN;AUVERGNE-RHONE-ALPES;
2010;060901258001;STATION D'EPURATION DE MONTCEAUX;900;11,297;38,993;30,247;4,391;,583;;;3,644;15,852;6,195;3,498;,456;;;MONTCEAUX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901261001;STATION D'EPURATION DE MONTHIEUX;800;18,366;41,924;18,112;4,678;,57;;;,19;2,343;1,14;2,657;,298;;;MONTHIEUX;AIN;AUVERGNE-RHONE-ALPES;
2010;060901262001;STATION D'EPURATION DE MONTLUEL - NIEVROZ;30000;596,096;1430,806;748,731;173,501;20,148;;,185;25,136;177,857;44,673;98,508;8,044;;,291;MONTLUEL;AIN;AUVERGNE-RHONE-ALPES;
2010;060901264002;STATION D'EPURATION DE MONTRACOL - CHEF LIEU;730;20,74;61;23,18;6,466;,573;;;1,106;7,742;2,133;1,817;,3;;;MONTRACOL;AIN;AUVERGNE-RHONE-ALPES;
