ANNEE;CODE NATIONAL STATION;NOM STATION;CAPACITE STATION EN EH;FLUX EN ENTREE DE STATION - DBO5;FLUX EN ENTREE DE STATION - DCO;FLUX EN ENTREE DE STATION - MES;FLUX EN ENTREE DE STATION - NGL;FLUX EN ENTREE DE STATION - PT;FLUX EN ENTREE DE STATION - METOX;FLUX EN ENTREE DE STATION - AOX;FLUX EN SORTIE DE STATION - DBO5;FLUX EN SORTIE DE STATION - DCO;FLUX EN SORTIE DE STATION - MES;FLUX EN SORTIE DE STATION - NGL;FLUX EN SORTIE DE STATION - PT;FLUX EN SORTIE DE STATION - METOX;FLUX EN SORTIE DE STATION - AOX;NOM COMMUNE IMPLANTATION STATION;NOM DEPARTEMENT IMPLANTATION STATION;NOM REGION IMPLANTATION STATION
2020;060901052001;STATION D'EPURATION DE BOULIGNEUX;150;2,015;5,143;1,031;,374;,06;;;,036;,403;,13;,117;,036;;;BOULIGNEUX;AIN;AUVERGNE-RHONE-ALPES;
2020;060901054001;STATION D'EPURATION DE BOURG SAINT CHRISTOPHE;1990;41,031;76,09;57,369;14,218;1,304;;;,428;4,746;,447;1,33;,74;;;BOURG ST CHRISTOPHE;AIN;AUVERGNE-RHONE-ALPES;
2020;060901057101;STATION D'EPURATION DE BOZ;670;11,88;36,396;15,012;4,7;,519;;;;1,682;3,363;2,502;,157;;;BOZ;AIN;AUVERGNE-RHONE-ALPES;
2020;060901060002;STATION D'EPURATION DE BRENOD;1200;52,991;129,466;47,678;5,692;1,083;;;,708;4,388;,902;1,082;,744;;;BRENOD;AIN;AUVERGNE-RHONE-ALPES;
2020;060901061001;STATION D'EPURATION DE BRENS - GOTRAS PETIT BRENS;450;15,522;46,626;26,415;5,112;,769;;;,028;,315;,548;,022;,003;;;BRENS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901061002;STATION D'EPURATION DE BRENS - CHAMPTEL;500;16,198;26,186;17,952;4,614;,503;;;,013;,149;,245;,009;,002;;;BRENS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901062001;STATION D'EPURATION DE BRESSOLLES - CHEF LIEU;733;19,104;52,196;16,375;7,112;,631;;;1,501;8,119;1,092;3,654;,5;;;BRESSOLLES;AIN;AUVERGNE-RHONE-ALPES;
2020;060901064002;STATION D'EPURATION DE BRIORD;1900;74,952;200,11;82,235;;2,54;;;2,792;17,443;3,847;;2,824;;;BRIORD;AIN;AUVERGNE-RHONE-ALPES;
2020;060901065002;STATION D'EPURATION DE BUELLAS - CORGENON;600;10,664;34,228;18,92;9,622;,834;;;3,366;21,267;7,65;4,152;,549;;;BUELLAS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901065003;STATION D'EPURATION DE BUELLAS - MONTCET;1800;111,705;348,962;114,979;29,464;3,313;;;2,11;14,439;3,201;5,35;1,165;;;BUELLAS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901067001;STATION D'EPURATION DE CEIGNES;730;24,733;58,282;23,081;8,096;,784;;;,687;2,868;1,308;5,018;,766;;;CEIGNES;AIN;AUVERGNE-RHONE-ALPES;
2020;060901069002;STATION D'EPURATION DE CERTINES;4500;138,93;754,77;232,947;50,379;5,831;;;3,978;17,121;3,809;13,067;,617;;;CERTINES;AIN;AUVERGNE-RHONE-ALPES;
2020;060901073001;STATION D'EPURATION DE CEYZERIEU -AVRISSIEU SAMISSIEU;300;;;;;;;;;;;;;;;CEYZERIEU;AIN;AUVERGNE-RHONE-ALPES;
2020;060901073002;STATION D'EPURATION DE CEYZERIEU - CHEF LIEU;600;35,677;73,001;39,794;6,726;,301;;;;2,88;2,34;,352;,03;;;CEYZERIEU;AIN;AUVERGNE-RHONE-ALPES;
2020;060901074002;STATION D'EPURATION DE CHALAMONT;2500;69,674;254,014;89,148;21,56;2,25;;;1,075;12,536;1,045;3,104;,286;;;CHALAMONT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901075001;STATION D'EPURATION DE CHALEINS;1400;51,4;110,594;47,746;14,246;1,393;;;,454;3,138;,431;10,877;,967;;;CHALEINS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901076001;STATION D'EPURATION DE  CHALEY;180;9,005;19,135;9,38;2,461;,235;;;,126;1,262;,084;,898;,122;;;CHALEY;AIN;AUVERGNE-RHONE-ALPES;
2020;060901078002;STATION D'EPURATION DE CHALLEX;2000;64,739;164,194;118,862;25,54;2,855;;;6,452;20,558;3,668;12,925;1,897;;;CHALLEX;AIN;AUVERGNE-RHONE-ALPES;
2020;060901079001;STATION D'EPURATION DE CHAMPAGNE EN VALROMEY - C LIEU;700;20,458;34,248;47,887;3,936;,508;;;1,061;6,137;2,576;2,639;,389;;;CHAMPAGNE EN VALROMEY;AIN;AUVERGNE-RHONE-ALPES;
2020;060901080001;STATION D'EPURATION DE CHAMPDOR-CORCELLES - CHAMPDOR;700;13,407;27,688;7,578;5,068;,466;;;;,816;;3,242;,339;;;CHAMPDOR-CORCELLES;AIN;AUVERGNE-RHONE-ALPES;
2020;060901081002;STATION D'EPURATION DE CHAMPFROMIER;1000;73,307;303,291;221,36;16,422;3,05;;;;;,361;2,436;,221;;;CHAMPFROMIER;AIN;AUVERGNE-RHONE-ALPES;
2020;060901082001;STATION D'EPURATION DE CHANAY - CHEF LIEU;1800;15,972;33,014;26,813;3,992;,515;;;;;,41;,992;,468;;;CHANAY;AIN;AUVERGNE-RHONE-ALPES;
2020;060901083002;STATION D'EPURATION DE CHANEINS;1150;19,18;37,904;10,37;8,365;,712;;;,696;3,542;,454;1,473;,668;;;CHANEINS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901084001;STATION D'EPURATION DE CHANOZ CHATENAY;650;9,391;22,695;18,078;2,678;,338;;;;;;6,069;,797;;;CHANOZ CHATENAY;AIN;AUVERGNE-RHONE-ALPES;
2020;060901087001;STATION D'EPURATION DE CHARIX;380;,391;1,696;1,323;,208;,032;;;,186;,951;,447;,294;,054;;;CHARIX;AIN;AUVERGNE-RHONE-ALPES;
2020;060901088001;STATION D'EPURATION DE CHARNOZ SUR AIN;1200;33,714;75,34;62,527;10,173;,896;;;;;;8,51;1,181;;;CHARNOZ SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2020;060901089002;STATION D'EPURATION DE AMBERIEU - CHATEAU GAILLARD;33333;945,125;2448,015;1134,192;301,407;36,696;;;19,175;106,591;17,084;45,053;6,68;;;CHATEAU GAILLARD;AIN;AUVERGNE-RHONE-ALPES;
2020;060901091002;STATION D'EPURATION DE VALSERHONE CHATILLON MICHAILLE;2250;46,956;114,973;63,252;7,706;,832;;;1,477;7,108;3,033;2,906;,426;;;VALSERHONE;AIN;AUVERGNE-RHONE-ALPES;
2020;060901092002;STATION D'EPURATION DE CHATILLON LA PALUD;1783;52,59;73,667;58,973;44,285;1,459;;;;;,468;14,664;1,453;;;CHATILLON LA PALUD;AIN;AUVERGNE-RHONE-ALPES;
2020;060901093001;STATION D'EPURATION DE CHATILLON SUR CHALARONNE;5533;201,194;521,077;181,176;62,889;5,922;;;10,587;40,798;24,904;17,501;,948;;;CHATILLON SUR CHALARONNE;AIN;AUVERGNE-RHONE-ALPES;
2020;060901093002;STATION D'EPURATION DE CHATILLON/CHALARONNE -GROSJEAN;150;1,802;3,518;,944;,767;,054;;;,026;,257;,257;,17;,003;;;CHATILLON SUR CHALARONNE;AIN;AUVERGNE-RHONE-ALPES;
2020;060901094001;STATION D'EPURATION DE CHAVANNES/REYSSOUZE -CHEF LIEU;450;9,259;23,302;8,989;3,223;,385;;;;,839;,066;1,8;,158;;;CHAVANNES SUR REYSSOUZE;AIN;AUVERGNE-RHONE-ALPES;
2020;060901096004;STATION D'EPURATION DE CHAVEYRIAT - CHEF LIEU;600;19,863;30,589;22,644;4,831;,697;;;;2,075;,478;,902;,492;;;CHAVEYRIAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901099001;STATION D'EPURATION DE CHAZEY SUR AIN - CHEF LIEU;945;6,016;23,166;16,511;5,401;,959;;;,395;2,959;,72;1,602;,551;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2020;060901099004;STATION D'EPURATION DE CHAZEY SUR AIN - L'HOPITAL;350;7,613;11,822;5,15;2,108;,243;;;,108;1,079;,432;,898;,179;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2020;060901099005;STATION D'EPURATION DE CHAZEY SUR AIN -PARC DU CHEVAL;300;5,633;15,701;5,07;1,683;,186;;;,282;,821;,143;,866;,148;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2020;060901102002;STATION D'EPURATION DE CHEVROUX - FAYOLLE;250;2,958;5,072;2,442;1,524;,14;;;;1,166;1,071;,205;,032;;;CHEVROUX;AIN;AUVERGNE-RHONE-ALPES;
2020;060901102003;STATION D'EPURATION DE CHEVROUX - CHEF LIEU;500;13,96;18,723;21,926;4,948;,808;;;;;,491;4,42;,654;;;CHEVROUX;AIN;AUVERGNE-RHONE-ALPES;
2020;060901104001;STATION D'EPURATION DE CHEZERY FORENS;1350;40,848;79,017;17,933;4,105;,906;;;,519;3,657;1,814;,252;,617;;;CHEZERY FORENS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901105001;STATION D'EPURATION DE CIVRIEUX;1500;68,175;166,914;122,526;24,419;2,331;;;1,094;7,25;5,225;22,754;1,841;;;CIVRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2020;060901105002;STATION D'EPURATION DE CIVRIEUX - FAGNE;1000;23,32;47,608;13,464;5,423;,435;;;,308;2,552;,528;2,565;,214;;;CIVRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2020;060901108002;STATION D'EPURATION DE COLIGNY;1900;11,663;35,762;26,779;5,086;,369;;;5,072;;1,031;5,364;,878;;;COLIGNY;AIN;AUVERGNE-RHONE-ALPES;
2020;060901109001;STATION D'EPURATION DE COLLONGES;3300;120,674;306,754;208,273;11,506;1,464;;;;;;;;;;COLLONGES;AIN;AUVERGNE-RHONE-ALPES;
2020;060901112001;STATION D'EPURATION DE CONDAMINE;450;19,826;53,358;24,998;4,082;,522;;;,388;2,965;,647;,586;,266;;;CONDAMINE;AIN;AUVERGNE-RHONE-ALPES;
2020;060901113001;STATION D'EPURATION DE CONDEISSIAT;700;24,295;73,668;101,097;3,454;,474;;;1,725;3,982;17,784;3,959;,491;;;CONDEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901114002;STATION D'EPURATION DE CONFORT - MENTHIERES;1167;7,676;16,405;8,043;1,678;,289;;;,108;,664;,179;,078;,019;;;CONFORT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901115002;STATION D'EPURATION DE CONFRANCON;800;17,762;40,153;15,795;6,803;,7;;;,242;2,416;1,122;2,493;,367;;;CONFRANCON;AIN;AUVERGNE-RHONE-ALPES;
2020;060901116004;STATION D'EPURATION DE CONTREVOZ - CHEF LIEU;450;3,7;9,945;15,495;3,444;,328;;;;;;1,721;,183;;;CONTREVOZ;AIN;AUVERGNE-RHONE-ALPES;
2020;060901118001;STATION D'EPURATION DE CORBONOD;542;86,319;217,396;143,865;10,95;2,35;;;4,476;10,87;1,279;4,815;,508;;;CORBONOD;AIN;AUVERGNE-RHONE-ALPES;
2020;060901122002;STATION D'EPURATION DE PLATEAU HAUTEVILLE CORMARANCHE;1100;11,717;27,644;19,126;5,16;,593;;;;;,214;6,402;,646;;;PLATEAU D'HAUTEVILLE;AIN;AUVERGNE-RHONE-ALPES;
2020;060901123001;STATION D'EPURATION DE CORMORANCHE SUR SAONE;1800;37,089;63,595;36,659;8,867;1,047;;;;5,366;,469;1,033;,578;;;CORMORANCHE SUR SAONE;AIN;AUVERGNE-RHONE-ALPES;
2020;060901125001;STATION D'EPURATION DE CORVEISSIAT - ARNANS;130;26,296;94,465;9,103;18,84;1,829;;;;3,034;1,416;9,457;,496;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901125002;STATION D'EPURATION DE CORVEISSIAT-ST MAURICE ECHAZEA;90;,87;2,918;2,176;,355;,045;;;,104;,709;,398;,4;,052;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901125003;STATION D'EPURATION DE CORVEISSIAT - CUVERGNAT;100;2,279;3,973;1,725;,302;,029;;;,025;,08;,108;,032;,014;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901127001;STATION D'EPURATION DE COURMANGOUX - CHEF LIEU;400;6,05;13,09;12,76;1,477;,168;;;;2,478;,088;,618;,052;;;COURMANGOUX;AIN;AUVERGNE-RHONE-ALPES;
2020;060901129001;STATION D'EPURATION DE CRANS;270;9,946;18,504;10,825;2,961;,253;;;,162;1,874;,393;,609;,135;;;CRANS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901130802;STATION D'EPURATION DE BRESSE VALLONS CRAS/REYSSOUZE;1125;14,919;32,928;12,85;6,598;,577;;;,235;3,668;,711;4,418;,411;;;BRESSE VALLONS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901133001;STATION D'EPURATION DE CRESSIN ROCHEFORT;367;33,587;84,198;46,93;3,899;,453;;;;1,572;,764;,152;,058;;;CRESSIN ROCHEFORT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901134002;STATION D'EPURATION DE CROTTET - ORMETS;2700;74,04;173,773;54,422;25,088;2,645;;;1,508;10,035;2,549;6,418;,505;;;CROTTET;AIN;AUVERGNE-RHONE-ALPES;
2020;060901134003;STATION D'EPURATION DE CROTTET - ZA FONTAINE;250;1,236;4,108;1,236;,444;,045;;;,228;2,102;,656;,09;,039;;;CROTTET;AIN;AUVERGNE-RHONE-ALPES;
2020;060901136002;STATION D'EPURATION DE CRUZILLES MEPILLAT;600;9,48;21,962;19,592;4,941;,405;;;;;;3,223;,406;;;CRUZILLES LES MEPILLAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901138001;STATION D'EPURATION DE CULOZ - CHEF LIEU;4666;112,528;306,172;139,553;33,485;4,126;;;2,269;20,776;5,214;8,39;2,186;;;CULOZ;AIN;AUVERGNE-RHONE-ALPES;
2020;060901140001;STATION D'EPURATION DE CURTAFOND - CHEF LIEU;700;5,801;10,673;6,651;1,997;,214;;;;1,863;,2;1,95;,382;;;CURTAFOND;AIN;AUVERGNE-RHONE-ALPES;
2020;060901143001;STATION D'EPURATION DE DIVONNE LES BAINS;15000;481,531;1226,83;629,004;144,853;16,921;;;99,686;85,223;28,012;18,02;1,035;;;DIVONNE LES BAINS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901144003;STATION D'EPURATION DE BAGE-DOMMARTIN - DOMMARTIN;450;20,145;44,201;30,336;5,14;,476;;;;;;1,698;,201;;;BAGE-DOMMARTIN;AIN;AUVERGNE-RHONE-ALPES;
2020;060901145002;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - CHF LIEU;900;34,516;86,649;46,572;12,004;1,217;;;,234;2,378;,193;1,302;,454;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2020;060901145003;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - LE LAIT;100;2,139;4,301;,518;,839;,084;;;0;0;0;0;0;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2020;060901146001;STATION D'EPURATION DE DOMPIERRE SUR CHALARONNE;500;11,554;29,004;24,94;3,735;,167;;;;;,147;1,213;,325;;;DOMPIERRE SUR CHALARONNE;AIN;AUVERGNE-RHONE-ALPES;
2020;060901147006;STATION D'EPURATION DE DOMSURE - CHEF LIEU;300;1,989;5,148;3,744;1,503;,152;;;;;;1,404;,212;;;DOMSURE;AIN;AUVERGNE-RHONE-ALPES;
2020;060901148001;STATION D'EPURATION DE DORTAN;9000;58,023;186,738;94,392;24,703;2,202;;;3,103;7,563;3,344;3,695;,389;;;DORTAN;AIN;AUVERGNE-RHONE-ALPES;
2020;060901151001;STATION D'EPURATION DE DRUILLAT - CHEF LIEU;500;15,781;33,027;13,188;4,362;,468;;;,507;5,016;3,325;,992;,232;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901151002;STATION D'EPURATION DE DRUILLAT - ROSSETTES;300;9,22;20,685;7,234;2,435;,237;;;,307;2,128;,378;,723;,137;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901151003;STATION D'EPURATION DE DRUILLAT - TURGON;400;10,918;24,971;6,621;2,328;,342;;;,317;2,536;,775;,793;,123;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901151004;STATION D'EPURATION DE DRUILLAT - LE ROSET;195;4,367;12,712;2,984;2,887;,255;;;,093;,996;,171;,735;,175;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901151005;STATION D'EPURATION DE DRUILLAT - LA  RUAZ;185;6,118;13,566;4,761;1,649;,187;;;,024;,242;,031;,397;,114;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901152001;STATION D'EPURATION DE ECHALLON;1780;8,024;24,935;9,904;5,373;,538;;;;2,358;,221;3,715;,427;;;ECHALLON;AIN;AUVERGNE-RHONE-ALPES;
2020;060901155001;STATION D'EPURATION DE EVOSGES;250;1,952;5,953;1,757;1,173;,101;;;;;,97;,52;,039;;;EVOSGES;AIN;AUVERGNE-RHONE-ALPES;
2020;060901156001;STATION D'EPURATION DE FARAMANS;700;8,703;24,448;10,919;3,602;,304;;;2,752;13,961;2,886;2,52;,496;;;FARAMANS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901157001;STATION D'EPURATION DE FAREINS;1800;152,01;802,771;252,354;56,509;5,456;;;79,81;264,035;80,082;43,608;4,326;;;FAREINS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901157003;STATION D'EPURATION DE FAREINS - ZA MONTFRAY;750;4,56;6,816;9,504;;,447;;;,072;,768;,07;;,035;;;FAREINS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901158001;STATION D'EPURATION DE FARGES;533;10,85;39,2;35;5,338;,623;;;2,45;15,75;2,45;1,311;,383;;;FARGES;AIN;AUVERGNE-RHONE-ALPES;
2020;060901159001;STATION D'EPURATION DE FEILLENS;12000;280,771;803,493;456,089;74,969;9,29;;;24,491;184,339;158,797;30,93;6,624;;;FEILLENS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901162001;STATION D'EPURATION DE FLAXIEU;300;12,509;18,789;11,466;1,144;,109;;;,156;,73;,139;,186;,039;;;FLAXIEU;AIN;AUVERGNE-RHONE-ALPES;
2020;060901163002;STATION D'EPURATION DE FOISSIAT;1900;81,948;226,901;91,057;10,208;1,677;;;1,065;7,272;3,853;2,089;1,358;;;FOISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901165002;STATION D'EPURATION DE FRANCHELEINS;1000;38,106;62,101;21,801;9,547;,585;;;,615;3,916;2,706;2,594;,242;;;FRANCHELEINS ;AIN;AUVERGNE-RHONE-ALPES;
2020;060901167002;STATION D'EPURATION DE GARNERANS - MONTGOIN;380;1,436;3,078;,889;1,076;,07;;;,219;1,334;,356;,13;,03;;;GARNERANS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901167003;STATION D'EPURATION DE GARNERANS - CHEF LIEU;600;24,579;60,792;18,844;11,854;1,09;;;;1,802;;5,919;,562;;;GARNERANS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901170002;STATION D'EPURATION DE NANTUA - GEOVREISSIAT;24000;474,946;1173,119;594,66;122,361;15,92;;;15,068;65,135;26,687;18,914;3,128;;;BEARD-GEOVREISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901174001;STATION D'EPURATION DE GIRON;700;3,069;9,015;3,989;2,557;,288;;;2,11;7,941;2,033;2,249;,269;;;GIRON;AIN;AUVERGNE-RHONE-ALPES;
2020;060901176001;STATION D'EPURATION DE HAUT-VALROMEY GRAND-ABERGEMENT;900;2,211;5,63;4,082;1,292;,159;;;,085;;,204;,087;,089;;;HAUT-VALROMEY ;AIN;AUVERGNE-RHONE-ALPES;
2020;060901181001;STATION D'EPURATION DE GROISSIAT - OYONNAX;57083;1666,347;4169,427;2036,147;427,84;46,145;,007;,758;38,859;219,018;71,816;31,622;6,453;0;,783;GROISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2020;060901183002;STATION D'EPURATION DE GUEREINS;3000;76,99;177,268;57,172;30,882;6,572;;;1,263;6,121;1,533;1,767;1,907;;;GUEREINS;AIN;AUVERGNE-RHONE-ALPES;
2020;060901184007;STATION D'EPURATION DE HAUTECOURT ROMANECHE CHEF LIEU;700;3,888;5,702;3,672;1,789;,157;;;;;;1,189;,005;;;HAUTECOURT ROMANECHE;AIN;AUVERGNE-RHONE-ALPES;
