ANNEE;CODE NATIONAL STATION;NOM STATION;CAPACITE STATION EN EH;FLUX EN ENTREE DE STATION - DBO5;FLUX EN ENTREE DE STATION - DCO;FLUX EN ENTREE DE STATION - MES;FLUX EN ENTREE DE STATION - NGL;FLUX EN ENTREE DE STATION - PT;FLUX EN ENTREE DE STATION - METOX;FLUX EN ENTREE DE STATION - AOX;FLUX EN SORTIE DE STATION - DBO5;FLUX EN SORTIE DE STATION - DCO;FLUX EN SORTIE DE STATION - MES;FLUX EN SORTIE DE STATION - NGL;FLUX EN SORTIE DE STATION - PT;FLUX EN SORTIE DE STATION - METOX;FLUX EN SORTIE DE STATION - AOX;NOM COMMUNE IMPLANTATION STATION;NOM DEPARTEMENT IMPLANTATION STATION;NOM REGION IMPLANTATION STATION
2018;060901044001;STATION D'EPURATION DE BILLIAT;720;18,955;44,406;21,73;4,099;,535;;;3,012;10,513;3,425;3,041;,441;;;BILLIAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901045001;STATION D'EPURATION DE BIRIEUX;200;7,316;16,923;7,634;2,251;,213;;;,636;3,626;,986;,86;,245;;;BIRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2018;060901052001;STATION D'EPURATION DE BOULIGNEUX;150;,447;,992;,224;,204;,019;;;,012;,118;,069;,049;,019;;;BOULIGNEUX;AIN;AUVERGNE-RHONE-ALPES;
2018;060901054001;STATION D'EPURATION DE BOURG SAINT CHRISTOPHE;1990;56,922;130,223;76,918;16,891;2,257;;;,5;4,855;,512;1,851;,844;;;BOURG ST CHRISTOPHE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901060002;STATION D'EPURATION DE BRENOD;1200;28,021;61,349;15,802;5,993;2,193;;;,369;6,054;,429;1,937;,832;;;BRENOD;AIN;AUVERGNE-RHONE-ALPES;
2018;060901061001;STATION D'EPURATION DE BRENS - GOTRAS PETIT BRENS;450;4,363;12,215;4,014;2,842;,28;;;,016;,044;,04;,002;0;;;BRENS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901061002;STATION D'EPURATION DE BRENS - CHAMPTEL;500;10,605;28,28;10,959;4,273;,449;;;,174;1,671;,282;,212;,054;;;BRENS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901062001;STATION D'EPURATION DE BRESSOLLES - CHEF LIEU;733;55,23;125,846;34,322;21,145;1,894;;;5,523;18,147;9,468;13,91;2,249;;;BRESSOLLES;AIN;AUVERGNE-RHONE-ALPES;
2018;060901064002;STATION D'EPURATION DE BRIORD;1900;45,368;104,992;33,908;;2,072;;;,933;12,142;1,598;;1,507;;;BRIORD;AIN;AUVERGNE-RHONE-ALPES;
2018;060901065003;STATION D'EPURATION DE BUELLAS - MONTCET;1800;95,571;265,826;117,197;32,862;3,702;;;1,133;13,797;1,744;3,688;,826;;;BUELLAS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901067001;STATION D'EPURATION DE CEIGNES;730;15,106;30,977;9,161;12,739;,8;;;1,441;6,235;,718;10,013;,538;;;CEIGNES;AIN;AUVERGNE-RHONE-ALPES;
2018;060901069002;STATION D'EPURATION DE CERTINES;4500;83,095;552,721;153,398;60,446;4,862;;;9,736;47,34;6,672;15,33;1,48;;;CERTINES;AIN;AUVERGNE-RHONE-ALPES;
2018;060901073002;STATION D'EPURATION DE CEYZERIEU - CHEF LIEU;600;20,787;64,374;39,34;6,464;,981;;;,302;2,261;,678;,27;,036;;;CEYZERIEU;AIN;AUVERGNE-RHONE-ALPES;
2018;060901074002;STATION D'EPURATION DE CHALAMONT;2500;66,322;164,449;98,84;21,164;2,131;;;1,336;13,469;1,357;5,233;,16;;;CHALAMONT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901075001;STATION D'EPURATION DE CHALEINS;1400;48,925;106,922;102,684;11,257;1,836;;;1,686;5,329;,748;8,894;1,171;;;CHALEINS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901078002;STATION D'EPURATION DE CHALLEX;2000;67,444;187,149;100,849;15,048;1,903;;;3,112;30,853;2,555;13,285;1,744;;;CHALLEX;AIN;AUVERGNE-RHONE-ALPES;
2018;060901079001;STATION D'EPURATION DE CHAMPAGNE EN VALROMEY - C LIEU;700;29,359;94,452;43,133;5,763;1,22;;;1,574;11,334;4,88;2,585;,842;;;CHAMPAGNE EN VALROMEY;AIN;AUVERGNE-RHONE-ALPES;
2018;060901080001;STATION D'EPURATION DE CHAMPDOR-CORCELLES - CHAMPDOR;700;19,45;32,035;14,133;6,334;,601;;;;;;,016;,002;;;CHAMPDOR-CORCELLES;AIN;AUVERGNE-RHONE-ALPES;
2018;060901081002;STATION D'EPURATION DE CHAMPFROMIER;1000;42,781;122,31;59,682;;;;;,549;3,256;,702;;;;;CHAMPFROMIER;AIN;AUVERGNE-RHONE-ALPES;
2018;060901082001;STATION D'EPURATION DE CHANAY - CHEF LIEU;1800;15,33;39,372;17,184;3,593;,434;;;,331;2,648;,287;,351;,229;;;CHANAY;AIN;AUVERGNE-RHONE-ALPES;
2018;060901083002;STATION D'EPURATION DE CHANEINS;1150;42,12;100,34;63,62;10,855;1,233;;;1,495;6,736;,999;11,335;1,3;;;CHANEINS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901084001;STATION D'EPURATION DE CHANOZ CHATENAY;650;33,749;75,664;52,665;6,237;,713;;;,329;;;3,886;,441;;;CHANOZ CHATENAY;AIN;AUVERGNE-RHONE-ALPES;
2018;060901087001;STATION D'EPURATION DE CHARIX;380;3,528;6,681;3,871;1,136;,097;;;,375;1,302;,437;,459;,053;;;CHARIX;AIN;AUVERGNE-RHONE-ALPES;
2018;060901088001;STATION D'EPURATION DE CHARNOZ SUR AIN;1200;16,864;50,166;21,19;6,926;,716;;;,414;4,14;,924;5,498;,657;;;CHARNOZ SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2018;060901089002;STATION D'EPURATION DE AMBERIEU - CHATEAU GAILLARD;33300;876,7085;2385,734;988,2595;212,661;25,033;;;121,8615;1421,0405;1012,342;32,197;7,15;;;CHATEAU GAILLARD;AIN;AUVERGNE-RHONE-ALPES;
2018;060901091002;STATION D'EPURATION DE VALSERHONE CHATILLON MICHAILLE;2250;21,334;53,001;19,897;7,009;,64;;;2,51;8,752;2,636;6,611;,745;;;VALSERHONE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901092002;STATION D'EPURATION DE CHATILLON LA PALUD;1783;105,004;195,962;103,588;18,117;2,361;;;2,345;9,453;1,218;6,247;1,451;;;CHATILLON LA PALUD;AIN;AUVERGNE-RHONE-ALPES;
2018;060901093001;STATION D'EPURATION DE CHATILLON SUR CHALARONNE;5400;186,159;523,317;242,662;59,487;7,52;;;10,514;60,794;17,755;28,455;1,117;;;CHATILLON SUR CHALARONNE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901094001;STATION D'EPURATION DE CHAVANNES/REYSSOUZE -CHEF LIEU;450;29,954;76,886;66,635;5,087;,993;;;,321;2,73;,401;3,751;,433;;;CHAVANNES SUR REYSSOUZE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901096004;STATION D'EPURATION DE CHAVEYRIAT - CHEF LIEU;600;41,216;91,951;58,979;9,813;1,079;;;;1,211;,161;2,402;,33;;;CHAVEYRIAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901098004;STATION D'EPURATION DE CHAZEY BONS - ROTHONOD;190;7,524;10,762;7,843;1,085;,235;;;,068;,684;,889;,805;,132;;;CHAZEY BONS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901098005;STATION D'EPURATION DE CHAZEY BONS - CHEF LIEU;1200;25,896;62,28;64,68;4,798;,88;;;,612;6,12;3,187;2,648;,222;;;CHAZEY BONS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901098006;STATION D'EPURATION DE CHAZEY BONS - CRESSIEU;250;12,6;121,2;24,12;2,529;1,884;;;,12;,9;,06;2,817;,237;;;CHAZEY BONS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901099001;STATION D'EPURATION DE CHAZEY SUR AIN - CHEF LIEU;945;31,068;107,875;63,862;6,514;,941;;;1,553;9,062;2,416;2,497;,759;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2018;060901099004;STATION D'EPURATION DE CHAZEY SUR AIN - L'HOPITAL;350;10,89;35,574;31,581;5,028;,545;;;1,089;15,609;4,719;5,608;2,36;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2018;060901099005;STATION D'EPURATION DE CHAZEY SUR AIN -PARC DU CHEVAL;;13,696;26,536;4,152;3,451;,582;;;,064;,642;,06;,935;,135;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2018;060901099006;STATION D'EPURATION DE CHAZEY SUR AIN - RIGNIEUX;600;14,132;39,398;18,2;10,781;1,049;;;,214;2,138;,171;3,424;,257;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2018;060901102002;STATION D'EPURATION DE CHEVROUX - FAYOLLE;250;8,434;24,525;18,166;2,389;,341;;;,208;1,751;,326;,298;,039;;;CHEVROUX;AIN;AUVERGNE-RHONE-ALPES;
2018;060901102003;STATION D'EPURATION DE CHEVROUX - CHEF LIEU;500;15,453;45,089;19,036;4,66;,52;;;;;,214;2,639;,316;;;CHEVROUX;AIN;AUVERGNE-RHONE-ALPES;
2018;060901104001;STATION D'EPURATION DE CHEZERY FORENS;1350;35,995;85,8;56,087;8,807;2,485;;;,47;3,186;,773;1,272;,482;;;CHEZERY FORENS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901105001;STATION D'EPURATION DE CIVRIEUX;1500;60,33;95,694;44,076;17,236;1,764;;;,675;8,955;2,985;7,236;1,547;;;CIVRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2018;060901105002;STATION D'EPURATION DE CIVRIEUX - FAGNE;1000;5,394;15,196;10,208;4,051;,377;;;,174;4,06;,638;,77;,075;;;CIVRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2018;060901108002;STATION D'EPURATION DE COLIGNY;1900;28,011;74,697;38,384;6,409;,733;;;1,047;10,47;,698;1,902;,473;;;COLIGNY;AIN;AUVERGNE-RHONE-ALPES;
2018;060901109001;STATION D'EPURATION DE COLLONGES;3300;38,164;92,072;49,55;13,788;1,116;;;,539;6,89;,505;3,722;,828;;;COLLONGES;AIN;AUVERGNE-RHONE-ALPES;
2018;060901112001;STATION D'EPURATION DE CONDAMINE;450;6,3;22,261;13,021;2,407;,261;;;,84;2,1;1,26;2,642;,283;;;CONDAMINE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901113001;STATION D'EPURATION DE CONDEISSIAT;700;111,368;397,825;353,369;7,456;1,11;;;,12;1,829;,227;,105;,045;;;CONDEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901114002;STATION D'EPURATION DE CONFORT - MENTHIERES;1167;1,413;9,308;2,962;,769;,096;;;,366;,367;,37;,079;,02;;;CONFORT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901115002;STATION D'EPURATION DE CONFRANCON;800;118,759;242,262;193,523;20,819;2,425;;;2,031;14,321;3,359;8,801;1,964;;;CONFRANCON;AIN;AUVERGNE-RHONE-ALPES;
2018;060901116004;STATION D'EPURATION DE CONTREVOZ - CHEF LIEU;450;7,203;15,334;9,061;2,314;,21;;;;;;3,255;,36;;;CONTREVOZ;AIN;AUVERGNE-RHONE-ALPES;
2018;060901118001;STATION D'EPURATION DE CORBONOD;542;5,776;23,992;4,887;5,791;,724;;;2,518;13,033;3,554;6,02;,977;;;CORBONOD;AIN;AUVERGNE-RHONE-ALPES;
2018;060901122002;STATION D'EPURATION DE PLATEAU HAUTEVILLE CORMARANCHE;1100;13,948;37,103;33,338;3,825;,535;;;1,066;3,338;,522;4,828;,477;;;PLATEAU D'HAUTEVILLE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901123001;STATION D'EPURATION DE CORMORANCHE SUR SAONE;1800;25,742;70,706;32,993;10,04;1,159;;;;4,473;,614;1,29;1,233;;;CORMORANCHE SUR SAONE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901125001;STATION D'EPURATION DE CORVEISSIAT - ARNANS;130;1,753;4,145;1,113;1,262;,094;;;,062;,282;,124;,445;,087;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901125002;STATION D'EPURATION DE CORVEISSIAT-ST MAURICE ECHAZEA;90;,693;1,682;,717;,131;,06;;;,029;,303;,062;,091;,054;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901125003;STATION D'EPURATION DE CORVEISSIAT - CUVERGNAT;100;,748;1,808;,436;,436;,032;;;,029;,297;,37;,109;,019;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901127001;STATION D'EPURATION DE COURMANGOUX - CHEF LIEU;400;2,747;9,696;5,656;1,367;,123;;;,52;3,9;,78;1,297;,126;;;COURMANGOUX;AIN;AUVERGNE-RHONE-ALPES;
2018;060901130802;STATION D'EPURATION DE BRESSE VALLONS CRAS/REYSSOUZE;1500;33,38;81,396;40,205;8,607;,928;;;1,684;4,564;2,184;5,215;,593;;;BRESSE VALLONS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901133001;STATION D'EPURATION DE CRESSIN ROCHEFORT;367;10,366;23,418;9,344;2,407;,295;;;;2,022;,156;,901;,163;;;CRESSIN ROCHEFORT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901134002;STATION D'EPURATION DE CROTTET - ORMETS;2700;39,315;124,378;74,554;20,268;1,991;;;,943;6,813;1,589;1,214;,487;;;CROTTET;AIN;AUVERGNE-RHONE-ALPES;
2018;060901136002;STATION D'EPURATION DE CRUZILLES MEPILLAT;600;9,313;27,799;12,402;3,946;,362;;;;;,089;2,486;,316;;;CRUZILLES LES MEPILLAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901138001;STATION D'EPURATION DE CULOZ - CHEF LIEU;4666;104,111;247,377;129,089;22,54;2,68;;;2,176;19,721;3,789;9,736;1,402;;;CULOZ;AIN;AUVERGNE-RHONE-ALPES;
2018;060901140001;STATION D'EPURATION DE CURTAFOND - CHEF LIEU;700;10,331;28,049;9,982;5,296;,428;;;,587;3,524;,908;2,863;,353;;;CURTAFOND;AIN;AUVERGNE-RHONE-ALPES;
2018;060901141001;STATION D'EPURATION DE CUZIEU;270;2,856;4,947;4,896;,74;,041;;;3,57;20,961;42,228;,152;,102;;;CUZIEU;AIN;AUVERGNE-RHONE-ALPES;
2018;060901143001;STATION D'EPURATION DE DIVONNE LES BAINS;15000;573,764;1324,896;696,665;132,42;14,636;;;171,5;745,151;88,205;14,284;1,624;;;DIVONNE LES BAINS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901144003;STATION D'EPURATION DE BAGE-DOMMARTIN - DOMMARTIN;450;10,406;24,359;10,306;2,908;,341;;;,092;,921;,153;2,02;,219;;;BAGE-DOMMARTIN;AIN;AUVERGNE-RHONE-ALPES;
2018;060901145002;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - CHF LIEU;900;44,944;98,097;30,999;17,646;1,982;;;1,37;10,276;2,026;4,442;1,469;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901145003;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - LE LAIT;100;2,302;5,626;1,361;1,014;,095;;;,03;,921;,13;,049;,031;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901146001;STATION D'EPURATION DE DOMPIERRE SUR CHALARONNE;500;22,412;50,016;27,757;3,861;,493;;;,111;1,182;,148;1,479;,339;;;DOMPIERRE SUR CHALARONNE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901147006;STATION D'EPURATION DE DOMSURE - CHEF LIEU;300;1,344;3,808;2,176;,535;,066;;;,23;1,38;,138;1,201;,093;;;DOMSURE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901148001;STATION D'EPURATION DE DORTAN;9000;96,93;253,534;163,239;38,618;4,413;;;2,214;15,828;6,479;5,404;,687;;;DORTAN;AIN;AUVERGNE-RHONE-ALPES;
2018;060901151001;STATION D'EPURATION DE DRUILLAT - CHEF LIEU;500;33,452;82,448;206,795;8,726;1,294;;;,574;4,089;2,94;,495;,105;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901151002;STATION D'EPURATION DE DRUILLAT - ROSSETTES;300;34,684;93,288;8,133;10,411;1,017;;;1,674;11,362;2,512;2,015;,562;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901151003;STATION D'EPURATION DE DRUILLAT - TURGON;400;27,14;225,4;36,248;5,164;,754;;;,598;7,084;2,53;1,419;,138;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901151004;STATION D'EPURATION DE DRUILLAT - LE ROSET;195;8,722;24,795;14,703;1,835;,211;;;,032;,406;,135;,534;,038;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901151005;STATION D'EPURATION DE DRUILLAT - LA  RUAZ;185;4,16;11,744;4,8;1,391;,174;;;,319;2,156;1,557;,635;,142;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901152001;STATION D'EPURATION DE ECHALLON;1780;15,278;39,274;17,162;10,718;,901;;;,301;3,235;,304;4,225;,378;;;ECHALLON;AIN;AUVERGNE-RHONE-ALPES;
2018;060901155001;STATION D'EPURATION DE EVOSGES;250;2,876;5,924;1,192;,991;,108;;;,18;,876;1,032;,08;,004;;;EVOSGES;AIN;AUVERGNE-RHONE-ALPES;
2018;060901156001;STATION D'EPURATION DE FARAMANS;700;20,891;51,73;25,202;7,083;,793;;;3,13;14,646;6,932;3,014;,353;;;FARAMANS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901157001;STATION D'EPURATION DE FAREINS;1800;110,32;214,755;201,7;18,629;2,52;;;4,015;32,319;9,054;11,569;1,532;;;FAREINS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901157003;STATION D'EPURATION DE FAREINS - ZA MONTFRAY;750;,54;1,29;,306;;,022;;;,009;,09;,033;;,001;;;FAREINS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901158001;STATION D'EPURATION DE FARGES;533;4,732;10,92;7,28;3,931;,404;;;1,092;10,92;1,092;1,805;,175;;;FARGES;AIN;AUVERGNE-RHONE-ALPES;
2018;060901159001;STATION D'EPURATION DE FEILLENS;12000;223,4;677,877;388,142;69,572;10,387;;;11,937;63,09;23,671;18,739;1,359;;;FEILLENS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901162001;STATION D'EPURATION DE FLAXIEU;300;15,403;35,993;10,288;1,381;,195;;;;;,056;,392;,06;;;FLAXIEU;AIN;AUVERGNE-RHONE-ALPES;
2018;060901163002;STATION D'EPURATION DE FOISSIAT;1900;154,461;395,094;535,172;20,78;4,195;;;2,033;7,419;2,4;1,75;,568;;;FOISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901165002;STATION D'EPURATION DE FRANCHELEINS;1000;18,718;56,875;20,893;9,109;,939;;;,538;3,947;,763;5,431;,266;;;FRANCHELEINS ;AIN;AUVERGNE-RHONE-ALPES;
2018;060901167002;STATION D'EPURATION DE GARNERANS - MONTGOIN;380;,659;3,962;1,223;,558;,075;;;;,209;,114;,054;,006;;;GARNERANS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901167003;STATION D'EPURATION DE GARNERANS - CHEF LIEU;600;8,279;20,615;12,419;3,61;,439;;;;2,07;;2,268;,439;;;GARNERANS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901170002;STATION D'EPURATION DE NANTUA - GEOVREISSIAT;24000;380,687;915,985;500,069;113,493;15,024;;;14,05;61,312;22,557;21,678;3,044;;;BEARD-GEOVREISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901174001;STATION D'EPURATION DE GIRON;700;4,194;10,932;4,685;1,741;,162;;;1,406;3,748;1,517;1,196;,117;;;GIRON;AIN;AUVERGNE-RHONE-ALPES;
2018;060901176001;STATION D'EPURATION DE HAUT-VALROMEY GRAND-ABERGEMENT;900;4,66;11;4,18;1,16;,147;;;;;,08;,076;,056;;;HAUT-VALROMEY ;AIN;AUVERGNE-RHONE-ALPES;
2018;060901181001;STATION D'EPURATION DE GROISSIAT - OYONNAX;57000;1719,929;3925,471;1791,215;444,235;50,136;7,732;1,039;27,743;211,345;49,718;36,521;5,915;,775;,647;GROISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2018;060901183002;STATION D'EPURATION DE GUEREINS;3000;74,726;215,419;131,546;24,311;3,442;;;2,206;12,649;2,545;2,189;2,751;;;GUEREINS;AIN;AUVERGNE-RHONE-ALPES;
2018;060901184007;STATION D'EPURATION DE HAUTECOURT ROMANECHE CHEF LIEU;700;7,888;20,604;9,384;2,367;,309;;;;;;1,17;,172;;;HAUTECOURT ROMANECHE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901185001;STATION D'EPURATION DE PLATEAU D'HAUTEVILLE - LOMPNES;8000;80,847;230,004;122,601;30,392;3,006;;;5,537;28,193;6,731;11,319;,548;;;PLATEAU D'HAUTEVILLE;AIN;AUVERGNE-RHONE-ALPES;
2018;060901187001;STATION D'EPURATION DE HAUT-VALROMEY - HOTONNES;2300;79,553;160,372;63,657;10,081;1,095;;;,678;6,13;1,603;,734;1,111;;;HAUT-VALROMEY ;AIN;AUVERGNE-RHONE-ALPES;
